id,trace_rowid,span_id,parent_id,name,start_time,end_time,events,status_code,status_message,start_time_unix,end_time_unix,log@urllib3.connectionpool - [connectionpool.py:291] - DEBUG,log@httpx - [_client.py:1786] - INFO,log@urllib3.connectionpool - [connectionpool.py:546] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO,log@httpcore.connection - [_trace.py:85] - DEBUG,log@openai._base_client - [_base_client.py:446] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG,log@httpcore.http11 - [_trace.py:85] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO,log@openai._base_client - [_base_client.py:1585] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:158] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG,log@vllm.engine.metrics - [metrics.py:295] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG,log@vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO,log_entries,metric@cpu_usage,metric@gpu_graph_clock,duration
11,5474,7acf9af3be5d6ec6,22102ff70f0cbb0e,embedding,2024-11-06 15:57:31.174630,2024-11-06 15:57:31.215673,[],OK,,1730908651.17463,1730908651.215673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],11.2,1740,0.04104304313659668
12,5474,2976f50b8ce91a89,0ca48d3f89c60f01,reranking,2024-11-06 15:57:31.262551,2024-11-06 15:57:31.554468,[],OK,,1730908651.262551,1730908651.554468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],11.2,1740,0.2919168472290039
13,5474,8a9bde93ea3a0309,0ca48d3f89c60f01,llm,2024-11-06 15:57:31.560966,2024-11-06 15:57:32.533389,[],OK,,1730908651.560966,1730908652.533389,0,1,0,0,0,0,0,1,0,10,0,1,0,1,1,1,1,1,"['2024-11-06 15:57:31,563 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-06 15:57:31,564 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:57:31,565 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:57:31,565 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:57:31,565 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:57:31,565 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:57:32,530 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:57:32,530 - httpx - [_client.py:1786] - INFO', '2024-11-06 15:57:32,531 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:57:32,532 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:57:32,532 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:57:32,532 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:57:32,532 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-06 15:57:31,636 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-06 15:57:31,638 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-06 15:57:32,226 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-06 15:57:32,510 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-06 15:57:32,531 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,0.9724230766296387
14,5474,ecb8739d87f66390,8a9bde93ea3a0309,llm_request,2024-11-06 15:57:31.635950,2024-11-06 15:57:32.509561,[],OK,,1730908651.63595,1730908652.509561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0.0,0,0.8736109733581543
15,5474,e59175f7257c4ffa,ecb8739d87f66390,llm_scheduler,2024-11-06 23:57:31.657581,2024-11-06 23:57:31.679211,[],OK,,1730908651.6575806,1730908651.679211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],20.6,1740,0.021630287170410156
16,5474,28d601dbbf45ccd9,ecb8739d87f66390,llm_generate,2024-11-06 23:57:32.208350,2024-11-06 23:57:32.484359,[],OK,,1730908652.20835,1730908652.484359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],20.6,1740,0.27600908279418945
17,5475,5bf1ca1bb179664c,,query,2024-11-06 15:57:36.556993,2024-11-06 15:57:41.784243,[],OK,,1730908656.556993,1730908661.784243,0,2,4,1,1,1,4,1,1,20,0,1,2,1,1,1,1,1,"['2024-11-06 15:57:36,624 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 15:57:36,629 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:57:36,631 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:57:36,631 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:57:36,632 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:57:36,632 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:57:36,632 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:57:36,632 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:57:36,635 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:57:36,635 - httpx - [_client.py:1786] - INFO', '2024-11-06 15:57:36,636 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:57:36,637 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:57:36,638 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:57:36,638 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:57:36,638 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:57:36,638 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:57:36,653 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 15:57:36,656 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-11-06 15:57:36,963 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 15:57:36,964 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-11-06 15:57:36,964 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-11-06 15:57:36,967 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-06 15:57:36,968 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:57:36,969 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:57:36,969 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:57:36,969 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:57:36,969 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:57:37,767 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:57:37,768 - httpx - [_client.py:1786] - INFO', '2024-11-06 15:57:37,768 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:57:37,769 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:57:37,769 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:57:37,769 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:57:37,770 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-06 15:57:37,778 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 15:57:37,779 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-11-06 15:57:39,781 - llmrca.create_vdb.pipeline.rag - [rag.py:158] - INFO', '2024-11-06 15:57:41,783 - llmrca.create_vdb.pipeline.rag - [rag.py:158] - INFO', '2024-11-06 15:57:37,029 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-06 15:57:37,031 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-06 15:57:37,400 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-06 15:57:37,745 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-06 15:57:37,768 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,5.227250099182129
18,5475,ec03cb3760481eb4,5bf1ca1bb179664c,retrieve,2024-11-06 15:57:36.557837,2024-11-06 15:57:36.645812,[],OK,,1730908656.557837,1730908656.645812,0,1,1,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,"['2024-11-06 15:57:36,624 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 15:57:36,629 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:57:36,631 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:57:36,631 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:57:36,632 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:57:36,632 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:57:36,632 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:57:36,632 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:57:36,635 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:57:36,635 - httpx - [_client.py:1786] - INFO', '2024-11-06 15:57:36,636 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:57:36,637 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:57:36,638 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:57:36,638 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:57:36,638 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:57:36,638 - httpcore.connection - [_trace.py:85] - DEBUG']",10.8,1740,0.08797502517700195
19,5475,7ee61351c82e7673,ec03cb3760481eb4,embedding,2024-11-06 15:57:36.558576,2024-11-06 15:57:36.609153,[],OK,,1730908656.558576,1730908656.609153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],10.8,1740,0.05057692527770996
20,5475,4ced24c02d9ad6f6,5bf1ca1bb179664c,reranking,2024-11-06 15:57:36.668233,2024-11-06 15:57:36.958682,[],OK,,1730908656.668233,1730908656.958682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],10.8,1740,0.2904491424560547
