trace_rowid,query>duration,retrieve>duration,embedding>duration,reranking>duration,llm>duration,llm_request>duration,llm_scheduler>duration,llm_generate>duration,trace@query@llm_token_count_completion,trace@query@llm_token_count_prompt,trace@query@llm_token_count_total,trace@retrieve@retrieve_num,trace@embedding@embedding_model_name,trace@embedding@embedding_vector,trace@reranking@rerank_model_name,trace@reranking@top_k,trace@llm_request@llm_model_name,trace@llm_request@parameters_best_of,trace@llm_request@parameters_max_tokens,trace@llm_request@parameters_n,trace@llm_request@parameters_temperature,trace@llm_request@parameters_top_p,log@rag@urllib3.connectionpool - [connectionpool.py:291] - DEBUG,log@rag@openai._base_client - [_base_client.py:1585] - DEBUG,log@rag@httpcore.connection - [_trace.py:85] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:158] - INFO,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG,log@rag@openai._base_client - [_base_client.py:446] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG,log@rag@httpcore.http11 - [_trace.py:85] - DEBUG,log@rag@urllib3.connectionpool - [connectionpool.py:546] - DEBUG,log@rag@httpx - [_client.py:1786] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO,log@vllm@vllm.engine.metrics - [metrics.py:295] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG,metric@qdrant@cpu_usage_percent,metric@qdrant@mem_rss,metric@qdrant@mem_vms,metric@qdrant@mem_memory_percent,metric@qdrant@disk_read_bytes,metric@qdrant@disk_write_bytes,metric@qdrant@disk_read_count,metric@qdrant@disk_write_count,metric@rag@cpu_usage_percent,metric@rag@mem_rss,metric@rag@mem_vms,metric@rag@mem_memory_percent,metric@rag@disk_read_bytes,metric@rag@disk_write_bytes,metric@rag@disk_read_count,metric@rag@disk_write_count,metric@rag@gpu_3_gpu_utilization_percent,metric@rag@gpu_3_gpu_memory_used_MB,metric@rag@gpu_3_gpu_memory_total_MB,metric@rag@gpu_3_gpu_memory_process_used_MB,metric@rag@gpu_3_gpu_temperature_C,metric@rag@gpu_3_gpu_power_W,metric@rag@gpu_3_gpu_fan_speed_percent,metric@rag@gpu_3_gpu_sm_activity_percent,metric@rag@gpu_4_gpu_utilization_percent,metric@rag@gpu_4_gpu_memory_used_MB,metric@rag@gpu_4_gpu_memory_total_MB,metric@rag@gpu_4_gpu_memory_process_used_MB,metric@rag@gpu_4_gpu_temperature_C,metric@rag@gpu_4_gpu_power_W,metric@rag@gpu_4_gpu_fan_speed_percent,metric@rag@gpu_4_gpu_sm_activity_percent,metric@rag@gpu_3_gpu_graph_clock,metric@rag@gpu_4_gpu_graph_clock,metric@vllm@cpu_usage_percent,metric@vllm@mem_rss,metric@vllm@mem_vms,metric@vllm@mem_memory_percent,metric@vllm@disk_read_bytes,metric@vllm@disk_write_bytes,metric@vllm@disk_read_count,metric@vllm@disk_write_count,metric@vllm@gpu_5_gpu_utilization_percent,metric@vllm@gpu_5_gpu_memory_used_MB,metric@vllm@gpu_5_gpu_memory_total_MB,metric@vllm@gpu_5_gpu_memory_process_used_MB,metric@vllm@gpu_5_gpu_temperature_C,metric@vllm@gpu_5_gpu_power_W,metric@vllm@gpu_5_gpu_fan_speed_percent,metric@vllm@gpu_5_gpu_sm_activity_percent,metric@vllm@gpu_5_gpu_graph_clock,quality@record@quality_kb,quality@record@quality_prompt,quality@answer_correctness,trace@query@input_value_sum,trace@query@output_value_sum,trace@retrieve@documents_contents_sum,trace@retrieve@documents_scores_top3mean,trace@reranking@output_documents_contents_sum,trace@reranking@output_documents_scores_top3mean
1028,8.48258090019226,1.075711965560913,0.0489461421966552,0.3827030658721924,0.9869909286499025,0.8948709964752197,0.0201461315155029,0.3480174541473388,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,8,1,3,1,1,0,1,1,20,4,2,1,1,1,1,1,0.0,30082353152.0,134785609728.0,28.5,2179693789184.0,3715837191168.0,41702076.0,151902234.5,6.1000000000000005,1807388672.0,47465267200.0,1.3409359319940353,0.0,1615872.0,20168.0,1760.0,0.0,2299.1875,46068.0,1626.0,38.0,63.124,,0.0,0.0,3617.1875,46068.0,2944.0,37.5,75.564,,0.0,1005.0,1005.0,9.2,5870284800.0,68480028672.0,4.355275620184046,327680.0,1731903488.0,18525.5,6764177.5,31.5,41181.1875,46068.0,40500.0,42.0,81.839,,50.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
1029,8.491902828216553,1.0796489715576172,0.0506160259246826,0.3850290775299072,0.9870691299438475,0.8940649032592773,0.0205066204071044,0.3468885421752929,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,8,1,3,1,1,0,1,1,20,4,2,1,1,1,2,1,0.0,30092054528.0,134785609728.0,28.5,2179693789184.0,3715839677440.0,41702076.0,151902347.0,12.2,1807388672.0,47465267200.0,1.3409359319940353,0.0,1720320.0,20181.0,1873.0,0.0,2299.1875,46068.0,1626.0,38.0,62.446,,0.0,0.0,3617.1875,46068.0,2944.0,37.0,62.606,,0.0,1005.0,1005.0,21.0,5870284800.0,68480028672.0,4.355275620184046,327680.0,1734684672.0,18535.0,6775010.0,0.0,41181.1875,46068.0,40500.0,40.0,73.791,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
1030,8.475629091262817,1.077653884887695,0.0486721992492675,0.3787310123443603,0.9789400100708008,0.8849010467529297,0.0199897289276123,0.3403844833374023,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,8,1,3,1,1,0,1,1,20,4,2,1,1,1,0,1,0.0,30090901504.0,134785609728.0,28.5,2179693789184.0,3715844363264.0,41702076.0,151902566.0,6.1000000000000005,1807388672.0,47465267200.0,1.3409359319940353,0.0,1773568.0,20190.5,1953.0,0.0,2299.1875,46068.0,1626.0,38.0,63.019000000000005,,0.0,0.0,3617.1875,46068.0,2944.0,37.0,62.601,,0.0,1005.0,1005.0,11.0,5870284800.0,68480028672.0,4.355275620184046,327680.0,1735829504.0,18538.5,6779485.5,0.0,41181.1875,46068.0,40500.0,40.0,64.96000000000001,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
1031,8.490685939788818,1.0775048732757568,0.04994797706604,0.3893790245056152,0.9854168891906738,0.8921070098876953,0.0203888416290283,0.3452670574188232,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,8,1,3,1,1,0,1,1,20,4,2,1,1,1,1,1,0.0,30102411264.0,134785609728.0,28.5,2179693791232.0,3715849948160.0,41702076.5,151902833.5,6.199999999999999,1807912960.0,47465267200.0,1.3413249112040997,0.0,1925120.0,20204.0,2078.0,0.0,2299.1875,46068.0,1626.0,38.0,62.491,,0.0,0.0,3617.1875,46068.0,2944.0,37.5,82.44149999999999,,0.0,1005.0,1005.0,10.1,5870284800.0,68480028672.0,4.355275620184046,327680.0,1738364928.0,18561.5,6789308.0,27.5,41181.1875,46068.0,40500.0,41.5,83.66300000000001,,27.5,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
1032,8.49235987663269,1.077575922012329,0.0488648414611816,0.378972053527832,0.9799079895019532,0.8876969814300537,0.0201196670532226,0.3414919376373291,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,8,1,3,1,1,0,1,1,20,4,2,1,1,1,1,1,0.0,30059728896.0,134785609728.0,28.5,2179693793280.0,3715853251584.0,41702077.0,151903044.0,12.2,1808437248.0,47465267200.0,1.3417138904141634,0.0,2027520.0,20218.0,2191.0,0.0,2299.1875,46068.0,1626.0,38.0,62.503,,0.0,0.0,3617.1875,46068.0,2944.0,38.0,62.703,,0.0,1005.0,1005.0,20.8,5870284800.0,68480028672.0,4.355275620184046,327680.0,1740935168.0,18570.0,6799309.0,0.0,41181.1875,46068.0,40500.0,40.0,72.101,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
1033,8.491497039794922,1.0755219459533691,0.0485079288482666,0.3817040920257568,0.9932050704956056,0.9005119800567627,0.0201170444488525,0.3533463478088379,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,8,1,3,1,1,0,1,1,20,4,2,1,1,1,1,1,0.0,29944358912.0,134785609728.0,28.4,2179693793280.0,3715857421312.0,41702077.0,151903251.5,6.0,1808437248.0,47465267200.0,1.3417138904141634,0.0,2084864.0,20227.5,2271.0,0.0,2299.1875,46068.0,1626.0,38.0,63.50450000000001,,0.0,0.0,3617.1875,46068.0,2944.0,37.0,62.6055,,0.0,1005.0,1005.0,11.2,5870284800.0,68480028672.0,4.355275620184046,327680.0,1742039040.0,18573.5,6803634.0,0.0,41181.1875,46068.0,40500.0,40.0,64.9605,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
1034,8.476410150527954,1.0768468379974363,0.0495109558105468,0.3794758319854736,0.9819769859313964,0.8903079032897949,0.0196330547332763,0.3447613716125488,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,8,1,3,1,1,0,1,1,20,4,2,1,1,1,1,1,0.0,29951369216.0,134785609728.0,28.45,2179693793280.0,3715863198720.0,41702077.0,151903519.5,6.1,1808437248.0,47465267200.0,1.3417138904141634,0.0,2234368.0,20242.0,2405.0,0.0,2299.1875,46068.0,1626.0,38.0,62.4675,,0.0,0.0,3617.1875,46068.0,2944.0,37.5,74.986,,0.0,1005.0,1005.0,11.0,5870284800.0,68480028672.0,4.355275620184046,327680.0,1745086464.0,18584.0,6815467.0,16.0,41181.1875,46068.0,40500.0,41.0,96.1805,,16.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
1035,8.48587417602539,1.076383113861084,0.0483238697052001,0.3785889148712158,0.9919400215148926,0.9000129699707031,0.0208775997161865,0.3533368110656738,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,8,1,3,1,1,0,1,1,20,4,2,1,1,1,1,1,0.0,29973417984.0,134785609728.0,28.4,2179693793280.0,3715866174464.0,41702077.0,151903734.0,11.6,1808961536.0,47465267200.0,1.3421028696242276,0.0,2334720.0,20254.0,2509.0,0.0,2299.1875,46068.0,1626.0,38.0,62.461,,0.0,0.0,3617.1875,46068.0,2944.0,38.0,62.71,,0.0,1005.0,1005.0,20.8,5870284800.0,68480028672.0,4.355275620184046,327680.0,1747120128.0,18591.0,6823375.0,0.0,41181.1875,46068.0,40500.0,40.0,72.244,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
1036,8.479966878890991,1.0783650875091553,0.0495600700378418,0.379023790359497,0.987138032913208,0.894312858581543,0.0204207897186279,0.3468725681304931,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,8,1,3,1,1,0,1,1,20,4,2,1,1,1,2,1,0.0,29978146816.0,134785609728.0,28.4,2179693793280.0,3715870835712.0,41702077.0,151903966.0,6.0,1808961536.0,47465267200.0,1.3421028696242276,0.0,2392064.0,20263.5,2589.0,0.0,2299.1875,46068.0,1626.0,38.0,63.263,,0.0,0.0,3617.1875,46068.0,2944.0,37.0,62.581500000000005,,0.0,1005.0,1005.0,11.1,5870284800.0,68480028672.0,4.355275620184046,327680.0,1748256768.0,18594.5,6827806.0,0.0,41181.1875,46068.0,40500.0,40.0,64.931,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
1037,8.488276958465576,1.0801630020141602,0.0505731105804443,0.3826639652252197,0.9846270084381104,0.891711950302124,0.0215160846710205,0.3454720973968506,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,8,1,3,1,1,0,1,1,20,4,2,1,1,1,0,1,0.0,29972756480.0,134785609728.0,28.4,2179693793280.0,3715876467712.0,41702077.0,151904240.5,6.2,1808961536.0,47465267200.0,1.3421028696242276,0.0,2541568.0,20278.0,2723.0,0.0,2299.1875,46068.0,1626.0,38.0,62.504,,0.0,0.0,3617.1875,46068.0,2944.0,37.5,68.4725,,0.0,1005.0,1005.0,11.2,5870284800.0,68480028672.0,4.355275620184046,327680.0,1751304192.0,18605.0,6839639.0,3.0,41181.1875,46068.0,40500.0,40.5,89.8295,,3.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
1038,8.48621678352356,1.0744311809539795,0.0478498935699462,0.3813161849975586,0.9887640476226808,0.8959407806396484,0.0207307338714599,0.3491692543029785,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,8,1,3,1,1,0,1,1,20,4,2,1,1,1,1,1,0.0,29957201920.0,134785609728.0,28.4,2179693793280.0,3715879674880.0,41702077.0,151904411.0,12.2,1808961536.0,47465267200.0,1.3421028696242276,0.0,2646016.0,20290.0,2829.0,0.0,2299.1875,46068.0,1626.0,38.0,62.503,,0.0,0.0,3617.1875,46068.0,2944.0,38.0,62.703,,0.0,1005.0,1005.0,21.2,5870284800.0,68480028672.0,4.355275620184046,327680.0,1753366528.0,18612.0,6847661.0,0.0,41181.1875,46068.0,40500.0,40.0,65.171,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
