trace_rowid,query>duration,retrieve>duration,embedding>duration,reranking>duration,llm>duration,llm_request>duration,llm_scheduler>duration,llm_generate>duration,trace@query@llm_token_count_completion,trace@query@llm_token_count_prompt,trace@query@llm_token_count_total,trace@retrieve@retrieve_num,trace@embedding@embedding_model_name,trace@embedding@embedding_vector,trace@reranking@rerank_model_name,trace@reranking@top_k,trace@llm_request@llm_model_name,trace@llm_request@parameters_best_of,trace@llm_request@parameters_max_tokens,trace@llm_request@parameters_n,trace@llm_request@parameters_temperature,trace@llm_request@parameters_top_p,log@rag@openai._base_client - [_base_client.py:1585] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG,log@rag@urllib3.connectionpool - [connectionpool.py:546] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO,log@rag@httpx - [_client.py:1786] - INFO,log@rag@openai._base_client - [_base_client.py:446] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO,log@rag@httpcore.http11 - [_trace.py:85] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG,log@rag@httpcore.connection - [_trace.py:85] - DEBUG,log@rag@urllib3.connectionpool - [connectionpool.py:291] - DEBUG,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO,log@vllm@vllm.engine.metrics - [metrics.py:295] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG,metric@qdrant@cpu_usage_percent,metric@qdrant@mem_rss,metric@qdrant@mem_vms,metric@qdrant@mem_memory_percent,metric@qdrant@disk_read_bytes,metric@qdrant@disk_write_bytes,metric@qdrant@disk_read_count,metric@qdrant@disk_write_count,metric@rag@cpu_usage_percent,metric@rag@mem_rss,metric@rag@mem_vms,metric@rag@mem_memory_percent,metric@rag@disk_read_bytes,metric@rag@disk_write_bytes,metric@rag@disk_read_count,metric@rag@disk_write_count,metric@rag@gpu_3_gpu_utilization_percent,metric@rag@gpu_3_gpu_memory_used_MB,metric@rag@gpu_3_gpu_memory_total_MB,metric@rag@gpu_3_gpu_memory_process_used_MB,metric@rag@gpu_3_gpu_temperature_C,metric@rag@gpu_3_gpu_power_W,metric@rag@gpu_3_gpu_sm_activity_percent,metric@rag@gpu_3_gpu_graph_clock,metric@rag@gpu_4_gpu_utilization_percent,metric@rag@gpu_4_gpu_memory_used_MB,metric@rag@gpu_4_gpu_memory_total_MB,metric@rag@gpu_4_gpu_memory_process_used_MB,metric@rag@gpu_4_gpu_temperature_C,metric@rag@gpu_4_gpu_power_W,metric@rag@gpu_4_gpu_sm_activity_percent,metric@rag@gpu_4_gpu_graph_clock,metric@vllm@cpu_usage_percent,metric@vllm@mem_rss,metric@vllm@mem_vms,metric@vllm@mem_memory_percent,metric@vllm@disk_read_bytes,metric@vllm@disk_write_bytes,metric@vllm@disk_read_count,metric@vllm@disk_write_count,metric@vllm@gpu_5_gpu_utilization_percent,metric@vllm@gpu_5_gpu_memory_used_MB,metric@vllm@gpu_5_gpu_memory_total_MB,metric@vllm@gpu_5_gpu_memory_process_used_MB,metric@vllm@gpu_5_gpu_temperature_C,metric@vllm@gpu_5_gpu_power_W,metric@vllm@gpu_5_gpu_sm_activity_percent,metric@vllm@gpu_5_gpu_graph_clock,quality@record@quality_kb,quality@record@quality_prompt,quality@answer_correctness,trace@query@input_value_sum,trace@query@output_value_sum,trace@retrieve@documents_contents_sum,trace@retrieve@documents_scores_top3mean,trace@reranking@output_documents_contents_sum,trace@reranking@output_documents_scores_top3mean
5809,9.336314916610718,0.078881025314331,0.04982590675354,0.2906141281127929,0.9307260513305664,0.8449208736419678,0.0190908908843994,0.480302095413208,12.0,2320.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,4,0,2,1,4,20,1,1,8,0,1,1,1,1,1,0.0,12114755584.0,134785622016.0,13.0,76122616832.0,14626628608.0,719371.0,305651.0,11.0,1811775488.0,47465271296.0,1.3441904714324275,0.0,3108864.0,20289.0,2827.0,0.0,2299.1875,46068.0,1626.0,41.0,78.733,0.0,1005,0.0,3617.1875,46068.0,2944.0,39.0,77.719,0.0,1005,19.8,5957890048.0,69082042368.0,4.420271212082811,0.0,356765696.0,13469.0,1374912.0,0.0,41613.1875,46068.0,40932.0,45.0,82.993,0.0,1005,0,0,0.4936862178478973,6,8,5355,0.6911535766666667,1027,0.9953462481498718
5810,10.127576112747192,0.0761189460754394,0.048785924911499,0.2905199527740478,1.7148551940917969,1.6247849464416504,0.0228404998779296,1.0430665016174316,25.0,3781.0,3806.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,4,0,2,1,4,20,1,1,8,0,1,1,1,1,1,0.0,12153088000.0,134785622016.0,13.05,76122616832.0,14637716480.0,719371.0,305895.0,3.0,1812299776.0,47465271296.0,1.3445794506070294,0.0,3213312.0,20299.5,2908.5,1.0,2299.1875,46068.0,1626.0,41.0,79.6935,1.0,1005,0.0,3617.1875,46068.0,2944.0,39.0,77.75200000000001,0.0,1005,16.0,5957890048.0,69082042368.0,4.420271212082811,0.0,360171520.0,13482.5,1388296.0,0.0,41613.1875,46068.0,40932.0,44.5,82.8965,0.0,1005,0,0,0.2141086228215638,12,18,6673,0.7865639166666667,2074,0.9999275207519532
5812,10.499889850616457,0.0705940723419189,0.0480070114135742,0.276789903640747,2.1204841136932373,2.0698070526123047,0.0165493488311767,1.523090362548828,36.0,3710.0,3746.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,4,0,2,1,4,20,1,1,8,0,1,1,1,1,1,0.0,12110301184.0,134785622016.0,13.0,76122616832.0,14659671040.0,719371.0,306341.0,4.9,1810292736.0,47465271296.0,1.343090389704256,0.0,3497984.0,20327.0,3136.0,0.0,2299.1875,46068.0,1626.0,41.0,80.1695,0.0,1005,0.0,3617.1875,46068.0,2944.0,39.5,95.9145,0.0,1005,17.3,5957890048.0,69082042368.0,4.420271212082811,0.0,373909504.0,13553.0,1442065.0,50.0,41613.1875,46068.0,40932.0,49.0,127.685,50.0,1005,0,0,0.1107492925712544,12,26,6896,0.7809319,2027,0.9998102188110352
5813,9.261969089508057,0.0786850452423095,0.0486021041870117,0.296839952468872,0.8418331146240234,0.7478549480438232,0.0202913284301757,0.2691102027893066,7.0,3185.0,3192.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,4,0,2,1,4,20,1,1,8,0,1,1,1,1,1,0.0,12101953536.0,134785622016.0,13.0,76122616832.0,14675661824.0,719371.0,306634.5,5.8,1810292736.0,47465271296.0,1.343090389704256,0.0,3622912.0,20340.0,3243.0,0.0,2299.1875,46068.0,1626.0,41.0,80.039,0.0,1005,0.0,3617.1875,46068.0,2944.0,39.5,95.1065,0.0,1005,6.5,5957890048.0,69082042368.0,4.420271212082811,0.0,379963392.0,13577.0,1465820.5,50.0,41613.1875,46068.0,40932.0,49.0,124.5405,50.0,1005,0,0,0.4553418012614796,9,3,6553,0.5887361866666666,1662,0.6682607141944269
5814,9.486952781677246,0.079287052154541,0.0491499900817871,0.3003280162811279,1.0608680248260498,0.9697837829589844,0.0214090347290039,0.4407923221588135,11.0,3525.0,3536.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,4,0,2,1,4,20,1,1,8,0,1,1,1,1,1,0.0,12093804544.0,134785622016.0,13.0,76122616832.0,14685541376.0,719371.0,306845.5,6.199999999999999,1810292736.0,47465271296.0,1.343090389704256,0.0,3760128.0,20354.0,3358.0,0.0,2299.1875,46068.0,1626.0,41.0,78.9045,0.0,1005,0.0,3617.1875,46068.0,2944.0,39.5,87.9805,0.0,1005,11.5,5957890048.0,69082042368.0,4.420271212082811,0.0,384376832.0,13593.0,1483059.0,0.0,41613.1875,46068.0,40932.0,45.5,92.648,0.0,1005,0,0,0.3749999999999999,5,8,6740,0.6939632833333333,1986,0.95306134223938
5816,12.06657600402832,0.0763599872589111,0.0474500656127929,0.2913711071014404,3.667763948440552,3.5680718421936035,0.0199179649353027,3.113023042678833,45.0,2886.0,2931.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,4,0,2,1,4,20,1,1,8,0,1,1,1,2,1,0.0,12147113984.0,134785622016.0,13.05,76122616832.0,14709900288.0,719371.0,307283.5,5.4,1811341312.0,47465271296.0,1.34386834805346,0.0,3985408.0,20377.0,3561.0,0.0,2299.1875,46068.0,1626.0,41.0,78.763,0.0,1005,0.0,3617.1875,46068.0,2944.0,39.5,77.69399999999999,0.0,1005,33.4,5957890048.0,69082042368.0,4.420271212082811,0.0,401481728.0,13665.0,1550275.5,17.5,41613.1875,46068.0,40932.0,46.5,116.361,17.5,1005,0,0,0.0,11,32,5408,0.74782611,1399,0.9540658990542094
5818,10.578577995300291,0.0771019458770752,0.048764944076538,0.2952029705047607,2.163896083831787,2.064904928207397,0.0217971801757812,1.5364303588867188,21.0,3370.0,3391.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,4,0,2,1,4,20,1,1,8,0,1,1,1,1,1,0.0,12134117376.0,134785622016.0,13.1,76122616832.0,14740075520.0,719371.0,307807.5,5.5,1811865600.0,47465271296.0,1.344257327228062,0.0,4220928.0,20402.0,3773.0,0.0,2299.1875,46068.0,1626.0,41.0,78.8825,0.0,1005,0.0,3617.1875,46068.0,2944.0,40.0,89.8565,0.0,1005,17.6,5957890048.0,69082042368.0,4.420271212082811,0.0,414414848.0,13717.0,1601033.5,16.5,41613.1875,46068.0,40932.0,47.0,143.8945,16.5,1005,0,0,0.2414472163417522,12,14,4791,0.7526879133333333,1398,0.9997013012568156
5820,9.938963890075684,0.0812189579010009,0.0493159294128418,0.2950100898742676,1.522428035736084,1.4700801372528076,0.0110640525817871,0.9333393573760986,13.0,3465.0,3478.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,4,0,2,1,4,20,1,1,8,0,1,1,1,1,1,0.0,12107546624.0,134785622016.0,13.0,76122616832.0,14763088896.0,719371.0,308281.0,5.9,1811865600.0,47465271296.0,1.344257327228062,0.0,4456448.0,20428.0,3994.0,0.0,2299.1875,46068.0,1626.0,41.0,78.917,0.0,1005,0.0,3617.1875,46068.0,2944.0,40.0,77.88,0.0,1005,16.6,5957890048.0,69082042368.0,4.420271212082811,0.0,423933952.0,13754.0,1638343.0,0.0,41613.1875,46068.0,40932.0,45.5,92.1865,0.0,1005,0,0,0.2392766952966368,7,8,7176,0.7718891399999999,1896,0.9889163176218668
5821,11.001789093017578,0.0808501243591308,0.0503969192504882,0.2928900718688965,2.5887789726257324,2.492788076400757,0.0221273899078369,1.94072699546814,26.0,3552.0,3578.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,4,0,2,1,4,20,1,1,8,0,1,1,1,1,1,0.0,12110845952.0,134785622016.0,13.0,76122616832.0,14773464064.0,719371.0,308469.5,5.6,1811865600.0,47465271296.0,1.344257327228062,0.0,4587520.0,20441.0,4099.0,0.0,2299.1875,46068.0,1626.0,41.0,78.7885,0.0,1005,0.0,3617.1875,46068.0,2944.0,40.0,77.95400000000001,0.0,1005,27.75,5958414336.0,69082042368.0,4.420660191257413,0.0,430903296.0,13782.0,1665666.5,0.0,41613.1875,46068.0,40932.0,46.0,100.586,0.0,1005,0,0,0.3239145443804299,10,17,6043,0.7009181566666668,2085,0.7235684593518575
5822,11.641833066940308,0.0806248188018798,0.0497338771820068,0.2939620018005371,3.226763963699341,3.129816055297852,0.0225527286529541,2.5781490802764893,35.0,3561.0,3596.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,4,0,2,1,4,20,1,1,8,0,1,1,1,1,1,0.0,12171560960.0,134785622016.0,13.1,76122616832.0,14787032064.0,719371.0,308723.0,5.9,1811865600.0,47465271296.0,1.344257327228062,0.0,4722688.0,20453.0,4197.0,0.0,2299.1875,46068.0,1626.0,41.0,78.8595,0.0,1005,0.0,3617.1875,46068.0,2944.0,39.5,77.79849999999999,0.0,1005,28.8,5958414336.0,69082042368.0,4.420660191257413,0.0,438554624.0,13814.0,1695708.5,22.0,41613.1875,46068.0,40932.0,46.5,113.347,22.0,1005,0,0,0.1940529351846779,5,21,6498,0.5262027366666667,1978,0.9580722451210022
5823,10.152014017105104,0.0822031497955322,0.0502290725708007,0.2951560020446777,1.7297420501708984,1.6255860328674316,0.0227789878845214,1.0111074447631836,14.0,3879.0,3893.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,4,0,2,1,4,20,1,1,8,0,1,1,1,1,1,0.0,12118026240.0,134785622016.0,13.05,76122616832.0,14805050368.0,719371.0,309045.0,5.9,1811865600.0,47465271296.0,1.344257327228062,0.0,4866048.0,20466.0,4303.0,0.0,2299.1875,46068.0,1626.0,41.0,80.3435,0.0,1005,0.0,3617.1875,46068.0,2944.0,39.5,80.57249999999999,0.0,1005,15.1,5958414336.0,69082042368.0,4.420660191257413,0.0,443480064.0,13833.0,1714973.5,17.0,41613.1875,46068.0,40932.0,47.0,145.6695,17.0,1005,0,0,0.2222222222222222,10,10,6906,0.8027634166666666,2204,0.994085431098938
5824,9.62576699256897,0.0834078788757324,0.0505640506744384,0.2936549186706543,1.2008581161499023,1.1043460369110107,0.0235466957092285,0.4885697364807129,7.0,3867.0,3874.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,4,0,2,1,4,20,1,1,8,0,1,1,1,1,1,0.0,12100284416.0,134785622016.0,13.0,76122616832.0,14816769024.0,719371.0,309318.5,5.9,1810051072.0,47465271296.0,1.3429110946159628,0.0,5003264.0,20480.0,4418.0,0.0,2299.1875,46068.0,1626.0,41.0,78.733,0.0,1005,0.0,3617.1875,46068.0,2944.0,40.0,88.83500000000001,0.0,1005,13.3,5958414336.0,69082042368.0,4.420660191257413,0.0,446806016.0,13844.0,1727900.0,0.0,41613.1875,46068.0,40932.0,45.5,92.593,0.0,1005,0,0,1.0,9,2,6631,0.6174329833333334,2123,0.3410215321928262
