trace_rowid,query>duration,retrieve>duration,embedding>duration,reranking>duration,llm>duration,llm_request>duration,llm_scheduler>duration,llm_generate>duration,trace@query@llm_token_count_completion,trace@query@llm_token_count_prompt,trace@query@llm_token_count_total,trace@retrieve@retrieve_num,trace@embedding@embedding_model_name,trace@embedding@embedding_vector,trace@reranking@rerank_model_name,trace@reranking@top_k,trace@llm_request@llm_model_name,trace@llm_request@parameters_best_of,trace@llm_request@parameters_max_tokens,trace@llm_request@parameters_n,trace@llm_request@parameters_temperature,trace@llm_request@parameters_top_p,log@rag@urllib3.connectionpool - [connectionpool.py:291] - DEBUG,log@rag@openai._base_client - [_base_client.py:1585] - DEBUG,log@rag@httpcore.connection - [_trace.py:85] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:158] - INFO,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG,log@rag@openai._base_client - [_base_client.py:446] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG,log@rag@httpcore.http11 - [_trace.py:85] - DEBUG,log@rag@urllib3.connectionpool - [connectionpool.py:546] - DEBUG,log@rag@httpx - [_client.py:1786] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO,log@vllm@vllm.engine.metrics - [metrics.py:295] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG,metric@qdrant@cpu_usage_percent,metric@qdrant@mem_rss,metric@qdrant@mem_vms,metric@qdrant@mem_memory_percent,metric@qdrant@disk_read_bytes,metric@qdrant@disk_write_bytes,metric@qdrant@disk_read_count,metric@qdrant@disk_write_count,metric@rag@cpu_usage_percent,metric@rag@mem_rss,metric@rag@mem_vms,metric@rag@mem_memory_percent,metric@rag@disk_read_bytes,metric@rag@disk_write_bytes,metric@rag@disk_read_count,metric@rag@disk_write_count,metric@rag@gpu_3_gpu_utilization_percent,metric@rag@gpu_3_gpu_memory_used_MB,metric@rag@gpu_3_gpu_memory_total_MB,metric@rag@gpu_3_gpu_memory_process_used_MB,metric@rag@gpu_3_gpu_temperature_C,metric@rag@gpu_3_gpu_power_W,metric@rag@gpu_3_gpu_fan_speed_percent,metric@rag@gpu_3_gpu_sm_activity_percent,metric@rag@gpu_4_gpu_utilization_percent,metric@rag@gpu_4_gpu_memory_used_MB,metric@rag@gpu_4_gpu_memory_total_MB,metric@rag@gpu_4_gpu_memory_process_used_MB,metric@rag@gpu_4_gpu_temperature_C,metric@rag@gpu_4_gpu_power_W,metric@rag@gpu_4_gpu_fan_speed_percent,metric@rag@gpu_4_gpu_sm_activity_percent,metric@rag@gpu_3_gpu_graph_clock,metric@rag@gpu_4_gpu_graph_clock,metric@vllm@cpu_usage_percent,metric@vllm@mem_rss,metric@vllm@mem_vms,metric@vllm@mem_memory_percent,metric@vllm@disk_read_bytes,metric@vllm@disk_write_bytes,metric@vllm@disk_read_count,metric@vllm@disk_write_count,metric@vllm@gpu_5_gpu_utilization_percent,metric@vllm@gpu_5_gpu_memory_used_MB,metric@vllm@gpu_5_gpu_memory_total_MB,metric@vllm@gpu_5_gpu_memory_process_used_MB,metric@vllm@gpu_5_gpu_temperature_C,metric@vllm@gpu_5_gpu_power_W,metric@vllm@gpu_5_gpu_fan_speed_percent,metric@vllm@gpu_5_gpu_sm_activity_percent,metric@vllm@gpu_5_gpu_graph_clock,quality@record@quality_kb,quality@record@quality_prompt,quality@answer_correctness,trace@query@input_value_sum,trace@query@output_value_sum,trace@retrieve@documents_contents_sum,trace@retrieve@documents_scores_top3mean,trace@reranking@output_documents_contents_sum,trace@reranking@output_documents_scores_top3mean
1059,10.50852394104004,1.080713987350464,0.0507380962371826,0.3830139636993408,1.0012829303741455,0.90321683883667,0.0198876857757568,0.3513345718383789,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,8,1,4,1,1,0,1,1,20,4,2,1,1,1,1,1,0.0,29867423744.0,134785609728.0,28.3,2179693793280.0,3716018170880.0,41702077.0,151914330.0,6.3,1812062208.0,47465279488.0,1.344403316983747,0.0,1636352.0,20166.0,1788.0,0.0,2299.1875,46068.0,1626.0,38.0,63.097,,0.0,4.5,3617.1875,46068.0,2944.0,38.0,77.191,,4.5,1005.0,1005.0,10.4,5871333376.0,68480028672.0,4.356053578604175,327680.0,1800427520.0,18758.5,7031586.5,0.0,41181.1875,46068.0,40500.0,41.0,68.064,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
1060,10.490242004394531,1.074441909790039,0.048008918762207,0.3827049732208252,0.9904868602752686,0.8972818851470947,0.0203933715820312,0.3528409004211426,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,8,1,4,1,1,0,1,1,20,4,2,1,1,1,1,1,0.0,29887612928.0,134785609728.0,28.4,2179693793280.0,3716023176192.0,41702077.0,151914620.0,6.1000000000000005,1812586496.0,47465279488.0,1.344792296193811,0.0,1740800.0,20178.0,1896.0,0.0,2299.1875,46068.0,1626.0,38.0,63.2405,,0.0,50.0,3617.1875,46068.0,2944.0,38.5,78.116,,50.0,1005.0,1005.0,10.3,5871333376.0,68480028672.0,4.356053578604175,327680.0,1802416128.0,18765.5,7039387.5,0.0,41181.1875,46068.0,40500.0,40.0,64.838,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
1061,10.479144096374512,1.0770621299743652,0.0499601364135742,0.3787760734558105,0.986854076385498,0.8934230804443359,0.0205805301666259,0.3476142883300781,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,8,1,4,1,1,0,1,1,20,4,2,1,1,1,1,1,0.0,29869484032.0,134785609728.0,28.35,2179693793280.0,3716030204928.0,41702077.0,151915193.5,5.2,1812586496.0,47465279488.0,1.344792296193811,0.0,1828864.0,20188.5,1988.5,0.0,2299.1875,46068.0,1626.0,38.0,62.6305,,0.0,0.0,3617.1875,46068.0,2944.0,38.5,70.8315,,0.0,1005.0,1005.0,11.2,5871333376.0,68480028672.0,4.356053578604175,327680.0,1804470272.0,18771.5,7047376.0,0.0,41181.1875,46068.0,40500.0,39.5,64.838,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
1062,10.494002103805542,1.0764169692993164,0.047940969467163,0.3834309577941894,0.9921050071716307,0.8991389274597168,0.0201802253723144,0.353255033493042,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,8,1,4,1,1,0,1,1,20,4,2,1,1,1,1,1,0.0,29857140736.0,134785609728.0,28.3,2179693793280.0,3716034714624.0,41702077.0,151915428.5,5.1,1813110784.0,47465279488.0,1.3451812754038752,0.0,1931264.0,20200.5,2095.5,0.0,2299.1875,46068.0,1626.0,38.0,62.6395,,0.0,0.0,3617.1875,46068.0,2944.0,37.0,62.581500000000005,,0.0,1005.0,1005.0,11.1,5871333376.0,68480028672.0,4.356053578604175,327680.0,1806583808.0,18778.5,7055610.0,0.0,41181.1875,46068.0,40500.0,39.5,64.842,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
1063,10.487560987472534,1.076596975326538,0.0500521659851074,0.3836112022399902,0.9846229553222656,0.8920958042144775,0.0208384990692138,0.3445296287536621,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,8,1,4,1,1,0,1,1,20,4,2,1,1,1,1,1,0.0,29866231808.0,134785609728.0,28.3,2179693793280.0,3716039398400.0,41702077.0,151915679.5,6.1000000000000005,1813110784.0,47465279488.0,1.3451812754038752,0.0,2007040.0,20212.5,2201.0,0.0,2299.1875,46068.0,1626.0,38.0,63.1325,,0.0,0.0,3617.1875,46068.0,2944.0,37.0,62.596,,0.0,1005.0,1005.0,11.2,5871333376.0,68480028672.0,4.356053578604175,327680.0,1808693248.0,18785.5,7063840.0,0.0,41181.1875,46068.0,40500.0,40.0,64.78450000000001,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
1064,10.486706018447876,1.076843023300171,0.0495250225067138,0.3840911388397217,0.9811699390411376,0.8873710632324219,0.0206115245819091,0.3408834934234619,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,8,1,4,1,1,0,1,1,20,4,2,1,1,1,1,1,0.0,29867243520.0,134785609728.0,28.3,2179693793280.0,3716044106752.0,41702077.0,151915925.5,6.1000000000000005,1813110784.0,47465279488.0,1.3451812754038752,0.0,2111488.0,20224.5,2309.0,0.0,2299.1875,46068.0,1626.0,38.0,63.23,,0.0,0.0,3617.1875,46068.0,2944.0,37.0,62.56,,0.0,1005.0,1005.0,11.0,5871333376.0,68480028672.0,4.356053578604175,327680.0,1810806784.0,18792.5,7072070.0,0.0,41181.1875,46068.0,40500.0,40.0,64.936,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
1065,10.49769902229309,1.079430103302002,0.0509769916534423,0.3863019943237304,0.9856789112091064,0.8917031288146973,0.0205979347229003,0.3460044860839844,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,8,1,4,1,1,0,1,1,20,4,2,1,1,1,1,1,0.0,29803786240.0,134785609728.0,28.3,2179693793280.0,3716049146880.0,41702077.0,151916210.5,6.5,1813110784.0,47465279488.0,1.3451812754038752,0.0,2217984.0,20236.5,2417.0,0.0,2299.1875,46068.0,1626.0,38.0,62.883,,0.0,0.0,3617.1875,46068.0,2944.0,37.0,62.5565,,0.0,1005.0,1005.0,11.1,5871333376.0,68480028672.0,4.356053578604175,327680.0,1812918272.0,18799.5,7080304.0,0.0,41181.1875,46068.0,40500.0,40.0,64.86250000000001,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
1066,10.47529411315918,1.077915906906128,0.0487799644470214,0.3708810806274414,0.9879908561706544,0.8941829204559326,0.0202937126159667,0.3488061428070068,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,8,1,4,1,1,0,1,1,20,4,2,1,1,1,2,1,0.0,29802035200.0,134785609728.0,28.3,2179693793280.0,3716053793792.0,41702077.0,151916453.5,5.7,1813110784.0,47465279488.0,1.3451812754038752,0.0,2322432.0,20248.5,2525.0,1.5,2299.1875,46068.0,1626.0,38.0,63.0285,,1.5,0.0,3617.1875,46068.0,2944.0,37.0,62.5325,,0.0,1005.0,1005.0,11.2,5871333376.0,68480028672.0,4.356053578604175,327680.0,1815029760.0,18806.5,7088538.0,0.0,41181.1875,46068.0,40500.0,40.0,64.789,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
1067,10.491528034210203,1.0763909816741943,0.0495729446411132,0.384084939956665,0.9888558387756348,0.8951621055603027,0.0207757949829101,0.3489582538604736,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,8,1,4,1,1,0,1,1,20,4,2,1,1,1,1,1,0.0,29778019669.33333,134785609728.0,28.266666666666666,2179693793280.0,3716061617834.6665,41702077.0,151917036.66666666,4.133333333333333,1813110784.0,47465279488.0,1.3451812754038752,0.0,2443946.6666666665,20261.33333333333,2643.6666666666665,1.0,2299.1875,46068.0,1626.0,38.0,62.81666666666666,,1.0,0.0,3617.1875,46068.0,2944.0,37.0,62.475,,0.0,1005.0,1005.0,8.0,5871333376.0,68480028672.0,4.356053578604175,327680.0,1817563136.0,18814.666666666668,7098405.0,0.0,41181.1875,46068.0,40500.0,40.0,64.91199999999999,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
1068,10.488070964813232,1.0789949893951416,0.050117015838623,0.3832130432128906,0.98522686958313,0.8919038772583008,0.0204558372497558,0.3470408916473388,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,8,1,4,1,1,0,1,1,20,4,2,1,1,1,1,1,0.0,29809725440.0,134785609728.0,28.3,2179693793280.0,3716067406848.0,41702077.0,151917329.5,5.5,1813110784.0,47465279488.0,1.3451812754038752,0.0,2580480.0,20275.0,2771.0,0.0,2299.1875,46068.0,1626.0,38.0,62.48650000000001,,0.0,0.0,3617.1875,46068.0,2944.0,37.0,62.547,,0.0,1005.0,1005.0,11.1,5871333376.0,68480028672.0,4.356053578604175,327680.0,1820348416.0,18824.0,7109261.5,0.0,41181.1875,46068.0,40500.0,40.0,64.8315,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
1069,10.490024089813232,1.0765328407287598,0.0493769645690918,0.3840489387512207,0.9887349605560304,0.8941161632537842,0.02069091796875,0.3480393886566162,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,8,1,4,1,1,0,1,1,20,4,2,1,1,1,1,1,0.0,29816631296.0,134785609728.0,28.3,2179693793280.0,3716072123392.0,41702077.0,151917577.5,6.2,1813110784.0,47465279488.0,1.3451812754038752,0.0,2686976.0,20287.0,2879.0,0.0,2299.1875,46068.0,1626.0,38.0,62.458,,0.0,0.0,3617.1875,46068.0,2944.0,37.0,62.5565,,0.0,1005.0,1005.0,11.2,5871333376.0,68480028672.0,4.356053578604175,327680.0,1822459904.0,18831.0,7117495.5,0.0,41181.1875,46068.0,40500.0,40.0,64.904,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
