id,trace_rowid,span_id,parent_id,name,start_time,end_time,events,status_code,status_message,start_time_unix,end_time_unix,log@llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO,log@urllib3.connectionpool - [connectionpool.py:546] - DEBUG,log@httpcore.connection - [_trace.py:85] - DEBUG,log@httpx - [_client.py:1786] - INFO,log@openai._base_client - [_base_client.py:446] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO,log@openai._base_client - [_base_client.py:1585] - DEBUG,log@urllib3.connectionpool - [connectionpool.py:291] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG,log@httpcore.http11 - [_trace.py:85] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG,log@vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO,log@vllm.engine.metrics - [metrics.py:295] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG,log@vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG,log_entries,metric@cpu_usage,metric@gpu_graph_clock,duration
11,916,0f06c1a5f3fcd758,b4defaa9c86e4836,embedding,2024-11-04 16:26:47.557478,2024-11-04 16:26:47.605360,[],OK,,1730737607.557478,1730737607.60536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],11.6,1005,0.047882080078125
12,916,81d340027e178d55,8fddb798f141a6a4,reranking,2024-11-04 16:26:47.648780,2024-11-04 16:26:48.022694,[],OK,,1730737607.64878,1730737608.022694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],11.6,1005,0.3739140033721924
13,916,a4833b8c8b3acff1,8fddb798f141a6a4,llm,2024-11-04 16:26:48.029186,2024-11-04 16:26:52.441333,[],OK,,1730737608.029186,1730737612.441333,0,0,0,0,1,1,0,1,0,0,10,0,1,1,1,1,1,"['2024-11-04 16:26:48,031 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-04 16:26:48,032 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:26:48,032 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:26:48,032 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:26:48,033 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:26:48,033 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:26:52,438 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:26:52,439 - httpx - [_client.py:1786] - INFO', '2024-11-04 16:26:52,439 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:26:52,439 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:26:52,440 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:26:52,440 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:26:52,440 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-04 16:26:48,734 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-04 16:26:48,831 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-04 16:26:50,735 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-04 16:26:52,138 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-04 16:26:52,439 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,4.412147045135498
14,916,8868311e06b93fc6,a4833b8c8b3acff1,llm_request,2024-11-04 16:26:48.734347,2024-11-04 16:26:52.137620,[],OK,,1730737608.734347,1730737612.13762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0.0,0,3.403272867202759
15,916,43e8b8badb90863e,8868311e06b93fc6,llm_scheduler,2024-11-05 00:26:49.339232,2024-11-05 00:26:49.944117,[],OK,,1730737609.339232,1730737609.944117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],7.2,1005,0.6048851013183594
16,916,a1430c0a8e13419a,8868311e06b93fc6,llm_generate,2024-11-05 00:26:50.437508,2024-11-05 00:26:51.736167,[],OK,,1730737610.4375076,1730737611.736167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],7.2,1005,1.298659324645996
17,917,486189a247ab4558,,query,2024-11-04 16:26:52.452814,2024-11-04 16:26:57.843531,[],OK,,1730737612.452814,1730737617.843531,1,1,4,4,2,1,0,1,0,1,20,1,1,1,1,1,1,"['2024-11-04 16:26:52,486 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 16:26:52,490 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 16:26:52,492 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 16:26:52,492 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:26:52,492 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:26:52,493 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:26:52,493 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:26:52,493 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:26:52,495 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:26:52,495 - httpx - [_client.py:1786] - INFO', '2024-11-04 16:26:52,496 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:26:52,497 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:26:52,498 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:26:52,498 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:26:52,498 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 16:26:52,498 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 16:26:52,509 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 16:26:52,511 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-11-04 16:26:52,888 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 16:26:52,889 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-11-04 16:26:52,889 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-11-04 16:26:52,892 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-04 16:26:52,893 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:26:52,893 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:26:52,893 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:26:52,893 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:26:52,893 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:26:57,739 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:26:57,740 - httpx - [_client.py:1786] - INFO', '2024-11-04 16:26:57,740 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:26:57,833 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:26:57,834 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:26:57,834 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:26:57,834 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-04 16:26:57,842 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 16:26:57,843 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-11-04 16:26:53,235 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-04 16:26:53,237 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-04 16:26:55,933 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-04 16:26:57,433 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-04 16:26:57,833 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,5.390716791152954
18,917,cab131b64e363616,486189a247ab4558,retrieve,2024-11-04 16:26:52.453192,2024-11-04 16:26:52.504090,[],OK,,1730737612.453192,1730737612.50409,0,0,1,4,1,0,0,0,0,0,10,0,0,0,0,0,0,"['2024-11-04 16:26:52,486 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 16:26:52,490 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 16:26:52,492 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 16:26:52,492 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:26:52,492 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:26:52,493 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:26:52,493 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:26:52,493 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:26:52,495 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:26:52,495 - httpx - [_client.py:1786] - INFO', '2024-11-04 16:26:52,496 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:26:52,497 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:26:52,498 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:26:52,498 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:26:52,498 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 16:26:52,498 - httpcore.connection - [_trace.py:85] - DEBUG']",10.8,1005,0.050898075103759766
19,917,e064f19caa7287e1,cab131b64e363616,embedding,2024-11-04 16:26:52.453525,2024-11-04 16:26:52.481147,[],OK,,1730737612.453525,1730737612.481147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],10.8,1005,0.027621984481811523
20,917,bf6b2cd991c95042,486189a247ab4558,reranking,2024-11-04 16:26:52.514113,2024-11-04 16:26:52.884587,[],OK,,1730737612.514113,1730737612.884587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],10.8,1005,0.37047410011291504
