id,trace_rowid,span_id,parent_id,name,start_time,end_time,events,status_code,status_message,start_time_unix,end_time_unix,log@llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG,log@urllib3.connectionpool - [connectionpool.py:546] - DEBUG,log@openai._base_client - [_base_client.py:446] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG,log@openai._base_client - [_base_client.py:1585] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO,log@urllib3.connectionpool - [connectionpool.py:291] - DEBUG,log@httpcore.http11 - [_trace.py:85] - DEBUG,log@httpcore.connection - [_trace.py:85] - DEBUG,log@httpx - [_client.py:1786] - INFO,log@llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO,log@llmrca.create_vdb.pipeline.rag - [rag.py:158] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO,log@vllm.engine.metrics - [metrics.py:295] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG,log@vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG,log@vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO,log_entries,metric@cpu_usage,metric@gpu_graph_clock,duration
54,990,e2784425b88609cf,dd0cf99f2ab0ddc1,llm_request,2024-10-31 02:09:26.965719,2024-10-31 02:09:27.864824,[],OK,,1730340566.965719,1730340567.864824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0.0,0,0.8991050720214844
55,990,6158ae1c981cb452,e2784425b88609cf,llm_scheduler,2024-10-31 10:09:26.986199,2024-10-31 10:09:27.006680,[],OK,,1730340566.9861994,1730340567.0066795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],21.2,1005,0.02048015594482422
56,990,b9e927ed8224f4e8,e2784425b88609cf,llm_generate,2024-10-31 10:09:27.483637,2024-10-31 10:09:27.835633,[],OK,,1730340567.483637,1730340567.8356326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],21.2,1005,0.35199546813964844
57,991,08f328c4b7421122,,query,2024-10-31 02:09:31.917522,2024-10-31 02:09:38.363546,[],OK,,1730340571.917522,1730340578.363546,1,4,1,1,1,0,0,20,8,2,1,1,2,1,1,1,1,1,"['2024-10-31 02:09:31,944 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 02:09:31,949 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:09:31,950 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:09:31,951 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:31,951 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:31,951 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:31,952 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:31,952 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:31,954 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:31,954 - httpx - [_client.py:1786] - INFO', '2024-10-31 02:09:31,955 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:31,956 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:31,956 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:31,957 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:31,957 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:09:31,957 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:09:32,972 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 02:09:32,976 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-10-31 02:09:33,364 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 02:09:33,365 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-10-31 02:09:33,365 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-10-31 02:09:33,369 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-10-31 02:09:33,370 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:09:33,371 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:09:33,371 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:09:33,372 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:09:33,372 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:33,372 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:33,372 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:33,372 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:33,372 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:34,346 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:34,347 - httpx - [_client.py:1786] - INFO', '2024-10-31 02:09:34,347 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:34,348 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:34,348 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:34,348 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:34,349 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-10-31 02:09:34,357 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 02:09:34,358 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-10-31 02:09:36,360 - llmrca.create_vdb.pipeline.rag - [rag.py:158] - INFO', '2024-10-31 02:09:38,363 - llmrca.create_vdb.pipeline.rag - [rag.py:158] - INFO', '2024-10-31 02:09:33,432 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-10-31 02:09:33,435 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-10-31 02:09:33,968 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-10-31 02:09:34,324 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-10-31 02:09:34,347 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,6.446023941040039
58,991,2af89d5a80f54c0d,08f328c4b7421122,retrieve,2024-10-31 02:09:31.917933,2024-10-31 02:09:32.963414,[],OK,,1730340571.917933,1730340572.963414,0,1,0,0,0,0,0,10,4,1,0,0,0,0,0,0,0,0,"['2024-10-31 02:09:31,944 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 02:09:31,949 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:09:31,950 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:09:31,951 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:31,951 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:31,951 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:31,952 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:31,952 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:31,954 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:31,954 - httpx - [_client.py:1786] - INFO', '2024-10-31 02:09:31,955 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:31,956 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:31,956 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:31,957 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:31,957 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:09:31,957 - httpcore.connection - [_trace.py:85] - DEBUG']",10.6,1005,1.0454809665679932
59,991,1f122783c55e6320,2af89d5a80f54c0d,embedding,2024-10-31 02:09:31.918258,2024-10-31 02:09:31.940511,[],OK,,1730340571.918258,1730340571.940511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],10.6,1005,0.022253036499023438
60,991,5ab357bd4b6d7569,08f328c4b7421122,reranking,2024-10-31 02:09:32.980008,2024-10-31 02:09:33.359889,[],OK,,1730340572.980008,1730340573.359889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],10.6,1005,0.3798811435699463
61,991,ccb470604223a9b6,08f328c4b7421122,llm,2024-10-31 02:09:33.366055,2024-10-31 02:09:34.351043,[],OK,,1730340573.366055,1730340574.351043,0,0,1,0,1,0,0,10,4,1,0,0,0,1,1,1,1,1,"['2024-10-31 02:09:33,369 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-10-31 02:09:33,370 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:09:33,371 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:09:33,371 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:09:33,372 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:09:33,372 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:33,372 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:33,372 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:33,372 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:33,372 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:34,346 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:34,347 - httpx - [_client.py:1786] - INFO', '2024-10-31 02:09:34,347 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:34,348 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:34,348 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:34,348 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:34,349 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-10-31 02:09:33,432 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-10-31 02:09:33,435 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-10-31 02:09:33,968 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-10-31 02:09:34,324 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-10-31 02:09:34,347 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,0.9849879741668701
62,991,4cf40b3d11c20620,ccb470604223a9b6,llm_request,2024-10-31 02:09:33.432471,2024-10-31 02:09:34.323732,[],OK,,1730340573.432471,1730340574.323732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0.0,0,0.8912608623504639
63,991,211dc17fe9cc9e28,4cf40b3d11c20620,llm_scheduler,2024-10-31 10:09:33.453234,2024-10-31 10:09:33.473998,[],OK,,1730340573.4532342,1730340573.4739976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],20.8,1005,0.020763397216796875
64,991,28b2ad3e8cf77f48,4cf40b3d11c20620,llm_generate,2024-10-31 10:09:33.950040,2024-10-31 10:09:34.295250,[],OK,,1730340573.95004,1730340574.2952497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],20.8,1005,0.34520959854125977
65,992,fee7beb2b76da20e,,query,2024-10-31 02:09:38.375937,2024-10-31 02:09:44.835471,[],OK,,1730340578.375937,1730340584.835471,1,4,1,1,1,0,0,20,8,2,1,1,2,1,1,1,1,1,"['2024-10-31 02:09:38,413 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 02:09:38,417 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:09:38,419 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:09:38,419 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:38,419 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:38,420 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:38,420 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:38,420 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:38,422 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:38,423 - httpx - [_client.py:1786] - INFO', '2024-10-31 02:09:38,423 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:38,424 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:38,424 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:38,425 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:38,425 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:09:38,425 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:09:39,440 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 02:09:39,444 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-10-31 02:09:39,836 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 02:09:39,837 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-10-31 02:09:39,837 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-10-31 02:09:39,840 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-10-31 02:09:39,841 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:09:39,841 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:09:39,842 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:09:39,843 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:09:39,843 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:39,843 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:39,843 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:39,843 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:39,843 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:40,818 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:40,819 - httpx - [_client.py:1786] - INFO', '2024-10-31 02:09:40,820 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:40,820 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:40,820 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:40,821 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:40,821 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-10-31 02:09:40,829 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 02:09:40,830 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-10-31 02:09:42,832 - llmrca.create_vdb.pipeline.rag - [rag.py:158] - INFO', '2024-10-31 02:09:44,835 - llmrca.create_vdb.pipeline.rag - [rag.py:158] - INFO', '2024-10-31 02:09:39,687 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-10-31 02:09:39,904 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-10-31 02:09:39,906 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-10-31 02:09:40,797 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-10-31 02:09:40,819 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,6.459533929824829
66,992,2ec8f4f69ebc8e08,fee7beb2b76da20e,retrieve,2024-10-31 02:09:38.376238,2024-10-31 02:09:39.431722,[],OK,,1730340578.376238,1730340579.431722,0,1,0,0,0,0,0,10,4,1,0,0,0,0,0,0,0,0,"['2024-10-31 02:09:38,413 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 02:09:38,417 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:09:38,419 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:09:38,419 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:38,419 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:38,420 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:38,420 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:38,420 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:38,422 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:38,423 - httpx - [_client.py:1786] - INFO', '2024-10-31 02:09:38,423 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:38,424 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:38,424 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:38,425 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:38,425 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:09:38,425 - httpcore.connection - [_trace.py:85] - DEBUG']",11.6,1005,1.0554838180541992
67,992,7f2495c24203d0fd,2ec8f4f69ebc8e08,embedding,2024-10-31 02:09:38.376459,2024-10-31 02:09:38.406660,[],OK,,1730340578.376459,1730340578.40666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],11.6,1005,0.030201196670532227
68,992,1b19cf2db46e69b8,fee7beb2b76da20e,reranking,2024-10-31 02:09:39.449306,2024-10-31 02:09:39.831887,[],OK,,1730340579.449306,1730340579.831887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['2024-10-31 02:09:39,687 - vllm.engine.metrics - [metrics.py:295] - INFO']",11.6,1005,0.3825809955596924
69,992,a89fe0b94f28a48f,fee7beb2b76da20e,llm,2024-10-31 02:09:39.837901,2024-10-31 02:09:40.823486,[],OK,,1730340579.837901,1730340580.823486,0,0,1,0,1,0,0,10,4,1,0,0,0,1,0,1,1,1,"['2024-10-31 02:09:39,840 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-10-31 02:09:39,841 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:09:39,841 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:09:39,842 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:09:39,843 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:09:39,843 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:39,843 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:39,843 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:39,843 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:39,843 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:40,818 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:40,819 - httpx - [_client.py:1786] - INFO', '2024-10-31 02:09:40,820 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:40,820 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:40,820 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:40,821 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:40,821 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-10-31 02:09:39,904 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-10-31 02:09:39,906 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-10-31 02:09:40,797 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-10-31 02:09:40,819 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,0.9855849742889404
70,992,d39fc0fa965db589,a89fe0b94f28a48f,llm_request,2024-10-31 02:09:39.903977,2024-10-31 02:09:40.796455,[],OK,,1730340579.903977,1730340580.796455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0.0,0,0.8924779891967773
71,992,67b8be406ea8b027,d39fc0fa965db589,llm_scheduler,2024-10-31 10:09:39.924120,2024-10-31 10:09:39.944263,[],OK,,1730340579.9241197,1730340579.9442627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],21.2,1005,0.02014303207397461
72,992,ba919167e52a5b2f,d39fc0fa965db589,llm_generate,2024-10-31 10:09:40.420321,2024-10-31 10:09:40.767360,[],OK,,1730340580.420321,1730340580.76736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],21.2,1005,0.34703898429870605
73,993,bc519bda88bd6885,,query,2024-10-31 02:09:44.845299,2024-10-31 02:09:51.310220,[],OK,,1730340584.845299,1730340591.31022,1,4,1,1,1,0,0,20,8,2,1,1,2,1,1,1,1,1,"['2024-10-31 02:09:44,889 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 02:09:44,892 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:09:44,893 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:09:44,893 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:44,894 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:44,894 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:44,894 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:44,894 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:44,896 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:44,897 - httpx - [_client.py:1786] - INFO', '2024-10-31 02:09:44,897 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:44,898 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:44,898 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:44,898 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:44,898 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:09:44,898 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:09:45,912 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 02:09:45,916 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-10-31 02:09:46,307 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 02:09:46,308 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-10-31 02:09:46,308 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-10-31 02:09:46,311 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-10-31 02:09:46,312 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:09:46,312 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:09:46,312 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:09:46,313 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:09:46,313 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:46,313 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:46,313 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:46,314 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:46,314 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:47,292 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:47,293 - httpx - [_client.py:1786] - INFO', '2024-10-31 02:09:47,293 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:47,294 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:47,294 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:47,295 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:47,295 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-10-31 02:09:47,304 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 02:09:47,305 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-10-31 02:09:49,307 - llmrca.create_vdb.pipeline.rag - [rag.py:158] - INFO', '2024-10-31 02:09:51,309 - llmrca.create_vdb.pipeline.rag - [rag.py:158] - INFO', '2024-10-31 02:09:46,374 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-10-31 02:09:46,377 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-10-31 02:09:46,911 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-10-31 02:09:47,270 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-10-31 02:09:47,293 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,6.464920997619629
74,993,1781e3fe0760ba0c,bc519bda88bd6885,retrieve,2024-10-31 02:09:44.845680,2024-10-31 02:09:45.903118,[],OK,,1730340584.84568,1730340585.903118,0,1,0,0,0,0,0,10,4,1,0,0,0,0,0,0,0,0,"['2024-10-31 02:09:44,889 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 02:09:44,892 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:09:44,893 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:09:44,893 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:44,894 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:44,894 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:44,894 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:44,894 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:44,896 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:44,897 - httpx - [_client.py:1786] - INFO', '2024-10-31 02:09:44,897 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:44,898 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:44,898 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:44,898 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:09:44,898 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:09:44,898 - httpcore.connection - [_trace.py:85] - DEBUG']",11.8,1005,1.0574378967285156
75,993,fefe144ef22d5528,1781e3fe0760ba0c,embedding,2024-10-31 02:09:44.845991,2024-10-31 02:09:44.884677,[],OK,,1730340584.845991,1730340584.884677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],11.8,1005,0.03868603706359863
76,993,82020e9761b02c24,bc519bda88bd6885,reranking,2024-10-31 02:09:45.922694,2024-10-31 02:09:46.303025,[],OK,,1730340585.922694,1730340586.303025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],11.8,1005,0.38033103942871094
