trace_rowid,query>duration,retrieve>duration,embedding>duration,reranking>duration,llm>duration,llm_request>duration,llm_scheduler>duration,llm_generate>duration,trace@query@llm_token_count_completion,trace@query@llm_token_count_prompt,trace@query@llm_token_count_total,trace@retrieve@retrieve_num,trace@embedding@embedding_model_name,trace@embedding@embedding_vector,trace@reranking@rerank_model_name,trace@reranking@top_k,trace@llm_request@llm_model_name,trace@llm_request@parameters_best_of,trace@llm_request@parameters_max_tokens,trace@llm_request@parameters_n,trace@llm_request@parameters_temperature,trace@llm_request@parameters_top_p,log@rag@httpcore.http11 - [_trace.py:85] - DEBUG,log@rag@openai._base_client - [_base_client.py:1585] - DEBUG,log@rag@httpx - [_client.py:1786] - INFO,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO,log@rag@httpcore.connection - [_trace.py:85] - DEBUG,log@rag@openai._base_client - [_base_client.py:446] - DEBUG,log@rag@urllib3.connectionpool - [connectionpool.py:291] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG,log@rag@urllib3.connectionpool - [connectionpool.py:546] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:158] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG,log@vllm@vllm.engine.metrics - [metrics.py:295] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG,metric@qdrant@cpu_usage_percent,metric@qdrant@mem_rss,metric@qdrant@mem_vms,metric@qdrant@mem_memory_percent,metric@qdrant@disk_read_bytes,metric@qdrant@disk_write_bytes,metric@qdrant@disk_read_count,metric@qdrant@disk_write_count,metric@rag@cpu_usage_percent,metric@rag@mem_rss,metric@rag@mem_vms,metric@rag@mem_memory_percent,metric@rag@disk_read_bytes,metric@rag@disk_write_bytes,metric@rag@disk_read_count,metric@rag@disk_write_count,metric@rag@gpu_3_gpu_utilization_percent,metric@rag@gpu_3_gpu_memory_used_MB,metric@rag@gpu_3_gpu_memory_total_MB,metric@rag@gpu_3_gpu_memory_process_used_MB,metric@rag@gpu_3_gpu_temperature_C,metric@rag@gpu_3_gpu_power_W,metric@rag@gpu_3_gpu_sm_activity_percent,metric@rag@gpu_3_gpu_graph_clock,metric@rag@gpu_4_gpu_utilization_percent,metric@rag@gpu_4_gpu_memory_used_MB,metric@rag@gpu_4_gpu_memory_total_MB,metric@rag@gpu_4_gpu_memory_process_used_MB,metric@rag@gpu_4_gpu_temperature_C,metric@rag@gpu_4_gpu_power_W,metric@rag@gpu_4_gpu_sm_activity_percent,metric@rag@gpu_4_gpu_graph_clock,metric@vllm@cpu_usage_percent,metric@vllm@mem_rss,metric@vllm@mem_vms,metric@vllm@mem_memory_percent,metric@vllm@disk_read_bytes,metric@vllm@disk_write_bytes,metric@vllm@disk_read_count,metric@vllm@disk_write_count,metric@vllm@gpu_5_gpu_utilization_percent,metric@vllm@gpu_5_gpu_memory_used_MB,metric@vllm@gpu_5_gpu_memory_total_MB,metric@vllm@gpu_5_gpu_memory_process_used_MB,metric@vllm@gpu_5_gpu_temperature_C,metric@vllm@gpu_5_gpu_power_W,metric@vllm@gpu_5_gpu_sm_activity_percent,metric@vllm@gpu_5_gpu_graph_clock,quality@record@quality_kb,quality@record@quality_prompt,quality@answer_correctness,trace@query@input_value_sum,trace@query@output_value_sum,trace@retrieve@documents_contents_sum,trace@retrieve@documents_scores_top3mean,trace@reranking@output_documents_contents_sum,trace@reranking@output_documents_scores_top3mean
5282,10.279293060302734,0.0816380977630615,0.0511329174041748,0.2940418720245361,1.8521950244903564,1.744959831237793,0.0203452110290527,1.2316787242889404,17.0,3294.0,3311.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,8,1,0,1,4,1,1,4,1,1,1,1,1,0.0,11400032256.0,134785622016.0,12.5,76010451968.0,8338748416.0,715943.0,171481.5,6.0,1812365312.0,47465263104.0,1.344628073003855,0.0,2560000.0,20231.0,2449.0,0.0,2299.1875,46068.0,1626.0,40.0,78.93700000000001,0.0,1740.0,0.0,3617.1875,46068.0,2944.0,39.0,77.1495,0.0,1740.0,19.8,5980434432.0,68707737600.0,4.436997316590697,1048576.0,333254656.0,13409.0,1282149.0,0.0,41249.1875,46068.0,40568.0,44.0,82.9525,0.0,1740.0,0,0,0.3236067977499789,14,10,5542,0.6745795166666667,1734,0.6684332991329333
5283,9.340622901916504,0.044036865234375,0.0212190151214599,0.2781491279602051,0.9838199615478516,0.8795650005340576,0.0218300819396972,0.2645187377929687,4.0,3923.0,3927.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,8,1,0,1,4,1,1,4,1,1,1,1,1,0.0,11393835008.0,134785622016.0,12.5,76010451968.0,8342434816.0,715943.0,171627.0,9.4,1812365312.0,47465263104.0,1.344628073003855,0.0,2699264.0,20244.0,2555.0,0.0,2299.1875,46068.0,1626.0,40.0,78.441,0.0,1740.0,0.0,3617.1875,46068.0,2944.0,39.0,76.991,0.0,1740.0,20.8,5980958720.0,68942618624.0,4.437386295765299,1048576.0,335208448.0,13415.0,1289684.0,0.0,41465.1875,46068.0,40784.0,44.0,82.869,0.0,1740.0,0,0,1.0,10,2,6405,0.7918241466666668,2352,0.9968658487002054
5284,10.52842116355896,0.0789110660552978,0.0502040386199951,0.2974779605865478,2.1025760173797607,1.994147062301636,0.0210192203521728,1.3966145515441897,19.0,3780.0,3799.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,8,1,0,1,4,1,1,4,1,1,1,1,1,0.0,11314489344.0,134785622016.0,12.45,76010451968.0,8348238848.0,715943.0,171782.5,5.8,1812365312.0,47465263104.0,1.344628073003855,0.0,2840576.0,20256.0,2653.0,0.0,2299.1875,46068.0,1626.0,40.0,79.65899999999999,0.0,1740.0,0.0,3617.1875,46068.0,2944.0,39.5,105.922,0.0,1740.0,21.5,5980958720.0,68942618624.0,4.437386295765299,1048576.0,338284544.0,13427.0,1301686.5,50.0,41465.1875,46068.0,40784.0,47.0,144.3305,50.0,1695.0,0,0,0.175,9,13,6666,0.8015229,2318,0.9882291952768961
5285,10.40492582321167,0.0820629596710205,0.0524790287017822,0.2929470539093017,1.9930291175842283,1.8912739753723145,0.0200657844543457,1.3811073303222656,19.0,3225.0,3244.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,8,1,0,1,4,1,1,4,1,1,1,1,1,0.0,11265603584.0,134785622016.0,12.4,76010451968.0,8366029824.0,715943.0,172016.5,5.699999999999999,1812365312.0,47465263104.0,1.344628073003855,0.0,2965504.0,20269.0,2761.0,0.0,2299.1875,46068.0,1626.0,40.0,79.22900000000001,0.0,1740.0,0.0,3617.1875,46068.0,2944.0,39.5,108.082,0.0,1740.0,20.0,5980958720.0,68942618624.0,4.437386295765299,1048576.0,343844864.0,13449.0,1323490.5,50.0,41465.1875,46068.0,40784.0,46.0,126.6975,23.5,1732.5,0,0,0.1704545454545454,9,14,6256,0.82154527,1873,0.9796202381451925
5287,10.270720958709717,0.0793039798736572,0.0519411563873291,0.286639928817749,1.8680551052093504,1.7747960090637207,0.0204434394836425,1.3642492294311523,19.0,2601.0,2620.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,8,1,0,1,4,1,1,4,1,1,1,1,1,0.0,11254685696.0,134785622016.0,12.4,76010451968.0,8378053632.0,715943.0,172366.0,5.3,1812365312.0,47465263104.0,1.344628073003855,0.0,3194880.0,20293.0,2977.0,0.0,2299.1875,46068.0,1626.0,40.0,79.083,0.0,1740.0,8.5,3617.1875,46068.0,2944.0,42.0,101.231,50.0,1627.5,19.3,5980958720.0,68942618624.0,4.437386295765299,1048576.0,356927488.0,13502.0,1374942.0,0.0,41465.1875,46068.0,40784.0,44.5,82.9975,0.0,1740.0,0,0,0.296116135138184,4,11,5378,0.7668671433333333,1148,0.9943227370580038
5289,9.755854845046995,0.0776472091674804,0.05143404006958,0.2886910438537597,1.3472039699554443,1.2557458877563477,0.0200402736663818,0.8707656860351562,12.0,2320.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,8,1,0,1,4,1,1,4,1,1,1,1,1,0.0,11331088384.0,134785622016.0,12.5,76010451968.0,8408108032.0,715943.0,172768.0,5.199999999999999,1811283968.0,47465263104.0,1.343825803456238,0.0,3420160.0,20318.0,3193.0,0.0,2299.1875,46068.0,1626.0,40.0,80.328,0.0,1740.0,29.5,3617.1875,46068.0,2944.0,40.0,101.0285,29.5,1732.5,13.7,5980958720.0,68942618624.0,4.437386295765299,1048576.0,367364096.0,13543.0,1415867.5,0.5,41465.1875,46068.0,40784.0,47.5,83.25399999999999,0.5,1642.5,0,0,0.4936862178478973,6,8,5355,0.6911535766666667,1027,0.9953462481498718
5291,10.461234092712402,0.0772030353546142,0.0529768466949462,0.2842440605163574,2.069509983062744,1.969687938690185,0.020479679107666,1.465172529220581,20.0,3178.0,3198.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,8,1,0,1,4,1,1,4,1,2,1,1,1,0.0,11262046208.0,134785622016.0,12.4,76010451968.0,8437857280.0,715943.0,173288.0,5.5,1812332544.0,47465263104.0,1.3446037618054418,0.0,3663872.0,20343.0,3409.0,0.0,2299.1875,46068.0,1626.0,41.0,78.67949999999999,0.0,1740.0,9.0,3617.1875,46068.0,2944.0,40.0,98.5095,9.0,1732.5,21.1,5980958720.0,68942618624.0,4.437386295765299,1048576.0,379846656.0,13593.0,1464848.0,17.5,41465.1875,46068.0,40784.0,48.0,106.3345,17.5,1620.0,0,0,0.0,8,17,5548,0.6212946866666667,1606,0.7033717930316925
5292,11.725476026535034,0.0289368629455566,0.0145721435546875,0.2799739837646484,3.3871819972991943,3.2869248390197754,0.0224361419677734,2.7121777534484863,36.0,3710.0,3746.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,8,1,0,1,4,1,1,4,1,2,1,1,1,0.0,11236189525.333334,134785622016.0,12.4,76010451968.0,8445546154.666667,715943.0,173494.66666666666,3.266666666666667,1812332544.0,47465263104.0,1.3446037618054418,0.0,3792896.0,20356.33333333333,3521.6666666666665,0.0,2299.1875,46068.0,1626.0,41.0,82.43433333333333,0.0,1740.0,0.0,3617.1875,46068.0,2944.0,39.333333333333336,88.34966666666666,0.0,1740.0,23.633333333333336,5980958720.0,68942618624.0,4.437386295765299,1048576.0,388732245.3333333,13629.0,1499768.6666666667,33.333333333333336,41465.1875,46068.0,40784.0,47.66666666666666,104.195,33.333333333333336,1670.0,0,0,0.1107492925712544,12,26,6896,0.7809319,2027,0.9998102188110352
5293,9.49551010131836,0.080029010772705,0.0497500896453857,0.2969741821289062,1.0825819969177246,0.98176908493042,0.0201051235198974,0.4828059673309326,7.0,3185.0,3192.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,8,1,0,1,4,1,1,4,1,1,1,1,1,0.0,11236769792.0,134785622016.0,12.4,76010451968.0,8467452928.0,715943.0,173824.0,11.6,1812332544.0,47465263104.0,1.3446037618054418,0.0,3915776.0,20370.0,3635.0,0.0,2299.1875,46068.0,1626.0,41.0,78.84,0.0,1740.0,0.0,3617.1875,46068.0,2944.0,39.0,77.476,0.0,1740.0,23.0,5980958720.0,68942618624.0,4.437386295765299,1048576.0,394178560.0,13650.0,1521136.0,0.0,41465.1875,46068.0,40784.0,45.0,83.678,0.0,1740.0,0,0,0.4553418012614796,9,3,6553,0.5887361866666666,1662,0.6682607141944269
5294,9.839367866516112,0.0817968845367431,0.0499889850616455,0.2980930805206299,1.4221758842468262,1.3245248794555664,0.0214202404022216,0.7767517566680908,11.0,3525.0,3536.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,8,1,0,1,4,1,1,4,1,1,1,1,1,0.0,11238287360.0,134785622016.0,12.4,76010451968.0,8472927232.0,715943.0,173934.0,5.9,1812332544.0,47465263104.0,1.3446037618054418,0.0,4048896.0,20381.0,3733.0,0.0,2299.1875,46068.0,1626.0,41.0,80.07300000000001,0.0,1740.0,0.0,3617.1875,46068.0,2944.0,40.0,98.699,0.0,1732.5,14.5,5980958720.0,68942618624.0,4.437386295765299,1048576.0,396267520.0,13657.5,1529253.5,30.0,41465.1875,46068.0,40784.0,48.0,93.225,30.0,1620.0,0,0,0.3749999999999999,5,8,6740,0.6939632833333333,1986,0.9530613422393799
5296,12.731039047241213,0.0762889385223388,0.0494608879089355,0.2843019962310791,4.333776950836182,4.239017963409424,0.0215849876403808,3.778884649276733,50.0,2886.0,2936.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,8,1,0,1,4,1,1,4,1,2,1,1,1,0.0,11274575872.0,134785622016.0,12.4,76010451968.0,8491691008.0,715943.0,174340.5,5.4,1812332544.0,47465263104.0,1.3446037618054418,0.0,4274176.0,20407.0,3949.0,0.0,2299.1875,46068.0,1626.0,41.0,78.9345,0.0,1740.0,0.0,3617.1875,46068.0,2944.0,39.5,88.3955,0.0,1740.0,44.5,5980958720.0,68942618624.0,4.437386295765299,1048576.0,409384960.0,13710.5,1580770.5,18.0,41465.1875,46068.0,40784.0,46.5,114.584,18.0,1740.0,0,0,0.0,11,35,5408,0.74782611,1399,0.9540658990542094
5297,10.606518983840942,0.0764400959014892,0.0492169857025146,0.2832100391387939,2.2144930362701416,2.118027210235596,0.0210287570953369,1.6236343383789062,22.0,3096.0,3118.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,8,1,0,1,4,1,1,4,1,1,1,1,1,0.0,11259965440.0,134785622016.0,12.4,76010451968.0,8501711872.0,715943.0,174534.5,4.1,1812856832.0,47465263104.0,1.344992740980044,0.0,4370432.0,20418.5,4042.5,0.0,2299.1875,46068.0,1626.0,41.0,80.0215,0.0,1740.0,0.0,3617.1875,46068.0,2944.0,41.0,92.9235,0.0,1740.0,23.6,5980958720.0,68942618624.0,4.437386295765299,1048576.0,416172032.0,13738.0,1607519.5,0.0,41465.1875,46068.0,40784.0,45.5,83.8455,0.0,1740.0,0,0,0.1504221526495666,11,16,6023,0.8383160799999999,1480,0.999836266040802
