id,trace_rowid,span_id,parent_id,name,start_time,end_time,events,status_code,status_message,start_time_unix,end_time_unix,log@openai._base_client - [_base_client.py:1585] - DEBUG,log@httpcore.connection - [_trace.py:85] - DEBUG,log@httpx - [_client.py:1786] - INFO,log@httpcore.http11 - [_trace.py:85] - DEBUG,log@urllib3.connectionpool - [connectionpool.py:546] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG,log@urllib3.connectionpool - [connectionpool.py:291] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO,log@llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO,log@llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG,log@openai._base_client - [_base_client.py:446] - DEBUG,log@vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG,log@vllm.engine.metrics - [metrics.py:295] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG,log_entries,metric@cpu_usage,metric@gpu_graph_clock,duration
11,1923,c923c7035bbf72a7,96077519d4803271,embedding,2024-11-03 06:28:32.981335,2024-11-03 06:28:33.027891,[],OK,,1730615312.981335,1730615313.027891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],5.0,1005.0,0.04655599594116211
12,1923,d0dde6134ea631f6,bae7b057b980c538,reranking,2024-11-03 06:28:34.186825,2024-11-03 06:28:34.568409,[],OK,,1730615314.186825,1730615314.568409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],5.0,1005.0,0.38158392906188965
13,1923,f5f4b781519ebf75,bae7b057b980c538,llm,2024-11-03 06:28:34.573778,2024-11-03 06:28:41.594879,[],OK,,1730615314.573778,1730615321.594879,1,0,1,5,0,0,0,0,0,0,0,0,2,1,1,1,1,"['2024-11-03 06:28:41,589 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-03 06:28:41,590 - httpx - [_client.py:1786] - INFO', '2024-11-03 06:28:41,591 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-03 06:28:41,591 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-03 06:28:41,592 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-03 06:28:41,592 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-03 06:28:41,592 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-03 06:28:38,646 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-03 06:28:40,650 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-03 06:28:40,654 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-03 06:28:41,207 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-03 06:28:41,567 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-03 06:28:41,590 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0.0,7.021100997924805
14,1923,53b9a632f9675221,f5f4b781519ebf75,llm_request,2024-11-03 06:28:34.640667,2024-11-03 06:28:41.567068,[],OK,,1730615314.640667,1730615321.567068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0.0,0.0,6.926401138305664
15,1923,74ab7f3a372ccafa,53b9a632f9675221,llm_scheduler,2024-11-03 14:28:40.688305,2024-11-03 14:28:46.735942,[],OK,,1730615320.688305,1730615326.7359424,0,4,1,15,5,1,1,1,1,1,1,1,1,0,0,0,0,"['2024-11-03 06:28:41,597 - urllib3.connectionpool - [connectionpool.py:291] - DEBUG', '2024-11-03 06:28:41,601 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-03 06:28:41,602 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-11-03 06:28:41,607 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-03 06:28:41,613 - llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO', '2024-11-03 06:28:41,668 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-03 06:28:41,673 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-03 06:28:41,674 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-03 06:28:41,674 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-03 06:28:41,675 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-03 06:28:41,675 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-03 06:28:41,675 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-03 06:28:41,675 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-03 06:28:41,677 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-03 06:28:41,678 - httpx - [_client.py:1786] - INFO', '2024-11-03 06:28:41,678 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-03 06:28:41,679 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-03 06:28:41,680 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-03 06:28:41,680 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-03 06:28:41,680 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-03 06:28:41,680 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-03 06:28:42,691 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-03 06:28:42,692 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-11-03 06:28:43,071 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-03 06:28:43,071 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-11-03 06:28:43,072 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-11-03 06:28:43,074 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-03 06:28:43,075 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-03 06:28:43,076 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-03 06:28:43,076 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-03 06:28:43,076 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-03 06:28:43,076 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-03 06:28:45,138 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO']",21.4,1005.0,6.047637462615967
16,1923,db602db081a702e8,53b9a632f9675221,llm_generate,2024-11-03 14:28:41.189456,2024-11-03 14:28:41.537788,[],OK,,1730615321.1894555,1730615321.5377882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],21.4,1005.0,0.34833264350891113
17,1924,73478fa3dd85fc8d,,query,2024-11-03 06:28:41.614078,2024-11-03 06:28:50.100466,[],OK,,1730615321.614078,1730615330.100466,1,0,1,5,1,0,0,1,0,1,0,0,2,1,1,1,1,"['2024-11-03 06:28:50,092 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-03 06:28:50,092 - httpx - [_client.py:1786] - INFO', '2024-11-03 06:28:50,093 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-03 06:28:50,094 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-03 06:28:50,094 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-03 06:28:50,094 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-03 06:28:50,094 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-03 06:28:50,096 - urllib3.connectionpool - [connectionpool.py:291] - DEBUG', '2024-11-03 06:28:50,099 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-03 06:28:50,100 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-11-03 06:28:47,142 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-03 06:28:49,146 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-03 06:28:49,150 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-03 06:28:49,704 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-03 06:28:50,070 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-03 06:28:50,093 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0.0,8.486387968063354
18,1924,59c0827e2ff69a9d,73478fa3dd85fc8d,retrieve,2024-11-03 06:28:41.614837,2024-11-03 06:28:42.686148,[],OK,,1730615321.614837,1730615322.686148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],11.8,1005.0,1.0713109970092773
19,1924,7300987b1c829e7f,59c0827e2ff69a9d,embedding,2024-11-03 06:28:41.615629,2024-11-03 06:28:41.663837,[],OK,,1730615321.615629,1730615321.663837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],11.8,1005.0,0.048207998275756836
20,1924,4904291fce961a2e,73478fa3dd85fc8d,reranking,2024-11-03 06:28:42.694814,2024-11-03 06:28:43.066935,[],OK,,1730615322.694814,1730615323.066935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],11.8,1005.0,0.37212109565734863
21,1924,5de9a25e39f10f18,73478fa3dd85fc8d,llm,2024-11-03 06:28:43.072655,2024-11-03 06:28:50.095422,[],OK,,1730615323.072655,1730615330.095422,1,0,1,5,0,0,0,0,0,0,0,0,2,1,1,1,1,"['2024-11-03 06:28:50,092 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-03 06:28:50,092 - httpx - [_client.py:1786] - INFO', '2024-11-03 06:28:50,093 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-03 06:28:50,094 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-03 06:28:50,094 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-03 06:28:50,094 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-03 06:28:50,094 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-03 06:28:47,142 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-03 06:28:49,146 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-03 06:28:49,150 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-03 06:28:49,704 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-03 06:28:50,070 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-03 06:28:50,093 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0.0,7.022767066955566
22,1924,64348207341514cc,5de9a25e39f10f18,llm_request,2024-11-03 06:28:43.136378,2024-11-03 06:28:50.069806,[],OK,,1730615323.136378,1730615330.069806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0.0,0.0,6.933428049087524
