id,trace_rowid,span_id,parent_id,name,start_time,end_time,events,status_code,status_message,start_time_unix,end_time_unix,log@urllib3.connectionpool - [connectionpool.py:243] - DEBUG,log@httpx - [_config.py:82] - DEBUG,log@httpcore.http11 - [_trace.py:85] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO,log@llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG,log@urllib3.connectionpool - [connectionpool.py:546] - DEBUG,log@httpx - [_config.py:148] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG,log@openai._base_client - [_base_client.py:1585] - DEBUG,log@httpcore.connection - [_trace.py:85] - DEBUG,log@openai._base_client - [_base_client.py:446] - DEBUG,log@httpx - [_client.py:1786] - INFO,log@llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG,log@vllm.engine.metrics - [metrics.py:295] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG,log@vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO,log_entries,metric@cpu_usage,metric@gpu_graph_clock,duration
11,1976,e9ce5d47098bbc44,ea64dd1ed5794e80,embedding,2024-11-04 02:30:39.231600,2024-11-04 02:30:39.277040,[],OK,,1730687439.2316,1730687439.27704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],13.0,1005,0.045439958572387695
12,1976,087a3d2be1192bf8,60c5c62b1da5889f,reranking,2024-11-04 02:30:40.317602,2024-11-04 02:30:40.702645,[],OK,,1730687440.317602,1730687440.702645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],13.0,1005,0.3850431442260742
13,1976,ac81287540d6af67,60c5c62b1da5889f,llm,2024-11-04 02:30:40.709392,2024-11-04 02:30:42.923052,[],OK,,1730687440.709392,1730687442.923052,0,0,10,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,"['2024-11-04 02:30:40,711 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-04 02:30:40,715 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:40,715 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:40,715 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:40,715 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:40,715 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:42,917 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:42,918 - httpx - [_client.py:1786] - INFO', '2024-11-04 02:30:42,919 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:42,919 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:42,920 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:42,920 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:42,921 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-04 02:30:40,780 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-04 02:30:40,782 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-04 02:30:42,769 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-04 02:30:42,896 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-04 02:30:42,918 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,2.2136600017547607
14,1976,176ea1b164264cd5,ac81287540d6af67,llm_request,2024-11-04 02:30:40.780028,2024-11-04 02:30:42.896193,[],OK,,1730687440.780028,1730687442.896193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0.0,0,2.1161649227142334
15,1976,48e19dc83d3afe05,176ea1b164264cd5,llm_scheduler,2024-11-04 10:30:40.803454,2024-11-04 10:30:40.826879,[],OK,,1730687440.8034537,1730687440.826879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],71.9,1005,0.02342534065246582
16,1976,c0381a9109712ae4,176ea1b164264cd5,llm_generate,2024-11-04 10:30:41.528659,2024-11-04 10:30:42.870275,[],OK,,1730687441.528659,1730687442.8702753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],71.9,1005,1.341616153717041
17,1977,ac8a8ccdb36b1f5e,,query,2024-11-04 02:30:42.941776,2024-11-04 02:30:46.657666,[],OK,,1730687442.941776,1730687446.657666,0,0,20,0,1,4,0,1,1,4,1,2,1,1,1,0,1,1,1,"['2024-11-04 02:30:42,997 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 02:30:43,001 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 02:30:43,003 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 02:30:43,003 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:43,004 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:43,004 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:43,004 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:43,004 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:43,007 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:43,007 - httpx - [_client.py:1786] - INFO', '2024-11-04 02:30:43,008 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:43,010 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:43,010 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:43,010 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:43,011 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 02:30:43,011 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 02:30:44,031 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 02:30:44,035 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-11-04 02:30:44,436 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 02:30:44,436 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-11-04 02:30:44,437 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-11-04 02:30:44,441 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-04 02:30:44,442 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:44,442 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:44,442 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:44,442 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:44,442 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:46,645 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:46,646 - httpx - [_client.py:1786] - INFO', '2024-11-04 02:30:46,646 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:46,647 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:46,647 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:46,648 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:46,648 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-04 02:30:46,656 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 02:30:46,657 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-11-04 02:30:44,507 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-04 02:30:44,509 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-04 02:30:46,625 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-04 02:30:46,646 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,3.7158899307250977
18,1977,605d4c348a190702,ac8a8ccdb36b1f5e,retrieve,2024-11-04 02:30:42.942581,2024-11-04 02:30:44.019229,[],OK,,1730687442.942581,1730687444.019229,0,0,10,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,"['2024-11-04 02:30:42,997 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 02:30:43,001 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 02:30:43,003 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 02:30:43,003 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:43,004 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:43,004 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:43,004 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:43,004 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:43,007 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:43,007 - httpx - [_client.py:1786] - INFO', '2024-11-04 02:30:43,008 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:43,010 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:43,010 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:43,010 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:43,011 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 02:30:43,011 - httpcore.connection - [_trace.py:85] - DEBUG']",15.6,1005,1.0766479969024658
19,1977,8f22c82d134aa90c,605d4c348a190702,embedding,2024-11-04 02:30:42.943385,2024-11-04 02:30:42.992414,[],OK,,1730687442.943385,1730687442.992414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],15.6,1005,0.04902911186218262
20,1977,782d09bfc82b977d,ac8a8ccdb36b1f5e,reranking,2024-11-04 02:30:44.045072,2024-11-04 02:30:44.431979,[],OK,,1730687444.045072,1730687444.431979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],15.6,1005,0.38690686225891113
