id,trace_rowid,span_id,parent_id,name,start_time,end_time,events,status_code,status_message,start_time_unix,end_time_unix,log@llmrca.create_vdb.pipeline.rag - [rag.py:158] - INFO,log@llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG,log@httpx - [_client.py:1786] - INFO,log@urllib3.connectionpool - [connectionpool.py:546] - DEBUG,log@httpcore.connection - [_trace.py:85] - DEBUG,log@openai._base_client - [_base_client.py:1585] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO,log@openai._base_client - [_base_client.py:446] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO,log@llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG,log@httpcore.http11 - [_trace.py:85] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG,log@urllib3.connectionpool - [connectionpool.py:291] - DEBUG,log@vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG,log@vllm.engine.metrics - [metrics.py:295] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG,log_entries,metric@cpu_usage,metric@gpu_graph_clock,duration
106,5282,d798a64022707ec6,0a1ca4c44c0d96cb,retrieve,2024-11-06 15:12:35.711155,2024-11-06 15:12:35.792793,[],OK,,1730905955.711155,1730905955.792793,0,0,1,1,4,0,0,0,0,0,10,0,0,0,0,0,0,0,"['2024-11-06 15:12:35,770 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 15:12:35,776 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:12:35,777 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:12:35,778 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:35,778 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:35,778 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:35,779 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:35,779 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:35,782 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:35,782 - httpx - [_client.py:1786] - INFO', '2024-11-06 15:12:35,783 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:35,785 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:35,785 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:35,785 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:35,786 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:12:35,786 - httpcore.connection - [_trace.py:85] - DEBUG']",12.0,1740,0.08163809776306152
107,5282,b55acf81c440a3c2,d798a64022707ec6,embedding,2024-11-06 15:12:35.711945,2024-11-06 15:12:35.763078,[],OK,,1730905955.711945,1730905955.763078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],12.0,1740,0.051132917404174805
108,5282,6d4d580fa0a5252e,0a1ca4c44c0d96cb,reranking,2024-11-06 15:12:35.815417,2024-11-06 15:12:36.109459,[],OK,,1730905955.815417,1730905956.109459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],12.0,1740,0.29404187202453613
109,5282,5ace237dc7c594c2,0a1ca4c44c0d96cb,llm,2024-11-06 15:12:36.119224,2024-11-06 15:12:37.971419,[],OK,,1730905956.119224,1730905957.971419,0,0,1,0,4,1,0,1,0,0,10,0,0,1,1,1,1,1,"['2024-11-06 15:12:36,121 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-06 15:12:36,126 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:12:36,126 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:12:36,126 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:12:36,127 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:12:36,127 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:36,127 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:36,127 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:36,127 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:36,127 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:37,965 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:37,966 - httpx - [_client.py:1786] - INFO', '2024-11-06 15:12:37,967 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:37,967 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:37,968 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:37,968 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:37,969 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-06 15:12:36,198 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-06 15:12:36,200 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-06 15:12:36,703 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-06 15:12:37,944 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-06 15:12:37,966 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,1.8521950244903564
110,5282,2b8771dffccae6b8,5ace237dc7c594c2,llm_request,2024-11-06 15:12:36.198470,2024-11-06 15:12:37.943430,[],OK,,1730905956.19847,1730905957.94343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0.0,0,1.744959831237793
111,5282,0405066294d4f058,2b8771dffccae6b8,llm_scheduler,2024-11-06 23:12:36.218815,2024-11-06 23:12:36.239161,[],OK,,1730905956.218815,1730905956.2391603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],38.6,1740,0.020345211029052734
112,5282,cbd59a671b435dc6,2b8771dffccae6b8,llm_generate,2024-11-06 23:12:36.684750,2024-11-06 23:12:37.916428,[],OK,,1730905956.6847496,1730905957.9164283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],38.6,1740,1.2316787242889404
113,5283,b66b48bd361bbaf9,,query,2024-11-06 15:12:46.003313,2024-11-06 15:12:55.343936,[],OK,,1730905966.003313,1730905975.343936,4,1,2,4,8,1,1,1,0,1,20,1,0,1,1,1,1,1,"['2024-11-06 15:12:46,031 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 15:12:46,037 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:12:46,038 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:12:46,038 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:46,039 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:46,039 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:46,039 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:46,039 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:46,042 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:46,043 - httpx - [_client.py:1786] - INFO', '2024-11-06 15:12:46,043 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:46,044 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:46,044 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:46,045 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:46,045 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:12:46,045 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:12:46,052 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 15:12:46,053 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-11-06 15:12:46,342 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 15:12:46,342 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-11-06 15:12:46,343 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-11-06 15:12:46,346 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-06 15:12:46,347 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:12:46,347 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:12:46,347 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:12:46,348 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:12:46,348 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:46,348 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:46,348 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:46,349 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:46,349 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:47,323 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:47,323 - httpx - [_client.py:1786] - INFO', '2024-11-06 15:12:47,324 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:47,324 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:47,325 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:47,325 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:47,325 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-06 15:12:47,333 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 15:12:47,334 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-11-06 15:12:49,336 - llmrca.create_vdb.pipeline.rag - [rag.py:158] - INFO', '2024-11-06 15:12:51,338 - llmrca.create_vdb.pipeline.rag - [rag.py:158] - INFO', '2024-11-06 15:12:53,341 - llmrca.create_vdb.pipeline.rag - [rag.py:158] - INFO', '2024-11-06 15:12:55,343 - llmrca.create_vdb.pipeline.rag - [rag.py:158] - INFO', '2024-11-06 15:12:46,422 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-06 15:12:46,425 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-06 15:12:47,031 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-06 15:12:47,303 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-06 15:12:47,323 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,9.340622901916504
114,5283,2ae87e5eed041c37,b66b48bd361bbaf9,retrieve,2024-11-06 15:12:46.003710,2024-11-06 15:12:46.047747,[],OK,,1730905966.00371,1730905966.047747,0,0,1,1,4,0,0,0,0,0,10,0,0,0,0,0,0,0,"['2024-11-06 15:12:46,031 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 15:12:46,037 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:12:46,038 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:12:46,038 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:46,039 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:46,039 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:46,039 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:46,039 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:46,042 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:46,043 - httpx - [_client.py:1786] - INFO', '2024-11-06 15:12:46,043 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:46,044 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:46,044 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:46,045 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:46,045 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:12:46,045 - httpcore.connection - [_trace.py:85] - DEBUG']",9.4,1740,0.044036865234375
115,5283,16fdbcaaf1a37a1b,2ae87e5eed041c37,embedding,2024-11-06 15:12:46.004037,2024-11-06 15:12:46.025256,[],OK,,1730905966.004037,1730905966.025256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],9.4,1740,0.02121901512145996
116,5283,db8aea98a63fd6be,b66b48bd361bbaf9,reranking,2024-11-06 15:12:46.060843,2024-11-06 15:12:46.338992,[],OK,,1730905966.060843,1730905966.338992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],9.4,1740,0.2781491279602051
117,5283,ce1cfa6387c8e607,b66b48bd361bbaf9,llm,2024-11-06 15:12:46.343997,2024-11-06 15:12:47.327817,[],OK,,1730905966.343997,1730905967.327817,0,0,1,0,4,1,0,1,0,0,10,0,0,1,1,1,1,1,"['2024-11-06 15:12:46,346 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-06 15:12:46,347 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:12:46,347 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:12:46,347 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:12:46,348 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:12:46,348 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:46,348 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:46,348 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:46,349 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:46,349 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:47,323 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:47,323 - httpx - [_client.py:1786] - INFO', '2024-11-06 15:12:47,324 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:47,324 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:47,325 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:47,325 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:47,325 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-06 15:12:46,422 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-06 15:12:46,425 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-06 15:12:47,031 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-06 15:12:47,303 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-06 15:12:47,323 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,0.9838199615478516
118,5283,f3254f2d47595b01,ce1cfa6387c8e607,llm_request,2024-11-06 15:12:46.422843,2024-11-06 15:12:47.302408,[],OK,,1730905966.422843,1730905967.302408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0.0,0,0.8795650005340576
119,5283,f91b0fee5049702d,f3254f2d47595b01,llm_scheduler,2024-11-06 23:12:46.444673,2024-11-06 23:12:46.466503,[],OK,,1730905966.4446733,1730905966.4665034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],20.8,1740,0.021830081939697266
120,5283,11bf652085e4ceb7,f3254f2d47595b01,llm_generate,2024-11-06 23:12:47.013459,2024-11-06 23:12:47.277978,[],OK,,1730905967.0134592,1730905967.277978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],20.8,1740,0.26451873779296875
121,5284,d3171759098dac02,,query,2024-11-06 15:12:55.358440,2024-11-06 15:13:05.886861,[],OK,,1730905975.35844,1730905985.886861,4,1,2,4,8,1,1,1,0,1,20,1,0,1,1,1,1,1,"['2024-11-06 15:12:55,415 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 15:12:55,420 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:12:55,421 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:12:55,421 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:55,422 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:55,422 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:55,422 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:55,422 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:55,425 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:55,425 - httpx - [_client.py:1786] - INFO', '2024-11-06 15:12:55,425 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:55,428 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:55,428 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:55,428 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:55,429 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:12:55,429 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:12:55,448 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 15:12:55,452 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-11-06 15:12:55,765 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 15:12:55,765 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-11-06 15:12:55,766 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-11-06 15:12:55,770 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-06 15:12:55,773 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:12:55,773 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:12:55,773 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:12:55,774 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:12:55,774 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:55,775 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:55,775 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:55,775 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:55,775 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:57,865 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:57,866 - httpx - [_client.py:1786] - INFO', '2024-11-06 15:12:57,866 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:57,867 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:57,867 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:57,867 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:57,868 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-06 15:12:57,876 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 15:12:57,877 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-11-06 15:12:59,879 - llmrca.create_vdb.pipeline.rag - [rag.py:158] - INFO', '2024-11-06 15:13:01,881 - llmrca.create_vdb.pipeline.rag - [rag.py:158] - INFO', '2024-11-06 15:13:03,884 - llmrca.create_vdb.pipeline.rag - [rag.py:158] - INFO', '2024-11-06 15:13:05,886 - llmrca.create_vdb.pipeline.rag - [rag.py:158] - INFO', '2024-11-06 15:12:55,849 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-06 15:12:55,851 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-06 15:12:56,439 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-06 15:12:57,844 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-06 15:12:57,866 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,10.52842116355896
122,5284,f40d13c7b2a6651c,d3171759098dac02,retrieve,2024-11-06 15:12:55.359246,2024-11-06 15:12:55.438157,[],OK,,1730905975.359246,1730905975.438157,0,0,1,1,4,0,0,0,0,0,10,0,0,0,0,0,0,0,"['2024-11-06 15:12:55,415 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 15:12:55,420 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:12:55,421 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:12:55,421 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:55,422 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:55,422 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:55,422 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:55,422 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:55,425 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:55,425 - httpx - [_client.py:1786] - INFO', '2024-11-06 15:12:55,425 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:55,428 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:55,428 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:55,428 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:55,429 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:12:55,429 - httpcore.connection - [_trace.py:85] - DEBUG']",11.2,1740,0.07891106605529785
123,5284,eb86eac00d6d9605,f40d13c7b2a6651c,embedding,2024-11-06 15:12:55.360010,2024-11-06 15:12:55.410214,[],OK,,1730905975.36001,1730905975.410214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],11.2,1740,0.05020403861999512
124,5284,346dfb54835513f3,d3171759098dac02,reranking,2024-11-06 15:12:55.464489,2024-11-06 15:12:55.761967,[],OK,,1730905975.464489,1730905975.761967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],11.2,1740,0.29747796058654785
125,5284,3b92027588ca4b39,d3171759098dac02,llm,2024-11-06 15:12:55.767678,2024-11-06 15:12:57.870254,[],OK,,1730905975.767678,1730905977.870254,0,0,1,0,4,1,0,1,0,0,10,0,0,1,1,1,1,1,"['2024-11-06 15:12:55,770 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-06 15:12:55,773 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:12:55,773 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:12:55,773 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:12:55,774 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:12:55,774 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:55,775 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:55,775 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:55,775 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:55,775 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:57,865 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:57,866 - httpx - [_client.py:1786] - INFO', '2024-11-06 15:12:57,866 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:57,867 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:57,867 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:57,867 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:12:57,868 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-06 15:12:55,849 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-06 15:12:55,851 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-06 15:12:56,439 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-06 15:12:57,844 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-06 15:12:57,866 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,2.1025760173797607
126,5284,b5e2834d907d8532,3b92027588ca4b39,llm_request,2024-11-06 15:12:55.849258,2024-11-06 15:12:57.843405,[],OK,,1730905975.849258,1730905977.843405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0.0,0,1.9941470623016357
127,5284,f71bbef7c5f0fb26,b5e2834d907d8532,llm_scheduler,2024-11-06 23:12:55.870277,2024-11-06 23:12:55.891296,[],OK,,1730905975.8702772,1730905975.8912964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],15.6,1650,0.02101922035217285
128,5284,c5155d9b15229a9d,b5e2834d907d8532,llm_generate,2024-11-06 23:12:56.420861,2024-11-06 23:12:57.817476,[],OK,,1730905976.4208612,1730905977.8174758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],15.6,1650,1.3966145515441895
