id,trace_rowid,span_id,parent_id,name,start_time,end_time,events,status_code,status_message,start_time_unix,end_time_unix,log@urllib3.connectionpool - [connectionpool.py:546] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO,log@llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO,log@llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG,log@httpcore.connection - [_trace.py:85] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG,log@urllib3.connectionpool - [connectionpool.py:291] - DEBUG,log@openai._base_client - [_base_client.py:446] - DEBUG,log@openai._base_client - [_base_client.py:1585] - DEBUG,log@httpx - [_client.py:1786] - INFO,log@httpcore.http11 - [_trace.py:85] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG,log@vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG,log@vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG,log@vllm.engine.metrics - [metrics.py:295] - INFO,log_entries,metric@cpu_usage,metric@gpu_graph_clock,duration
11,1728,f547ca18b9934e5a,a572d69c8ecf8478,embedding,2024-11-02 00:00:09.473116,2024-11-02 00:00:09.519177,[],OK,,1730505609.473116,1730505609.519177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],12.0,1005.0,0.046061038970947266
12,1728,64cec3a4e66986f2,2b95f2e3eb93a045,reranking,2024-11-02 00:00:10.558805,2024-11-02 00:00:10.939143,[],OK,,1730505610.558805,1730505610.939143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],12.0,1005.0,0.3803379535675049
13,1728,68da9e7e02028933,2b95f2e3eb93a045,llm,2024-11-02 00:00:10.944657,2024-11-02 00:00:15.941864,[],OK,,1730505610.944657,1730505615.941864,0,0,0,0,0,0,0,0,1,1,5,0,2,1,1,1,1,"['2024-11-02 00:00:15,936 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:00:15,937 - httpx - [_client.py:1786] - INFO', '2024-11-02 00:00:15,938 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:00:15,938 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:00:15,939 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:00:15,939 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:00:15,940 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-02 00:00:13,012 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-02 00:00:15,015 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-02 00:00:15,016 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-02 00:00:15,019 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-02 00:00:15,914 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-02 00:00:15,937 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0.0,4.997206926345825
14,1728,6d0c62c3254bf7ae,68da9e7e02028933,llm_request,2024-11-02 00:00:11.009817,2024-11-02 00:00:15.913867,[],OK,,1730505611.009817,1730505615.913867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0.0,0.0,4.90405011177063
15,1728,06a665711328f4eb,6d0c62c3254bf7ae,llm_scheduler,2024-11-02 08:00:15.036155,2024-11-02 08:00:19.062494,[],OK,,1730505615.0361557,1730505619.0624938,5,1,1,1,4,1,1,1,0,1,15,1,0,0,0,0,0,"['2024-11-02 00:00:15,944 - urllib3.connectionpool - [connectionpool.py:291] - DEBUG', '2024-11-02 00:00:15,949 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-02 00:00:15,950 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-11-02 00:00:15,957 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-02 00:00:15,963 - llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO', '2024-11-02 00:00:16,019 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-02 00:00:16,024 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-02 00:00:16,025 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-02 00:00:16,025 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:00:16,026 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:00:16,026 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:00:16,026 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:00:16,027 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:00:16,030 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:00:16,030 - httpx - [_client.py:1786] - INFO', '2024-11-02 00:00:16,030 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:00:16,032 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:00:16,032 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:00:16,032 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:00:16,033 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-02 00:00:16,033 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-02 00:00:17,050 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-02 00:00:17,053 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-11-02 00:00:17,448 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-02 00:00:17,448 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-11-02 00:00:17,448 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-11-02 00:00:17,451 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-02 00:00:17,452 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:00:17,453 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:00:17,453 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:00:17,453 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:00:17,453 - httpcore.http11 - [_trace.py:85] - DEBUG']",19.8,1005.0,4.02633810043335
16,1728,1acc4dced14dfcdb,6d0c62c3254bf7ae,llm_generate,2024-11-02 08:00:15.532259,2024-11-02 08:00:15.884463,[],OK,,1730505615.5322592,1730505615.8844628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],19.8,1005.0,0.3522036075592041
17,1729,a00f06cae4d685c0,,query,2024-11-02 00:00:15.963441,2024-11-02 00:00:22.425638,[],OK,,1730505615.963441,1730505622.425638,1,0,1,0,0,0,0,0,1,1,5,0,2,1,1,1,1,"['2024-11-02 00:00:22,417 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:00:22,418 - httpx - [_client.py:1786] - INFO', '2024-11-02 00:00:22,418 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:00:22,419 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:00:22,419 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:00:22,419 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:00:22,419 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-02 00:00:22,425 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-02 00:00:22,425 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-11-02 00:00:19,477 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-02 00:00:21,480 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-02 00:00:21,483 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-02 00:00:22,030 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-02 00:00:22,395 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-02 00:00:22,418 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0.0,6.4621970653533936
18,1729,8300947318ddad11,a00f06cae4d685c0,retrieve,2024-11-02 00:00:15.964361,2024-11-02 00:00:17.040397,[],OK,,1730505615.964361,1730505617.040397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],10.2,1005.0,1.076035976409912
19,1729,d5fc1bc3e8318e28,8300947318ddad11,embedding,2024-11-02 00:00:15.965126,2024-11-02 00:00:16.013612,[],OK,,1730505615.965126,1730505616.013612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],10.2,1005.0,0.04848599433898926
20,1729,0281828726108860,a00f06cae4d685c0,reranking,2024-11-02 00:00:17.061203,2024-11-02 00:00:17.442693,[],OK,,1730505617.061203,1730505617.442693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],10.2,1005.0,0.38148999214172363
21,1729,4f3c847779c8df84,a00f06cae4d685c0,llm,2024-11-02 00:00:17.449444,2024-11-02 00:00:22.420753,[],OK,,1730505617.449444,1730505622.420753,0,0,0,0,0,0,0,0,1,1,5,0,2,1,1,1,1,"['2024-11-02 00:00:22,417 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:00:22,418 - httpx - [_client.py:1786] - INFO', '2024-11-02 00:00:22,418 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:00:22,419 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:00:22,419 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:00:22,419 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:00:22,419 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-02 00:00:19,477 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-02 00:00:21,480 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-02 00:00:21,483 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-02 00:00:22,030 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-02 00:00:22,395 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-02 00:00:22,418 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0.0,4.971308946609497
22,1729,40a978bfb8f8903b,4f3c847779c8df84,llm_request,2024-11-02 00:00:17.475596,2024-11-02 00:00:22.394823,[],OK,,1730505617.475596,1730505622.394823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0.0,0.0,4.919227123260498
