trace_rowid,query>duration,retrieve>duration,embedding>duration,reranking>duration,llm>duration,llm_request>duration,llm_scheduler>duration,llm_generate>duration,trace@query@llm_token_count_completion,trace@query@llm_token_count_prompt,trace@query@llm_token_count_total,trace@retrieve@retrieve_num,trace@embedding@embedding_model_name,trace@embedding@embedding_vector,trace@reranking@rerank_model_name,trace@reranking@top_k,trace@llm_request@llm_model_name,trace@llm_request@parameters_best_of,trace@llm_request@parameters_max_tokens,trace@llm_request@parameters_n,trace@llm_request@parameters_temperature,trace@llm_request@parameters_top_p,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG,log@rag@httpx - [_client.py:1786] - INFO,log@rag@urllib3.connectionpool - [connectionpool.py:291] - DEBUG,log@rag@openai._base_client - [_base_client.py:446] - DEBUG,log@rag@openai._base_client - [_base_client.py:1585] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO,log@rag@httpcore.connection - [_trace.py:85] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG,log@rag@httpcore.http11 - [_trace.py:85] - DEBUG,log@rag@urllib3.connectionpool - [connectionpool.py:546] - DEBUG,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO,log@vllm@vllm.engine.metrics - [metrics.py:295] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO,metric@qdrant@cpu_usage_percent,metric@qdrant@mem_rss,metric@qdrant@mem_vms,metric@qdrant@mem_memory_percent,metric@qdrant@disk_read_bytes,metric@qdrant@disk_write_bytes,metric@qdrant@disk_read_count,metric@qdrant@disk_write_count,metric@rag@cpu_usage_percent,metric@rag@mem_rss,metric@rag@mem_vms,metric@rag@mem_memory_percent,metric@rag@disk_read_bytes,metric@rag@disk_write_bytes,metric@rag@disk_read_count,metric@rag@disk_write_count,metric@rag@gpu_3_gpu_utilization_percent,metric@rag@gpu_3_gpu_memory_used_MB,metric@rag@gpu_3_gpu_memory_total_MB,metric@rag@gpu_3_gpu_memory_process_used_MB,metric@rag@gpu_3_gpu_temperature_C,metric@rag@gpu_3_gpu_power_W,metric@rag@gpu_3_gpu_sm_activity_percent,metric@rag@gpu_3_gpu_graph_clock,metric@rag@gpu_4_gpu_utilization_percent,metric@rag@gpu_4_gpu_memory_used_MB,metric@rag@gpu_4_gpu_memory_total_MB,metric@rag@gpu_4_gpu_memory_process_used_MB,metric@rag@gpu_4_gpu_temperature_C,metric@rag@gpu_4_gpu_power_W,metric@rag@gpu_4_gpu_sm_activity_percent,metric@rag@gpu_4_gpu_graph_clock,metric@vllm@cpu_usage_percent,metric@vllm@mem_rss,metric@vllm@mem_vms,metric@vllm@mem_memory_percent,metric@vllm@disk_read_bytes,metric@vllm@disk_write_bytes,metric@vllm@disk_read_count,metric@vllm@disk_write_count,metric@vllm@gpu_5_gpu_utilization_percent,metric@vllm@gpu_5_gpu_memory_used_MB,metric@vllm@gpu_5_gpu_memory_total_MB,metric@vllm@gpu_5_gpu_memory_process_used_MB,metric@vllm@gpu_5_gpu_temperature_C,metric@vllm@gpu_5_gpu_power_W,metric@vllm@gpu_5_gpu_sm_activity_percent,metric@vllm@gpu_5_gpu_graph_clock,quality@record@quality_kb,quality@record@quality_prompt,quality@answer_correctness,trace@query@input_value_sum,trace@query@output_value_sum,trace@retrieve@documents_contents_sum,trace@retrieve@documents_scores_top3mean,trace@reranking@output_documents_contents_sum,trace@reranking@output_documents_scores_top3mean
4873,1.433176040649414,0.0783371925354003,0.0481870174407959,0.3766500949859619,0.9517331123352052,0.8987421989440918,0.017836570739746,0.1067490577697753,3.0,3671.0,3674.0,10.0,2,1024,2,3.0,8.0,1.0,3.0,1.0,0.2,1.0,1,1,2,0,1,1,1,4,0,1,20,4,1,1,1,0,1,0.0,47060832256.0,134785609728.0,41.3,2960131469824.0,4263924810752.0,50428093.0,167654082.0,39.6,1811107840.0,47465271296.0,1.3436952532654274,143360.0,1785856.0,20136.0,1520.0,0.0,2299.1875,46068.0,1626.0,35.0,63.453,0.0,1005.0,7.0,3617.1875,46068.0,2944.0,36.0,118.569,7.0,1005.0,69.1,5966594048.0,68692013056.0,4.426729277732767,4616192.0,255029248.0,13121.0,973468.0,28.0,41249.1875,46068.0,40568.0,41.0,103.356,28.0,1005.0,0,0,1.0,11,2,5018,0.6210781833333333,1927,0.4954645981391271
4874,1.4544579982757568,0.07560396194458,0.049077033996582,0.383267879486084,0.9712860584259032,0.9169590473175048,0.0208277702331542,0.2018637657165527,3.0,3294.0,3297.0,10.0,2,1024,2,3.0,8.0,1.0,3.0,1.0,0.2,1.0,1,1,2,0,1,1,1,4,0,1,20,4,1,1,1,1,1,0.0,47060832256.0,134785609728.0,41.3,2960131469824.0,4263924810752.0,50428093.0,167654082.0,39.6,1811107840.0,47465271296.0,1.3436952532654274,143360.0,1785856.0,20136.0,1520.0,0.0,2299.1875,46068.0,1626.0,35.0,63.453,0.0,1005.0,7.0,3617.1875,46068.0,2944.0,36.0,118.569,7.0,1005.0,69.1,5966594048.0,68692013056.0,4.426729277732767,4616192.0,255029248.0,13121.0,973468.0,28.0,41249.1875,46068.0,40568.0,41.0,103.356,28.0,1005.0,0,0,0.0,14,2,5542,0.6745795166666667,1734,0.6684332991329333
4876,1.609515905380249,0.0786218643188476,0.0474870204925537,0.3743948936462402,1.1293809413909912,1.0319790840148926,0.0230774879455566,0.2011003494262695,3.0,3780.0,3783.0,10.0,2,1024,2,3.0,8.0,1.0,3.0,1.0,0.2,1.0,1,1,2,0,1,1,1,4,0,1,20,4,1,1,1,0,1,0.0,47038869504.0,134785609728.0,41.3,2960131469824.0,4263930004480.0,50428093.0,167654206.0,45.6,1813204992.0,47465271296.0,1.3452511701056835,143360.0,2228224.0,20174.0,1856.0,3.0,2299.1875,46068.0,1626.0,35.0,63.646,3.0,1005.0,7.0,3617.1875,46068.0,2944.0,38.0,95.947,7.0,1005.0,65.1,5966594048.0,68926894080.0,4.426729277732767,4616192.0,260718592.0,13142.0,995280.0,12.0,41465.1875,46068.0,40784.0,39.0,139.643,12.0,1005.0,0,0,0.0,9,3,6666,0.8015229,2318,0.9882291952768961
4877,1.5096921920776367,0.0733590126037597,0.0473990440368652,0.3898229598999023,1.0077121257781982,0.9124939441680908,0.0216081142425537,0.1977345943450927,3.0,3225.0,3228.0,10.0,2,1024,2,3.0,8.0,1.0,3.0,1.0,0.2,1.0,1,1,2,0,1,1,1,4,0,1,20,4,1,1,1,1,1,0.0,47038869504.0,134785609728.0,41.3,2960131469824.0,4263930004480.0,50428093.0,167654206.0,45.6,1813204992.0,47465271296.0,1.3452511701056835,143360.0,2228224.0,20174.0,1856.0,3.0,2299.1875,46068.0,1626.0,35.0,63.646,3.0,1005.0,7.0,3617.1875,46068.0,2944.0,38.0,95.947,7.0,1005.0,65.1,5966594048.0,68926894080.0,4.426729277732767,4616192.0,260718592.0,13142.0,995280.0,12.0,41465.1875,46068.0,40784.0,39.0,139.643,12.0,1005.0,0,0,0.0,9,3,6256,0.82154527,1873,0.9796202381451925
4878,1.6233580112457275,0.0713610649108886,0.0460519790649414,0.3811349868774414,1.1249189376831057,1.0326578617095947,0.023106575012207,0.201279878616333,3.0,3799.0,3802.0,10.0,2,1024,2,3.0,8.0,1.0,3.0,1.0,0.2,1.0,1,1,2,0,1,1,1,4,0,1,20,4,1,1,1,0,1,0.0,47038869504.0,134785609728.0,41.3,2960131469824.0,4263930004480.0,50428093.0,167654206.0,45.6,1813204992.0,47465271296.0,1.3452511701056835,143360.0,2228224.0,20174.0,1856.0,3.0,2299.1875,46068.0,1626.0,35.0,63.646,3.0,1005.0,7.0,3617.1875,46068.0,2944.0,38.0,95.947,7.0,1005.0,65.1,5966594048.0,68926894080.0,4.426729277732767,4616192.0,260718592.0,13142.0,995280.0,12.0,41465.1875,46068.0,40784.0,39.0,139.643,12.0,1005.0,0,0,0.0,8,2,6023,0.7279212333333334,1978,0.9883052905400594
4880,1.55057692527771,0.0775001049041748,0.0473999977111816,0.3802340030670166,1.0662400722503662,0.9697329998016356,0.0228466987609863,0.1997270584106445,3.0,3511.0,3514.0,10.0,2,1024,2,3.0,8.0,1.0,3.0,1.0,0.2,1.0,1,1,2,0,1,1,1,4,0,1,20,4,1,1,1,0,1,0.0,47001706496.0,134785609728.0,41.2,2960131817984.0,4263956382720.0,50428105.0,167654491.0,37.8,1814253568.0,47465271296.0,1.3460291285258117,143360.0,2641920.0,20203.0,2143.0,0.0,2299.1875,46068.0,1626.0,35.0,63.682,0.0,1005.0,58.0,3617.1875,46068.0,2944.0,36.0,116.893,58.0,1005.0,70.1,5966594048.0,68927942656.0,4.426729277732767,4616192.0,265670656.0,13163.0,1014081.0,0.0,41465.1875,46068.0,40784.0,42.0,107.132,0.0,1005.0,0,0,0.0,8,2,5578,0.6264936533333333,1803,0.3337752530351281
4881,1.3052959442138672,0.072437047958374,0.0450880527496337,0.3745028972625732,0.8332929611206055,0.7414710521697998,0.0207550525665283,0.1954975128173828,3.0,2320.0,2323.0,10.0,2,1024,2,3.0,8.0,1.0,3.0,1.0,0.2,1.0,1,1,2,0,1,1,1,4,0,1,20,4,1,1,1,1,1,0.0,47001706496.0,134785609728.0,41.2,2960131817984.0,4263956382720.0,50428105.0,167654491.0,37.8,1814253568.0,47465271296.0,1.3460291285258117,143360.0,2641920.0,20203.0,2143.0,0.0,2299.1875,46068.0,1626.0,35.0,63.682,0.0,1005.0,58.0,3617.1875,46068.0,2944.0,36.0,116.893,58.0,1005.0,70.1,5966594048.0,68927942656.0,4.426729277732767,4616192.0,265670656.0,13163.0,1014081.0,0.0,41465.1875,46068.0,40784.0,42.0,107.132,0.0,1005.0,0,0,0.5833333333333335,6,3,5355,0.6911535766666667,1027,0.9953462481498718
4882,1.620995044708252,0.0763399600982666,0.0472009181976318,0.380856990814209,1.1299970149993896,1.033657789230347,0.0235028266906738,0.2027413845062255,3.0,3781.0,3784.0,10.0,2,1024,2,3.0,8.0,1.0,3.0,1.0,0.2,1.0,1,1,2,0,1,1,1,4,0,1,20,4,1,1,1,0,1,0.0,47001706496.0,134785609728.0,41.2,2960131817984.0,4263956382720.0,50428105.0,167654491.0,37.8,1814253568.0,47465271296.0,1.3460291285258117,143360.0,2641920.0,20203.0,2143.0,0.0,2299.1875,46068.0,1626.0,35.0,63.682,0.0,1005.0,58.0,3617.1875,46068.0,2944.0,36.0,116.893,58.0,1005.0,70.1,5966594048.0,68927942656.0,4.426729277732767,4616192.0,265670656.0,13163.0,1014081.0,0.0,41465.1875,46068.0,40784.0,42.0,107.132,0.0,1005.0,0,0,1.0,12,2,6673,0.7865639166666667,2074,0.9999275207519531
4883,1.4854121208190918,0.0729458332061767,0.047274112701416,0.3801188468933105,1.005713939666748,0.903285026550293,0.0242159366607666,0.1972854137420654,3.0,3178.0,3181.0,10.0,2,1024,2,3.0,8.0,1.0,3.0,1.0,0.2,1.0,1,1,2,0,1,1,1,4,0,1,20,4,1,1,1,0,1,0.0,47024357376.0,134785609728.0,41.3,2960131822080.0,4263969522688.0,50428106.0,167654922.0,45.8,1814253568.0,47465271296.0,1.3460291285258117,143360.0,3055616.0,20242.0,2479.0,3.0,2299.1875,46068.0,1626.0,35.0,63.852,3.0,1005.0,5.0,3617.1875,46068.0,2944.0,39.0,103.014,100.0,1005.0,64.1,5966594048.0,68927942656.0,4.426729277732767,4616192.0,271245312.0,13184.0,1035511.0,0.0,41465.1875,46068.0,40784.0,40.0,128.031,0.0,1005.0,0,0,0.0,8,3,5548,0.6212946866666667,1606,0.7033717930316925
4885,1.4901161193847656,0.0734779834747314,0.047461986541748,0.3817589282989502,1.0083370208740234,0.9116640090942384,0.0220880508422851,0.2025794982910156,3.0,3185.0,3188.0,10.0,2,1024,2,3.0,8.0,1.0,3.0,1.0,0.2,1.0,1,1,2,0,1,1,1,4,0,1,20,4,1,1,1,1,1,0.0,47024357376.0,134785609728.0,41.3,2960131822080.0,4263969522688.0,50428106.0,167654922.0,45.8,1814253568.0,47465271296.0,1.3460291285258117,143360.0,3055616.0,20242.0,2479.0,3.0,2299.1875,46068.0,1626.0,35.0,63.852,3.0,1005.0,5.0,3617.1875,46068.0,2944.0,39.0,103.014,100.0,1005.0,64.1,5966594048.0,68927942656.0,4.426729277732767,4616192.0,271245312.0,13184.0,1035511.0,0.0,41465.1875,46068.0,40784.0,40.0,128.031,0.0,1005.0,0,0,0.6035533905932737,9,2,6553,0.5887361866666666,1662,0.6682607141944269
4886,1.5526947975158691,0.0736300945281982,0.0472071170806884,0.3775351047515869,1.072817087173462,0.974540948867798,0.0227565765380859,0.199953556060791,3.0,3525.0,3528.0,10.0,2,1024,2,3.0,8.0,1.0,3.0,1.0,0.2,1.0,1,1,2,0,1,1,1,4,0,1,20,4,1,1,1,0,1,0.0,47026626560.0,134785609728.0,41.3,2960131826176.0,4263971398656.0,50428107.0,167655140.0,37.8,1812094976.0,47465271296.0,1.344427628184376,143360.0,3481600.0,20272.0,2766.0,0.0,2299.1875,46068.0,1626.0,35.0,62.904,0.0,1005.0,0.0,3617.1875,46068.0,2944.0,36.0,108.243,0.0,1005.0,71.4,5966594048.0,68927942656.0,4.426729277732767,4616192.0,276180992.0,13205.0,1054248.0,100.0,41465.1875,46068.0,40784.0,44.0,115.053,100.0,1005.0,0,0,0.0,5,3,6740,0.6939632833333333,1986,0.9530613422393799
4888,1.4070439338684082,0.0696020126342773,0.0457749366760253,0.3786661624908447,0.9302289485931396,0.8355739116668701,0.0215463638305664,0.1952178478240966,3.0,2886.0,2889.0,10.0,2,1024,2,3.0,8.0,1.0,3.0,1.0,0.2,1.0,1,1,2,0,1,1,1,4,0,1,20,4,1,1,1,0,1,0.0,47026626560.0,134785609728.0,41.3,2960131826176.0,4263971398656.0,50428107.0,167655140.0,37.8,1812094976.0,47465271296.0,1.344427628184376,143360.0,3481600.0,20272.0,2766.0,0.0,2299.1875,46068.0,1626.0,35.0,62.904,0.0,1005.0,0.0,3617.1875,46068.0,2944.0,36.0,108.243,0.0,1005.0,71.4,5966594048.0,68927942656.0,4.426729277732767,4616192.0,276180992.0,13205.0,1054248.0,100.0,41465.1875,46068.0,40784.0,44.0,115.053,100.0,1005.0,0,0,0.0,11,2,5408,0.74782611,1399,0.9540658990542094
