trace_rowid,query>duration,retrieve>duration,embedding>duration,reranking>duration,llm>duration,llm_request>duration,llm_scheduler>duration,llm_generate>duration,trace@query@llm_token_count_completion,trace@query@llm_token_count_prompt,trace@query@llm_token_count_total,trace@retrieve@retrieve_num,trace@embedding@embedding_model_name,trace@embedding@embedding_vector,trace@reranking@rerank_model_name,trace@reranking@top_k,trace@llm_request@llm_model_name,trace@llm_request@parameters_best_of,trace@llm_request@parameters_max_tokens,trace@llm_request@parameters_n,trace@llm_request@parameters_temperature,trace@llm_request@parameters_top_p,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG,log@rag@urllib3.connectionpool - [connectionpool.py:546] - DEBUG,log@rag@httpcore.http11 - [_trace.py:85] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO,log@rag@httpx - [_client.py:1786] - INFO,log@rag@openai._base_client - [_base_client.py:446] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO,log@rag@httpcore.connection - [_trace.py:85] - DEBUG,log@rag@urllib3.connectionpool - [connectionpool.py:291] - DEBUG,log@rag@openai._base_client - [_base_client.py:1585] - DEBUG,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG,log@vllm@vllm.engine.metrics - [metrics.py:295] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO,metric@qdrant@cpu_usage_percent,metric@qdrant@mem_rss,metric@qdrant@mem_vms,metric@qdrant@mem_memory_percent,metric@qdrant@disk_read_bytes,metric@qdrant@disk_write_bytes,metric@qdrant@disk_read_count,metric@qdrant@disk_write_count,metric@rag@cpu_usage_percent,metric@rag@mem_rss,metric@rag@mem_vms,metric@rag@mem_memory_percent,metric@rag@disk_read_bytes,metric@rag@disk_write_bytes,metric@rag@disk_read_count,metric@rag@disk_write_count,metric@rag@gpu_3_gpu_utilization_percent,metric@rag@gpu_3_gpu_memory_used_MB,metric@rag@gpu_3_gpu_memory_total_MB,metric@rag@gpu_3_gpu_memory_process_used_MB,metric@rag@gpu_3_gpu_temperature_C,metric@rag@gpu_3_gpu_power_W,metric@rag@gpu_3_gpu_fan_speed_percent,metric@rag@gpu_3_gpu_sm_activity_percent,metric@rag@gpu_4_gpu_utilization_percent,metric@rag@gpu_4_gpu_memory_used_MB,metric@rag@gpu_4_gpu_memory_total_MB,metric@rag@gpu_4_gpu_memory_process_used_MB,metric@rag@gpu_4_gpu_temperature_C,metric@rag@gpu_4_gpu_power_W,metric@rag@gpu_4_gpu_fan_speed_percent,metric@rag@gpu_4_gpu_sm_activity_percent,metric@rag@gpu_3_gpu_graph_clock,metric@rag@gpu_4_gpu_graph_clock,metric@vllm@cpu_usage_percent,metric@vllm@mem_rss,metric@vllm@mem_vms,metric@vllm@mem_memory_percent,metric@vllm@disk_read_bytes,metric@vllm@disk_write_bytes,metric@vllm@disk_read_count,metric@vllm@disk_write_count,metric@vllm@gpu_5_gpu_utilization_percent,metric@vllm@gpu_5_gpu_memory_used_MB,metric@vllm@gpu_5_gpu_memory_total_MB,metric@vllm@gpu_5_gpu_memory_process_used_MB,metric@vllm@gpu_5_gpu_temperature_C,metric@vllm@gpu_5_gpu_power_W,metric@vllm@gpu_5_gpu_fan_speed_percent,metric@vllm@gpu_5_gpu_sm_activity_percent,metric@vllm@gpu_5_gpu_graph_clock,quality@record@quality_kb,quality@record@quality_prompt,quality@answer_correctness,trace@query@input_value_sum,trace@query@output_value_sum,trace@retrieve@documents_contents_sum,trace@retrieve@documents_scores_top3mean,trace@reranking@output_documents_contents_sum,trace@reranking@output_documents_scores_top3mean
1936,8.523345947265625,1.0732038021087646,0.0467100143432617,0.38031005859375,7.040173053741455,6.947083950042725,6.063478231430054,0.3562188148498535,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,4,20,1,1,0,2,1,1,4,1,1,3,1,1,1,1,0.0,34426269696.0,134785609728.0,31.8,2387370791424.0,4005950471168.0,44037667.0,159613110.0,6.2,1812594688.0,47465275392.0,1.3447983739939682,1636171776.0,8245248.0,20776.0,7688.0,0.0,2299.1875,46068.0,1626.0,37.0,62.2235,,0.0,0.0,3617.1875,46068.0,2944.0,36.0,72.4645,,0.0,1005.0,1005.0,10.5,5963354112.0,68818817024.0,4.424325507770574,2538967040.0,509616128.0,14153.0,1953894.0,0.0,41353.1875,46068.0,40672.0,38.0,64.35050000000001,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
1937,8.440500020980835,1.074321985244751,0.0483582019805908,0.3806209564208984,6.829035997390747,6.747503995895386,6.046889543533325,0.1901614665985107,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,4,20,1,1,0,2,1,1,4,1,1,3,1,1,1,1,0.0,34502590464.0,134785609728.0,31.9,2387370791424.0,4005952443392.0,44037667.0,159613292.0,12.0,1812594688.0,47465275392.0,1.3447983739939682,1636171776.0,8343552.0,20785.0,7779.0,0.0,2299.1875,46068.0,1626.0,37.0,62.268,,0.0,0.0,3617.1875,46068.0,2944.0,36.0,62.029,,0.0,1005.0,1005.0,21.4,5963354112.0,68818817024.0,4.424325507770574,2538967040.0,511627264.0,14161.0,1961504.0,0.0,41353.1875,46068.0,40672.0,38.0,64.399,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
1938,8.320361137390137,1.075650930404663,0.0470478534698486,0.3803670406341553,6.827697038650513,6.746342897415161,6.048567533493042,0.1899163722991943,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,4,20,1,1,0,2,1,1,4,1,1,3,1,1,1,1,0.0,34431197184.0,134785609728.0,31.8,2387370791424.0,4005959687168.0,44037667.0,159613542.0,6.1000000000000005,1812856832.0,47465275392.0,1.3449928635990005,1636171776.0,8400896.0,20795.0,7856.5,0.0,2299.1875,46068.0,1626.0,37.0,63.012,,0.0,0.0,3617.1875,46068.0,2944.0,36.0,61.924,,0.0,1005.0,1005.0,9.1,5963354112.0,68818817024.0,4.424325507770574,2538967040.0,513550336.0,14167.5,1968706.5,0.0,41353.1875,46068.0,40672.0,38.0,79.061,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
1940,9.864304065704346,1.0731260776519775,0.0471010208129882,0.3807728290557861,8.375769853591919,8.284357070922852,6.047959566116333,1.7061030864715576,22.0,2327.0,2349.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,4,20,1,1,0,2,1,1,4,1,1,3,1,1,1,1,0.0,34476222464.0,134785609728.0,31.85,2387370791424.0,4005972128768.0,44037667.0,159614332.0,12.2,1813118976.0,47465275392.0,1.3451873532040324,1636171776.0,8650752.0,20815.0,8052.0,0.0,2299.1875,46068.0,1626.0,37.0,62.211,,0.0,0.0,3617.1875,46068.0,2944.0,36.0,61.924,,0.0,1005.0,1005.0,6.2,5963354112.0,68818817024.0,4.424325507770574,2538967040.0,517623808.0,14185.0,1984050.0,0.0,41353.1875,46068.0,40672.0,38.0,64.205,,0.0,1005.0,0,0,0.2730392120612609,6,14,4800,0.6395011066666666,1005,0.6827405790487925
1941,8.50150203704834,1.0771000385284424,0.0478630065917968,0.374035120010376,7.023723125457764,6.931932210922241,6.047208309173584,0.3538317680358886,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,4,20,1,1,0,2,1,1,4,1,1,3,1,1,1,1,0.0,34488557568.0,134785609728.0,31.8,2387370795520.0,4005979390976.0,44037668.0,159614546.0,5.6,1813118976.0,47465275392.0,1.3451873532040324,1636171776.0,8701952.0,20821.5,8111.0,0.0,2299.1875,46068.0,1626.0,37.0,62.1965,,0.0,0.0,3617.1875,46068.0,2944.0,36.0,61.9865,,0.0,1005.0,1005.0,24.8,5963354112.0,68818817024.0,4.424325507770574,2538967040.0,523368448.0,14208.5,2006411.0,17.0,41353.1875,46068.0,40672.0,38.5,82.10749999999999,,17.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
1944,8.49404788017273,1.0726170539855957,0.0465450286865234,0.3757531642913818,7.0156309604644775,6.924070835113525,6.04839825630188,0.348062515258789,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,4,20,1,1,0,2,1,1,4,1,1,3,1,1,1,1,0.0,34379812864.0,134785609728.0,31.8,2387370795520.0,4005996848128.0,44037668.0,159615529.5,5.6000000000000005,1813118976.0,47465275392.0,1.3451873532040324,1636171776.0,9005056.0,20852.0,8402.5,0.0,2299.1875,46068.0,1626.0,37.0,62.816,,0.0,0.0,3617.1875,46068.0,2944.0,36.0,61.924,,0.0,1005.0,1005.0,11.0,5963354112.0,68818817024.0,4.424325507770574,2538967040.0,529385472.0,14232.5,2028995.5,0.0,41353.1875,46068.0,40672.0,38.5,76.9605,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
1946,8.515789031982422,1.062757968902588,0.0380399227142334,0.3757238388061523,7.031970024108887,6.941550970077515,6.064517021179199,0.3483743667602539,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,4,20,1,1,0,2,1,1,4,1,1,3,1,1,1,1,0.0,34393772032.0,134785609728.0,31.8,2387370795520.0,4006007579648.0,44037668.0,159616011.0,11.6,1810018304.0,47465275392.0,1.3428869058445128,1636171776.0,9248768.0,20871.0,8598.0,0.0,2299.1875,46068.0,1626.0,37.0,62.267,,0.0,0.0,3617.1875,46068.0,2944.0,36.0,62.029,,0.0,1005.0,1005.0,18.2,5873553408.0,68818685952.0,4.357700662446789,2538967040.0,533463040.0,14250.0,2044355.0,0.0,41353.1875,46068.0,40672.0,38.0,64.302,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
1947,8.526149034500122,1.0733730792999268,0.0462830066680908,0.3794240951538086,7.017013072967529,6.925367832183838,6.046954393386841,0.3501477241516113,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,4,20,1,1,0,2,1,1,4,1,1,3,1,1,1,1,0.0,34358456320.0,134785609728.0,31.75,2387370795520.0,4006010252288.0,44037668.0,159616146.0,5.8,1811066880.0,47465275392.0,1.343664864264641,1636171776.0,9304064.0,20880.0,8675.5,0.0,2299.1875,46068.0,1626.0,37.0,63.154,,0.0,0.0,3617.1875,46068.0,2944.0,36.0,61.924,,0.0,1005.0,1005.0,10.9,5874077696.0,68818685952.0,4.3580896416568535,2538967040.0,535382016.0,14256.5,2051573.5,0.0,41353.1875,46068.0,40672.0,38.0,72.4085,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
1960,8.511651992797852,1.0721399784088137,0.0472190380096435,0.3811008930206299,7.017421007156372,6.926480054855347,6.046366930007935,0.3507900238037109,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,4,20,1,1,0,2,1,1,4,1,1,3,1,1,1,1,0.0,34439544832.0,134785609728.0,31.8,2387371549184.0,4006116500480.0,44037781.0,159619818.0,12.2,1814720512.0,47465275392.0,1.346375563134775,1636171776.0,10661888.0,21004.0,9872.0,0.0,2299.1875,46068.0,1626.0,37.0,62.218,,0.0,0.0,3617.1875,46068.0,2944.0,36.0,61.941,,0.0,1005.0,1005.0,21.4,5875126272.0,68818685952.0,4.358867600076981,2538967040.0,561491968.0,14362.0,2149823.0,0.0,41353.1875,46068.0,40672.0,38.0,64.311,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
1961,8.530803918838501,1.072551965713501,0.0472481250762939,0.3823869228363037,7.032816171646118,6.941840887069702,6.064491510391235,0.348430871963501,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,4,20,1,1,0,2,1,1,4,1,1,3,1,1,1,1,0.0,34492278784.0,134785609728.0,31.85,2387371551232.0,4006120780800.0,44037781.5,159619970.0,6.1,1814720512.0,47465275392.0,1.346375563134775,1636171776.0,10717184.0,21014.0,9949.5,0.0,2299.1875,46068.0,1626.0,37.0,63.38550000000001,,0.0,0.0,3617.1875,46068.0,2944.0,36.0,61.948,,0.0,1005.0,1005.0,10.8,5875126272.0,68818685952.0,4.358867600076981,2538967040.0,563353600.0,14368.5,2156805.5,0.0,41353.1875,46068.0,40672.0,38.5,76.4015,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
1962,8.47561001777649,1.0715138912200928,0.0473549365997314,0.3825430870056152,6.993458032608032,6.903196096420288,6.023762941360474,0.3534090518951416,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,4,20,1,1,0,2,1,1,4,1,1,3,1,1,1,1,0.0,34440314880.0,134785609728.0,31.85,2387371553280.0,4006126959616.0,44037782.0,159620233.0,6.1,1815244800.0,47465275392.0,1.3467645423448389,1636171776.0,10866688.0,21023.0,10054.0,0.0,2299.1875,46068.0,1626.0,37.0,62.2725,,0.0,0.0,3617.1875,46068.0,2944.0,36.0,74.26599999999999,,0.0,1005.0,1005.0,11.0,5875126272.0,68818685952.0,4.358867600076981,2538967040.0,565473280.0,14378.0,2164791.0,0.0,41353.1875,46068.0,40672.0,38.0,64.2225,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
