id,trace_rowid,span_id,parent_id,name,start_time,end_time,events,status_code,status_message,start_time_unix,end_time_unix,log@openai._base_client - [_base_client.py:1585] - DEBUG,log@httpcore.connection - [_trace.py:85] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:158] - INFO,log@httpx - [_client.py:1786] - INFO,log@httpcore.http11 - [_trace.py:85] - DEBUG,log@urllib3.connectionpool - [connectionpool.py:546] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG,log@urllib3.connectionpool - [connectionpool.py:291] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO,log@llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO,log@llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG,log@openai._base_client - [_base_client.py:446] - DEBUG,log@vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG,log@vllm.engine.metrics - [metrics.py:295] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG,log_entries,metric@cpu_usage,metric@gpu_graph_clock,duration
64,1053,3dd6d990d440ac01,8be59b061716ea8d,llm_generate,2024-10-31 10:22:06.294942,2024-10-31 10:22:06.645105,[],OK,,1730341326.294942,1730341326.645105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],21.0,1005,0.35016298294067383
65,1054,cd645e97aeca0e27,,query,2024-10-31 02:22:14.731081,2024-10-31 02:22:25.229575,[],OK,,1730341334.731081,1730341345.229575,1,8,4,2,20,4,1,1,0,0,1,1,1,1,1,1,1,1,"['2024-10-31 02:22:14,787 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 02:22:14,792 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:22:14,794 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:22:14,794 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:14,795 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:14,795 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:14,795 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:14,795 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:14,799 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:14,800 - httpx - [_client.py:1786] - INFO', '2024-10-31 02:22:14,800 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:14,801 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:14,802 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:14,802 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:14,803 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:22:14,803 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:22:15,819 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 02:22:15,822 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-10-31 02:22:16,218 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 02:22:16,219 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-10-31 02:22:16,219 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-10-31 02:22:16,222 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-10-31 02:22:16,223 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:22:16,223 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:22:16,224 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:22:16,224 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:22:16,225 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:16,225 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:16,225 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:16,225 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:16,225 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:17,207 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:17,207 - httpx - [_client.py:1786] - INFO', '2024-10-31 02:22:17,208 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:17,208 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:17,209 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:17,209 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:17,210 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-10-31 02:22:17,218 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 02:22:17,219 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-10-31 02:22:19,221 - llmrca.create_vdb.pipeline.rag - [rag.py:158] - INFO', '2024-10-31 02:22:21,224 - llmrca.create_vdb.pipeline.rag - [rag.py:158] - INFO', '2024-10-31 02:22:23,226 - llmrca.create_vdb.pipeline.rag - [rag.py:158] - INFO', '2024-10-31 02:22:25,229 - llmrca.create_vdb.pipeline.rag - [rag.py:158] - INFO', '2024-10-31 02:22:16,285 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-10-31 02:22:16,288 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-10-31 02:22:16,819 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-10-31 02:22:17,185 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-10-31 02:22:17,207 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,10.498493909835815
66,1054,e3381af3638fa676,cd645e97aeca0e27,retrieve,2024-10-31 02:22:14.731922,2024-10-31 02:22:15.810459,[],OK,,1730341334.731922,1730341335.810459,0,4,0,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,"['2024-10-31 02:22:14,787 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 02:22:14,792 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:22:14,794 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:22:14,794 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:14,795 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:14,795 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:14,795 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:14,795 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:14,799 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:14,800 - httpx - [_client.py:1786] - INFO', '2024-10-31 02:22:14,800 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:14,801 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:14,802 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:14,802 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:14,803 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:22:14,803 - httpcore.connection - [_trace.py:85] - DEBUG']",12.2,1005,1.0785369873046875
67,1054,a0fc7c2f02cb1289,e3381af3638fa676,embedding,2024-10-31 02:22:14.732681,2024-10-31 02:22:14.782279,[],OK,,1730341334.732681,1730341334.782279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],12.2,1005,0.049597978591918945
68,1054,8330699c82a27f62,cd645e97aeca0e27,reranking,2024-10-31 02:22:15.830378,2024-10-31 02:22:16.214467,[],OK,,1730341335.830378,1730341336.214467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],12.2,1005,0.38408899307250977
69,1054,f3d1778537a5c5e2,cd645e97aeca0e27,llm,2024-10-31 02:22:16.220364,2024-10-31 02:22:17.211889,[],OK,,1730341336.220364,1730341337.211889,1,4,0,1,10,0,0,0,0,0,0,0,1,1,1,1,1,1,"['2024-10-31 02:22:16,222 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-10-31 02:22:16,223 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:22:16,223 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:22:16,224 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:22:16,224 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:22:16,225 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:16,225 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:16,225 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:16,225 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:16,225 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:17,207 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:17,207 - httpx - [_client.py:1786] - INFO', '2024-10-31 02:22:17,208 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:17,208 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:17,209 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:17,209 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:17,210 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-10-31 02:22:16,285 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-10-31 02:22:16,288 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-10-31 02:22:16,819 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-10-31 02:22:17,185 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-10-31 02:22:17,207 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,0.9915249347686768
70,1054,a28b0c3dc66f1b7a,f3d1778537a5c5e2,llm_request,2024-10-31 02:22:16.285601,2024-10-31 02:22:17.184251,[],OK,,1730341336.285601,1730341337.184251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0.0,0,0.8986501693725586
71,1054,959ec505a9675eba,a28b0c3dc66f1b7a,llm_scheduler,2024-10-31 10:22:16.305848,2024-10-31 10:22:16.326096,[],OK,,1730341336.305848,1730341336.3260956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],20.8,1005,0.020247697830200195
72,1054,f899841b00930a4b,a28b0c3dc66f1b7a,llm_generate,2024-10-31 10:22:16.801517,2024-10-31 10:22:17.154578,[],OK,,1730341336.8015168,1730341337.1545784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],20.8,1005,0.3530616760253906
73,1055,04f9e571eb098bce,,query,2024-10-31 02:22:25.244880,2024-10-31 02:22:35.698959,[],OK,,1730341345.24488,1730341355.698959,1,8,4,2,20,4,1,1,0,0,1,1,1,1,1,1,1,1,"['2024-10-31 02:22:25,300 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 02:22:25,305 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:22:25,307 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:22:25,307 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:25,308 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:25,308 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:25,308 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:25,308 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:25,311 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:25,311 - httpx - [_client.py:1786] - INFO', '2024-10-31 02:22:25,311 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:25,312 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:25,312 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:25,312 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:25,312 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:22:25,312 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:22:26,325 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 02:22:26,331 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-10-31 02:22:26,726 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 02:22:26,727 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-10-31 02:22:26,728 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-10-31 02:22:26,731 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-10-31 02:22:26,732 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:22:26,732 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:22:26,732 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:22:26,733 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:22:26,733 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:26,734 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:26,734 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:26,734 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:26,734 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:27,677 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:27,678 - httpx - [_client.py:1786] - INFO', '2024-10-31 02:22:27,678 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:27,679 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:27,679 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:27,679 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:27,680 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-10-31 02:22:27,688 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 02:22:27,689 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-10-31 02:22:29,691 - llmrca.create_vdb.pipeline.rag - [rag.py:158] - INFO', '2024-10-31 02:22:31,693 - llmrca.create_vdb.pipeline.rag - [rag.py:158] - INFO', '2024-10-31 02:22:33,696 - llmrca.create_vdb.pipeline.rag - [rag.py:158] - INFO', '2024-10-31 02:22:35,698 - llmrca.create_vdb.pipeline.rag - [rag.py:158] - INFO', '2024-10-31 02:22:26,795 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-10-31 02:22:26,797 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-10-31 02:22:27,331 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-10-31 02:22:27,656 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-10-31 02:22:27,678 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,10.454079151153564
74,1055,41a80f2a80f94dc7,04f9e571eb098bce,retrieve,2024-10-31 02:22:25.245719,2024-10-31 02:22:26.316461,[],OK,,1730341345.245719,1730341346.316461,0,4,0,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,"['2024-10-31 02:22:25,300 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 02:22:25,305 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:22:25,307 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:22:25,307 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:25,308 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:25,308 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:25,308 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:25,308 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:25,311 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:25,311 - httpx - [_client.py:1786] - INFO', '2024-10-31 02:22:25,311 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:25,312 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:25,312 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:25,312 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:25,312 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:22:25,312 - httpcore.connection - [_trace.py:85] - DEBUG']",12.0,1005,1.070742130279541
75,1055,1dc3f2b70715a280,41a80f2a80f94dc7,embedding,2024-10-31 02:22:25.246519,2024-10-31 02:22:25.295344,[],OK,,1730341345.246519,1730341345.295344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],12.0,1005,0.04882502555847168
76,1055,a93cf318b2d22019,04f9e571eb098bce,reranking,2024-10-31 02:22:26.336784,2024-10-31 02:22:26.721551,[],OK,,1730341346.336784,1730341346.721551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],12.0,1005,0.3847670555114746
77,1055,367d6139a8045f04,04f9e571eb098bce,llm,2024-10-31 02:22:26.728911,2024-10-31 02:22:27.682217,[],OK,,1730341346.728911,1730341347.682217,1,4,0,1,10,0,0,0,0,0,0,0,1,1,1,1,1,1,"['2024-10-31 02:22:26,731 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-10-31 02:22:26,732 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:22:26,732 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:22:26,732 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:22:26,733 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:22:26,733 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:26,734 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:26,734 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:26,734 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:26,734 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:27,677 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:27,678 - httpx - [_client.py:1786] - INFO', '2024-10-31 02:22:27,678 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:27,679 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:27,679 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:27,679 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:27,680 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-10-31 02:22:26,795 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-10-31 02:22:26,797 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-10-31 02:22:27,331 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-10-31 02:22:27,656 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-10-31 02:22:27,678 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,0.9533059597015381
78,1055,0dabbf5c1e5d8549,367d6139a8045f04,llm_request,2024-10-31 02:22:26.794874,2024-10-31 02:22:27.656083,[],OK,,1730341346.794874,1730341347.656083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0.0,0,0.8612091541290283
79,1055,4df79da59d85a884,0dabbf5c1e5d8549,llm_scheduler,2024-10-31 10:22:26.815252,2024-10-31 10:22:26.835631,[],OK,,1730341346.8152523,1730341346.835631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],16.8,1005,0.020378589630126953
80,1055,607bd611887a53c4,0dabbf5c1e5d8549,llm_generate,2024-10-31 10:22:27.313380,2024-10-31 10:22:27.630869,[],OK,,1730341347.3133795,1730341347.630869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],16.8,1005,0.3174893856048584
81,1056,cd97681fb230338c,,query,2024-10-31 02:22:35.714944,2024-10-31 02:22:46.208349,[],OK,,1730341355.714944,1730341366.208349,1,8,4,2,20,4,1,1,0,0,1,1,1,1,1,1,1,1,"['2024-10-31 02:22:35,777 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 02:22:35,782 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:22:35,784 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:22:35,784 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:35,785 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:35,785 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:35,785 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:35,786 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:35,789 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:35,790 - httpx - [_client.py:1786] - INFO', '2024-10-31 02:22:35,790 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:35,792 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:35,792 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:35,792 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:35,792 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:22:35,793 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:22:36,805 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 02:22:36,809 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-10-31 02:22:37,197 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 02:22:37,198 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-10-31 02:22:37,198 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-10-31 02:22:37,203 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-10-31 02:22:37,204 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:22:37,204 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:22:37,204 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:22:37,205 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:22:37,205 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:37,205 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:37,205 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:37,205 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:37,205 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:38,185 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:38,186 - httpx - [_client.py:1786] - INFO', '2024-10-31 02:22:38,186 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:38,187 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:38,187 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:38,188 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:38,188 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-10-31 02:22:38,197 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 02:22:38,198 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-10-31 02:22:40,200 - llmrca.create_vdb.pipeline.rag - [rag.py:158] - INFO', '2024-10-31 02:22:42,203 - llmrca.create_vdb.pipeline.rag - [rag.py:158] - INFO', '2024-10-31 02:22:44,205 - llmrca.create_vdb.pipeline.rag - [rag.py:158] - INFO', '2024-10-31 02:22:46,207 - llmrca.create_vdb.pipeline.rag - [rag.py:158] - INFO', '2024-10-31 02:22:37,266 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-10-31 02:22:37,269 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-10-31 02:22:37,802 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-10-31 02:22:38,164 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-10-31 02:22:38,186 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,10.493405103683472
82,1056,2f32464f4ab550fe,cd97681fb230338c,retrieve,2024-10-31 02:22:35.715760,2024-10-31 02:22:36.799732,[],OK,,1730341355.71576,1730341356.799732,0,4,0,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,"['2024-10-31 02:22:35,777 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 02:22:35,782 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:22:35,784 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:22:35,784 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:35,785 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:35,785 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:35,785 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:35,786 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:35,789 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:35,790 - httpx - [_client.py:1786] - INFO', '2024-10-31 02:22:35,790 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:35,792 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:35,792 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:35,792 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:22:35,792 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:22:35,793 - httpcore.connection - [_trace.py:85] - DEBUG']",11.8,1005,1.0839719772338867
83,1056,afa182c048b28aa2,2f32464f4ab550fe,embedding,2024-10-31 02:22:35.716536,2024-10-31 02:22:35.770154,[],OK,,1730341355.716536,1730341355.770154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],11.8,1005,0.05361795425415039
84,1056,1cf1883cd7291237,cd97681fb230338c,reranking,2024-10-31 02:22:36.813954,2024-10-31 02:22:37.194192,[],OK,,1730341356.813954,1730341357.194192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],11.8,1005,0.3802378177642822
