trace_rowid,query>duration,retrieve>duration,embedding>duration,reranking>duration,llm>duration,llm_request>duration,llm_scheduler>duration,llm_generate>duration,trace@query@llm_token_count_completion,trace@query@llm_token_count_prompt,trace@query@llm_token_count_total,trace@retrieve@retrieve_num,trace@embedding@embedding_model_name,trace@embedding@embedding_vector,trace@reranking@rerank_model_name,trace@reranking@top_k,trace@llm_request@llm_model_name,trace@llm_request@parameters_best_of,trace@llm_request@parameters_max_tokens,trace@llm_request@parameters_n,trace@llm_request@parameters_temperature,trace@llm_request@parameters_top_p,log@rag@httpcore.http11 - [_trace.py:85] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG,log@rag@httpx - [_config.py:82] - DEBUG,log@rag@urllib3.connectionpool - [connectionpool.py:546] - DEBUG,log@rag@httpx - [_config.py:148] - DEBUG,log@rag@httpx - [_client.py:1786] - INFO,log@rag@openai._base_client - [_base_client.py:1585] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG,log@rag@httpcore.connection - [_trace.py:85] - DEBUG,log@rag@openai._base_client - [_base_client.py:446] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO,log@rag@urllib3.connectionpool - [connectionpool.py:243] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO,log@vllm@vllm.engine.metrics - [metrics.py:295] - INFO,metric@qdrant@cpu_usage_percent,metric@qdrant@mem_rss,metric@qdrant@mem_vms,metric@qdrant@mem_memory_percent,metric@qdrant@disk_read_bytes,metric@qdrant@disk_write_bytes,metric@qdrant@disk_read_count,metric@qdrant@disk_write_count,metric@rag@cpu_usage_percent,metric@rag@mem_rss,metric@rag@mem_vms,metric@rag@mem_memory_percent,metric@rag@disk_read_bytes,metric@rag@disk_write_bytes,metric@rag@disk_read_count,metric@rag@disk_write_count,metric@rag@gpu_3_gpu_utilization_percent,metric@rag@gpu_3_gpu_memory_used_MB,metric@rag@gpu_3_gpu_memory_total_MB,metric@rag@gpu_3_gpu_memory_process_used_MB,metric@rag@gpu_3_gpu_temperature_C,metric@rag@gpu_3_gpu_power_W,metric@rag@gpu_3_gpu_fan_speed_percent,metric@rag@gpu_3_gpu_sm_activity_percent,metric@rag@gpu_4_gpu_utilization_percent,metric@rag@gpu_4_gpu_memory_used_MB,metric@rag@gpu_4_gpu_memory_total_MB,metric@rag@gpu_4_gpu_memory_process_used_MB,metric@rag@gpu_4_gpu_temperature_C,metric@rag@gpu_4_gpu_power_W,metric@rag@gpu_4_gpu_fan_speed_percent,metric@rag@gpu_4_gpu_sm_activity_percent,metric@rag@gpu_3_gpu_graph_clock,metric@rag@gpu_4_gpu_graph_clock,metric@vllm@cpu_usage_percent,metric@vllm@mem_rss,metric@vllm@mem_vms,metric@vllm@mem_memory_percent,metric@vllm@disk_read_bytes,metric@vllm@disk_write_bytes,metric@vllm@disk_read_count,metric@vllm@disk_write_count,metric@vllm@gpu_5_gpu_utilization_percent,metric@vllm@gpu_5_gpu_memory_used_MB,metric@vllm@gpu_5_gpu_memory_total_MB,metric@vllm@gpu_5_gpu_memory_process_used_MB,metric@vllm@gpu_5_gpu_temperature_C,metric@vllm@gpu_5_gpu_power_W,metric@vllm@gpu_5_gpu_fan_speed_percent,metric@vllm@gpu_5_gpu_sm_activity_percent,metric@vllm@gpu_5_gpu_graph_clock,quality@record@quality_kb,quality@record@quality_prompt,quality@answer_correctness,trace@query@input_value_sum,trace@query@output_value_sum,trace@retrieve@documents_contents_sum,trace@retrieve@documents_scores_top3mean,trace@reranking@output_documents_contents_sum,trace@reranking@output_documents_scores_top3mean
1990,4.093306064605713,1.074038028717041,0.0469858646392822,0.3855619430541992,2.3331871032714844,2.232379913330078,0.023263931274414,1.4558322429656982,19.0,3515.0,3534.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,0,4,0,2,1,1,1,4,1,0,0,1,1,1,1,1,1,0.0,39293812736.0,134785609728.0,40.2,2405979152896.0,4021534196736.0,44281455.0,161094791.0,16.8,1806356480.0,47465271296.0,1.3401701291742218,21807104.0,2015232.0,20138.0,1575.0,0.0,2299.1875,46068.0,1626.0,37.0,62.253,,0.0,0.0,3617.1875,46068.0,2944.0,36.0,78.75,,0.0,1005.0,1005.0,46.8,5957275648.0,68444504064.0,4.419815780053893,1797234688.0,319475712.0,13413.0,1230451.0,0.0,41009.1875,46068.0,40328.0,41.0,68.537,,0.0,1005.0,1,0,0.0,6,14,7189,0.5079769900000001,2179,0.6559316962957382
1991,3.911729097366333,1.0721960067749023,0.0466558933258056,0.3844730854034424,2.2962231636047363,2.2386138439178467,0.0167858600616455,1.4704647064208984,19.0,3515.0,3534.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,0,4,0,2,1,1,1,4,1,0,0,1,1,1,1,1,1,0.0,39351767040.0,134785609728.0,40.3,2405979152896.0,4021539578880.0,44281455.0,161095016.0,13.4,1806356480.0,47465271296.0,1.3401701291742218,21807104.0,2203648.0,20148.0,1686.0,0.0,2299.1875,46068.0,1626.0,37.0,62.226,,0.0,0.0,3617.1875,46068.0,2944.0,36.0,85.413,,0.0,1005.0,1005.0,68.1,5957275648.0,68444504064.0,4.419815780053893,1797234688.0,325771264.0,13441.0,1254927.0,74.0,41009.1875,46068.0,40328.0,44.0,131.945,,74.0,1005.0,1,0,0.0,6,14,7189,0.5079769900000001,2179,0.6559316962957382
1992,3.8780789375305176,1.0748848915100098,0.0484378337860107,0.3841960430145263,2.2792558670043945,2.182960033416748,0.0230178833007812,1.4117817878723145,19.0,3515.0,3534.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,0,4,0,2,1,1,1,4,1,0,0,1,1,1,1,1,0,0.0,39341404160.0,134785609728.0,40.3,2405979185664.0,4021541241856.0,44281462.0,161095225.0,12.2,1806880768.0,47465271296.0,1.3405591083842858,21807104.0,2330624.0,20158.0,1775.0,0.0,2299.1875,46068.0,1626.0,37.0,62.231,,0.0,0.0,3617.1875,46068.0,2944.0,36.0,62.164,,0.0,1005.0,1005.0,70.3,5957275648.0,68444504064.0,4.419815780053893,1797234688.0,334434304.0,13479.0,1288929.0,44.0,41009.1875,46068.0,40328.0,43.0,109.265,,44.0,1005.0,1,0,0.0,6,14,7189,0.5079769900000001,2179,0.6559316962957382
1993,3.9591948986053462,1.075464963912964,0.0497820377349853,0.3845059871673584,2.1882119178771973,2.085541009902954,0.0231382846832275,1.3132281303405762,19.0,3515.0,3534.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,0,4,0,2,1,1,1,4,1,0,0,1,1,1,1,1,1,0.0,39341404160.0,134785609728.0,40.3,2405979185664.0,4021541241856.0,44281462.0,161095225.0,12.2,1806880768.0,47465271296.0,1.3405591083842858,21807104.0,2330624.0,20158.0,1775.0,0.0,2299.1875,46068.0,1626.0,37.0,62.231,,0.0,0.0,3617.1875,46068.0,2944.0,36.0,62.164,,0.0,1005.0,1005.0,70.3,5957275648.0,68444504064.0,4.419815780053893,1797234688.0,334434304.0,13479.0,1288929.0,44.0,41009.1875,46068.0,40328.0,43.0,109.265,,44.0,1005.0,1,0,0.0,6,14,7189,0.5079769900000001,2179,0.6559316962957382
1994,3.786626100540161,1.0770390033721924,0.0479350090026855,0.3759829998016357,2.2924370765686035,2.195279121398926,0.0233733654022216,1.4192938804626465,19.0,3515.0,3534.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,0,4,0,2,1,1,1,4,1,0,0,1,1,1,1,1,1,0.0,39361155072.0,134785609728.0,40.3,2405979189760.0,4021543547904.0,44281463.0,161095356.0,16.8,1807405056.0,47465271296.0,1.3409480875943498,21807104.0,2531328.0,20177.0,1931.0,0.0,2299.1875,46068.0,1626.0,37.0,62.263,,0.0,0.0,3617.1875,46068.0,2944.0,37.0,74.07,,0.0,1005.0,1005.0,45.6,5957275648.0,68444504064.0,4.419815780053893,1797234688.0,340176896.0,13501.0,1311382.0,0.0,41009.1875,46068.0,40328.0,41.0,66.746,,0.0,1005.0,1,0,0.0,6,14,7189,0.5079769900000001,2179,0.6559316962957382
1995,3.815737009048462,1.0758211612701416,0.0474319458007812,0.3849170207977295,2.3033699989318848,2.2080368995666504,0.0227015018463134,1.4363479614257812,19.0,3515.0,3534.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,0,4,0,2,1,1,1,4,1,0,0,1,1,1,1,1,0,0.0,39347003392.0,134785609728.0,40.3,2405979292160.0,4021580813312.0,44281466.0,161095910.0,16.8,1807405056.0,47465271296.0,1.3409480875943498,21807104.0,2719744.0,20187.0,2042.0,0.0,2299.1875,46068.0,1626.0,37.0,62.229,,0.0,0.0,3617.1875,46068.0,2944.0,37.0,78.561,,0.0,1005.0,1005.0,67.0,5957275648.0,68444504064.0,4.419815780053893,1797234688.0,346300416.0,13528.0,1335175.0,100.0,41009.1875,46068.0,40328.0,45.0,135.403,,55.0,1005.0,1,0,0.0,6,14,7189,0.5079769900000001,2179,0.6559316962957382
1996,3.955279111862183,1.0761899948120115,0.050692081451416,0.3785979747772217,2.3239219188690186,2.221873044967652,0.0217092037200927,1.450700283050537,19.0,3515.0,3534.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,0,4,0,2,1,1,1,4,1,0,0,1,1,1,1,1,1,0.0,39375056896.0,134785609728.0,40.3,2405979296256.0,4021583533056.0,44281467.0,161096079.0,12.8,1807405056.0,47465271296.0,1.3409480875943498,21807104.0,2846720.0,20196.0,2131.0,0.0,2299.1875,46068.0,1626.0,37.0,62.177,,0.0,0.0,3617.1875,46068.0,2944.0,36.0,62.256,,0.0,1005.0,1005.0,69.3,5957275648.0,68444504064.0,4.419815780053893,1797234688.0,355467264.0,13567.0,1371131.0,37.0,41009.1875,46068.0,40328.0,43.0,106.398,,37.0,1005.0,1,0,0.0,6,14,7189,0.5079769900000001,2179,0.6559316962957382
1997,3.8387351036071777,1.0743119716644287,0.0458960533142089,0.3824999332427978,2.258493185043335,2.162547826766968,0.0230419635772705,1.3953008651733398,19.0,3515.0,3534.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,0,4,0,2,1,1,1,4,1,0,0,1,1,1,1,1,1,0.0,39375056896.0,134785609728.0,40.3,2405979296256.0,4021583533056.0,44281467.0,161096079.0,12.8,1807405056.0,47465271296.0,1.3409480875943498,21807104.0,2846720.0,20196.0,2131.0,0.0,2299.1875,46068.0,1626.0,37.0,62.177,,0.0,0.0,3617.1875,46068.0,2944.0,36.0,62.256,,0.0,1005.0,1005.0,69.3,5957275648.0,68444504064.0,4.419815780053893,1797234688.0,355467264.0,13567.0,1371131.0,37.0,41009.1875,46068.0,40328.0,43.0,106.398,,37.0,1005.0,1,0,0.0,6,14,7189,0.5079769900000001,2179,0.6559316962957382
1998,3.976229906082153,1.0756440162658691,0.048583984375,0.3797779083251953,2.2758638858795166,2.178154945373535,0.0232095718383789,1.4052519798278809,19.0,3515.0,3534.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,0,4,0,2,1,1,1,4,1,0,0,1,1,1,1,1,0,0.0,39292657664.0,134785609728.0,40.2,2405979300352.0,4021584069632.0,44281468.0,161096159.0,17.8,1807405056.0,47465271296.0,1.3409480875943498,21807104.0,3047424.0,20216.0,2289.0,0.0,2299.1875,46068.0,1626.0,37.0,63.986,,0.0,0.0,3617.1875,46068.0,2944.0,39.0,77.897,,7.0,1005.0,1005.0,46.8,5957275648.0,68444504064.0,4.419815780053893,1797234688.0,360927232.0,13589.0,1392501.0,0.0,41009.1875,46068.0,40328.0,42.0,67.502,,0.0,1005.0,1,0,0.0,6,14,7189,0.5079769900000001,2179,0.6559316962957382
2000,3.958566904067993,1.0752129554748535,0.0489728450775146,0.3826470375061035,2.121993064880371,2.021852970123291,0.0245344638824462,1.2455768585205078,19.0,3515.0,3534.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,0,4,0,2,1,1,1,4,1,0,0,1,1,1,1,1,1,0.0,39412064256.0,134785609728.0,40.3,2405979300352.0,4021587088384.0,44281468.0,161096375.0,12.8,1807405056.0,47465271296.0,1.3409480875943498,21807104.0,3358720.0,20237.0,2493.0,0.0,2299.1875,46068.0,1626.0,37.0,62.244,,0.0,0.0,3617.1875,46068.0,2944.0,37.0,62.265,,0.0,1005.0,1005.0,67.1,5957275648.0,68444504064.0,4.419815780053893,1797234688.0,376414208.0,13655.0,1453038.0,44.0,41009.1875,46068.0,40328.0,44.0,108.852,,44.0,1005.0,1,0,0.0,6,14,7189,0.5079769900000001,2179,0.6559316962957382
2001,3.996978044509888,1.0768380165100098,0.048746109008789,0.3797559738159179,2.2905280590057373,2.1955060958862305,0.0233950614929199,1.4207277297973633,19.0,3515.0,3534.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,0,4,0,2,1,1,1,4,1,0,0,1,1,1,1,1,0,0.0,39412064256.0,134785609728.0,40.3,2405979300352.0,4021587088384.0,44281468.0,161096375.0,12.8,1807405056.0,47465271296.0,1.3409480875943498,21807104.0,3358720.0,20237.0,2493.0,0.0,2299.1875,46068.0,1626.0,37.0,62.244,,0.0,0.0,3617.1875,46068.0,2944.0,37.0,62.265,,0.0,1005.0,1005.0,67.1,5957275648.0,68444504064.0,4.419815780053893,1797234688.0,376414208.0,13655.0,1453038.0,44.0,41009.1875,46068.0,40328.0,44.0,108.852,,44.0,1005.0,1,0,0.0,6,14,7189,0.5079769900000001,2179,0.6559316962957382
