trace_rowid,query>duration,retrieve>duration,embedding>duration,reranking>duration,llm>duration,llm_request>duration,llm_scheduler>duration,llm_generate>duration,trace@query@llm_token_count_completion,trace@query@llm_token_count_prompt,trace@query@llm_token_count_total,trace@retrieve@retrieve_num,trace@embedding@embedding_model_name,trace@embedding@embedding_vector,trace@reranking@rerank_model_name,trace@reranking@top_k,trace@llm_request@llm_model_name,trace@llm_request@parameters_best_of,trace@llm_request@parameters_max_tokens,trace@llm_request@parameters_n,trace@llm_request@parameters_temperature,trace@llm_request@parameters_top_p,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG,log@rag@httpx - [_client.py:1786] - INFO,log@rag@urllib3.connectionpool - [connectionpool.py:291] - DEBUG,log@rag@openai._base_client - [_base_client.py:446] - DEBUG,log@rag@openai._base_client - [_base_client.py:1585] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO,log@rag@httpcore.connection - [_trace.py:85] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG,log@rag@httpcore.http11 - [_trace.py:85] - DEBUG,log@rag@urllib3.connectionpool - [connectionpool.py:546] - DEBUG,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO,log@vllm@vllm.engine.metrics - [metrics.py:295] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO,metric@qdrant@cpu_usage_percent,metric@qdrant@mem_rss,metric@qdrant@mem_vms,metric@qdrant@mem_memory_percent,metric@qdrant@disk_read_bytes,metric@qdrant@disk_write_bytes,metric@qdrant@disk_read_count,metric@qdrant@disk_write_count,metric@rag@cpu_usage_percent,metric@rag@mem_rss,metric@rag@mem_vms,metric@rag@mem_memory_percent,metric@rag@disk_read_bytes,metric@rag@disk_write_bytes,metric@rag@disk_read_count,metric@rag@disk_write_count,metric@rag@gpu_3_gpu_utilization_percent,metric@rag@gpu_3_gpu_memory_used_MB,metric@rag@gpu_3_gpu_memory_total_MB,metric@rag@gpu_3_gpu_memory_process_used_MB,metric@rag@gpu_3_gpu_temperature_C,metric@rag@gpu_3_gpu_power_W,metric@rag@gpu_3_gpu_sm_activity_percent,metric@rag@gpu_3_gpu_graph_clock,metric@rag@gpu_4_gpu_utilization_percent,metric@rag@gpu_4_gpu_memory_used_MB,metric@rag@gpu_4_gpu_memory_total_MB,metric@rag@gpu_4_gpu_memory_process_used_MB,metric@rag@gpu_4_gpu_temperature_C,metric@rag@gpu_4_gpu_power_W,metric@rag@gpu_4_gpu_sm_activity_percent,metric@rag@gpu_4_gpu_graph_clock,metric@vllm@cpu_usage_percent,metric@vllm@mem_rss,metric@vllm@mem_vms,metric@vllm@mem_memory_percent,metric@vllm@disk_read_bytes,metric@vllm@disk_write_bytes,metric@vllm@disk_read_count,metric@vllm@disk_write_count,metric@vllm@gpu_5_gpu_utilization_percent,metric@vllm@gpu_5_gpu_memory_used_MB,metric@vllm@gpu_5_gpu_memory_total_MB,metric@vllm@gpu_5_gpu_memory_process_used_MB,metric@vllm@gpu_5_gpu_temperature_C,metric@vllm@gpu_5_gpu_power_W,metric@vllm@gpu_5_gpu_sm_activity_percent,metric@vllm@gpu_5_gpu_graph_clock,quality@record@quality_kb,quality@record@quality_prompt,quality@answer_correctness,trace@query@input_value_sum,trace@query@output_value_sum,trace@retrieve@documents_contents_sum,trace@retrieve@documents_scores_top3mean,trace@reranking@output_documents_contents_sum,trace@reranking@output_documents_scores_top3mean
1534,1.6890089511871338,0.0733962059020996,0.0472388267517089,0.3828270435333252,1.2068750858306885,1.1084928512573242,0.0162982940673828,0.4119327068328857,6.0,3088.0,3094.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,2,0,1,1,1,4,0,1,20,4,1,1,1,0,1,0.0,37054427136.0,134785609728.0,33.8,2443570528768.0,4064445174784.0,44844189.0,163620983.0,12.8,1809158144.0,47465267200.0,1.3422487368280016,11739136.0,14155776.0,21161.0,10797.0,0.0,2299.1875,46068.0,1626.0,36.0,58.846,0.0,405.0,0.0,3617.1875,46068.0,2944.0,39.0,63.097,0.0,1005.0,92.7,5899636736.0,68946288640.0,4.377052378147476,9494528.0,791863296.0,15169.0,3087417.0,47.0,41465.1875,46068.0,40784.0,50.0,115.069,47.0,1005.0,0,0,1.0,14,3,5547,0.76441243,1495,0.6685655871406198
1535,2.0483570098876958,0.0711541175842285,0.0469889640808105,0.3844280242919922,1.5643210411071775,1.4620611667633057,0.0220057964324951,0.6483919620513916,9.0,3671.0,3680.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,2,0,1,1,1,4,0,1,20,4,1,1,1,1,1,0.0,37067272192.0,134785609728.0,33.8,2443570528768.0,4064446190592.0,44844189.0,163621147.0,25.4,1809682432.0,47465267200.0,1.3426377160380656,11739136.0,14385152.0,21180.0,10975.0,0.0,2299.1875,46068.0,1626.0,36.0,60.653,0.0,405.0,0.0,3617.1875,46068.0,2944.0,39.0,75.256,0.0,1005.0,82.3,5899636736.0,68946288640.0,4.377052378147476,9494528.0,800903168.0,15207.0,3122689.0,45.0,41465.1875,46068.0,40784.0,51.0,155.685,45.0,1005.0,0,0,0.7415816237971964,11,3,5018,0.6210781833333333,1927,0.4954645981391271
1536,2.5401439666748047,0.073085069656372,0.0473999977111816,0.379692792892456,2.061290979385376,1.960721015930176,0.021266222000122,1.2451739311218262,17.0,3294.0,3311.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,2,0,1,1,1,4,0,1,20,4,1,1,1,0,1,0.0,37067272192.0,134785609728.0,33.8,2443570528768.0,4064446190592.0,44844189.0,163621147.0,25.4,1809682432.0,47465267200.0,1.3426377160380656,11739136.0,14385152.0,21180.0,10975.0,0.0,2299.1875,46068.0,1626.0,36.0,60.653,0.0,405.0,0.0,3617.1875,46068.0,2944.0,39.0,75.256,0.0,1005.0,82.3,5899636736.0,68946288640.0,4.377052378147476,9494528.0,800903168.0,15207.0,3122689.0,45.0,41465.1875,46068.0,40784.0,51.0,155.685,45.0,1005.0,0,0,0.3236067977499789,14,10,5542,0.6745795166666667,1734,0.6684332991329333
1537,1.7288520336151123,0.0747439861297607,0.0478079319000244,0.3843460083007812,1.242738962173462,1.1440198421478271,0.0231544971466064,0.2874984741210937,4.0,3923.0,3927.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,2,0,1,1,1,4,0,1,20,4,1,1,1,0,1,0.0,37067272192.0,134785609728.0,33.8,2443570528768.0,4064446190592.0,44844189.0,163621147.0,25.4,1809682432.0,47465267200.0,1.3426377160380656,11739136.0,14385152.0,21180.0,10975.0,0.0,2299.1875,46068.0,1626.0,36.0,60.653,0.0,405.0,0.0,3617.1875,46068.0,2944.0,39.0,75.256,0.0,1005.0,82.3,5899636736.0,68946288640.0,4.377052378147476,9494528.0,800903168.0,15207.0,3122689.0,45.0,41465.1875,46068.0,40784.0,51.0,155.685,45.0,1005.0,0,0,1.0,10,2,6405,0.7918241466666668,2352,0.9968658487002054
1538,2.691071033477783,0.076164960861206,0.0465579032897949,0.3824148178100586,2.203685998916626,2.105903148651123,0.0123023986816406,1.2883293628692627,17.0,3780.0,3797.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,2,0,1,1,1,4,0,1,20,4,1,1,1,1,1,0.0,37105340416.0,134785609728.0,33.8,2443570528768.0,4064447861760.0,44844189.0,163621175.0,32.8,1810206720.0,47465267200.0,1.3430266952481296,11739136.0,14774272.0,21210.0,11242.0,0.0,2299.1875,46068.0,1626.0,36.0,61.716,0.0,405.0,55.0,3617.1875,46068.0,2944.0,40.0,119.737,0.0,1005.0,74.7,5899636736.0,68946288640.0,4.377052378147476,9494528.0,808275968.0,15237.0,3151178.0,52.0,41465.1875,46068.0,40784.0,53.0,98.02,52.0,1005.0,0,0,0.199893122852962,9,11,6666,0.8015229,2318,0.9882291952768961
1539,2.5329458713531494,0.0722231864929199,0.0469741821289062,0.3763179779052734,2.0609588623046875,1.961988925933838,0.0207908153533935,1.2472832202911377,17.0,3225.0,3242.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,2,0,1,1,1,4,0,1,20,4,1,1,1,0,1,0.0,37105340416.0,134785609728.0,33.8,2443570528768.0,4064447861760.0,44844189.0,163621175.0,32.8,1810206720.0,47465267200.0,1.3430266952481296,11739136.0,14774272.0,21210.0,11242.0,0.0,2299.1875,46068.0,1626.0,36.0,61.716,0.0,405.0,55.0,3617.1875,46068.0,2944.0,40.0,119.737,0.0,1005.0,74.7,5899636736.0,68946288640.0,4.377052378147476,9494528.0,808275968.0,15237.0,3151178.0,52.0,41465.1875,46068.0,40784.0,53.0,98.02,52.0,1005.0,0,0,0.1771365875178457,9,13,6256,0.82154527,1873,0.9796202381451925
1540,3.5551681518554688,0.0711631774902343,0.0465500354766845,0.3811180591583252,3.072514057159424,2.9770140647888184,0.0234785079956054,2.1446533203125,32.0,3799.0,3831.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,2,0,1,1,1,4,0,1,20,4,1,1,1,1,1,0.0,37127401472.0,134785609728.0,33.8,2443570528768.0,4064472040448.0,44844189.0,163621581.0,25.4,1810206720.0,47465267200.0,1.3430266952481296,11739136.0,15024128.0,21230.0,11420.0,0.0,2299.1875,46068.0,1626.0,36.0,61.266,0.0,405.0,76.0,3617.1875,46068.0,2944.0,40.0,89.479,76.0,1005.0,82.8,5899636736.0,68946288640.0,4.377052378147476,9494528.0,817696768.0,15277.0,3187943.0,26.0,41465.1875,46068.0,40784.0,52.0,95.963,26.0,1005.0,0,0,0.2720242457673751,8,19,6023,0.7279212333333334,1978,0.9883052905400594
1541,2.544574022293091,0.0777409076690673,0.0475170612335205,0.3784611225128174,2.0565378665924072,1.9657189846038816,0.0207581520080566,1.3895504474639893,19.0,2601.0,2620.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,2,0,1,1,1,4,0,1,20,4,1,1,1,0,1,0.0,37123858432.0,134785609728.0,33.8,2443570528768.0,4064490464256.0,44844189.0,163621793.0,12.2,1810731008.0,47465267200.0,1.3434156744581938,11739136.0,15130624.0,21239.0,11509.0,0.0,2299.1875,46068.0,1626.0,36.0,58.856,0.0,405.0,0.0,3617.1875,46068.0,2944.0,39.0,74.956,0.0,1005.0,92.9,5899636736.0,68946288640.0,4.377052378147476,9494528.0,829693952.0,15330.0,3235099.0,31.0,41465.1875,46068.0,40784.0,51.0,108.525,31.0,1005.0,0,0,0.296116135138184,4,11,5378,0.7668671433333333,1148,0.9943227370580038
1542,2.8338398933410645,0.0727739334106445,0.0469319820404052,0.3892920017242431,2.346472978591919,2.2953641414642334,0.0114393234252929,1.5329747200012207,21.0,3511.0,3532.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,2,0,1,1,1,4,0,1,20,4,1,1,1,1,1,0.0,37123858432.0,134785609728.0,33.8,2443570528768.0,4064490464256.0,44844189.0,163621793.0,12.2,1810731008.0,47465267200.0,1.3434156744581938,11739136.0,15130624.0,21239.0,11509.0,0.0,2299.1875,46068.0,1626.0,36.0,58.856,0.0,405.0,0.0,3617.1875,46068.0,2944.0,39.0,74.956,0.0,1005.0,92.9,5899636736.0,68946288640.0,4.377052378147476,9494528.0,829693952.0,15330.0,3235099.0,31.0,41465.1875,46068.0,40784.0,51.0,108.525,31.0,1005.0,0,0,0.433927908579091,8,9,5578,0.6264936533333333,1803,0.3337752530351281
1543,2.095625877380371,0.0832440853118896,0.0472819805145263,0.3772830963134765,1.609523057937622,1.5179200172424316,0.0193109512329101,0.9707810878753662,13.0,2320.0,2333.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,2,0,1,1,1,4,0,1,20,4,1,1,1,0,1,0.0,37085908992.0,134785609728.0,33.8,2443570528768.0,4064491070464.0,44844189.0,163621889.0,12.2,1810731008.0,47465267200.0,1.3434156744581938,11739136.0,15130624.0,21239.0,11509.0,0.0,2299.1875,46068.0,1626.0,36.0,58.856,0.0,405.0,0.0,3617.1875,46068.0,2944.0,39.0,74.956,0.0,1005.0,92.9,5899636736.0,68946288640.0,4.377052378147476,9494528.0,829693952.0,15330.0,3235099.0,31.0,41465.1875,46068.0,40784.0,51.0,108.525,31.0,1005.0,0,0,0.4486164839335468,6,9,5355,0.6911535766666667,1027,0.9953462481498718
1544,3.242799997329712,0.083932876586914,0.0623199939727783,0.376777172088623,2.756403923034668,2.654646158218384,0.0187091827392578,1.8253889083862305,25.0,3781.0,3806.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,2,0,1,1,1,4,0,1,20,4,1,1,1,1,1,0.0,37085908992.0,134785609728.0,33.8,2443570528768.0,4064491070464.0,44844189.0,163621889.0,25.4,1810731008.0,47465267200.0,1.3434156744581938,11739136.0,15347712.0,21262.0,11709.0,0.0,2299.1875,46068.0,1626.0,36.0,58.767,0.0,405.0,0.0,3617.1875,46068.0,2944.0,39.0,75.26,0.0,1005.0,81.9,5899636736.0,68946288640.0,4.377052378147476,9494528.0,839737344.0,15371.0,3274379.0,47.0,41465.1875,46068.0,40784.0,50.0,109.91,47.0,1005.0,0,0,0.2141086228215638,12,18,6673,0.7865639166666667,2074,0.9999275207519531
1545,2.75199818611145,0.0744719505310058,0.0472829341888427,0.3775041103363037,2.2708160877227783,2.177072048187256,0.0225396156311035,1.4693324565887451,20.0,3178.0,3198.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,2,0,1,1,1,4,0,1,20,4,1,1,1,0,1,0.0,37081526272.0,134785609728.0,33.8,2443570528768.0,4064493396992.0,44844189.0,163622020.0,17.4,1810731008.0,47465267200.0,1.3434156744581938,11739136.0,15585280.0,21278.0,11865.0,0.0,2299.1875,46068.0,1626.0,36.0,58.856,0.0,405.0,0.0,3617.1875,46068.0,2944.0,39.0,79.295,0.0,1005.0,87.8,5899636736.0,68946288640.0,4.377052378147476,9494528.0,849137664.0,15413.0,3311118.0,43.0,41465.1875,46068.0,40784.0,51.0,142.532,43.0,1005.0,0,0,0.0,8,17,5548,0.6212946866666667,1606,0.7033717930316925
