trace_rowid,query>duration,retrieve>duration,embedding>duration,reranking>duration,llm>duration,llm_request>duration,llm_scheduler>duration,llm_generate>duration,trace@query@llm_token_count_completion,trace@query@llm_token_count_prompt,trace@query@llm_token_count_total,trace@retrieve@retrieve_num,trace@embedding@embedding_model_name,trace@embedding@embedding_vector,trace@reranking@rerank_model_name,trace@reranking@top_k,trace@llm_request@llm_model_name,trace@llm_request@parameters_best_of,trace@llm_request@parameters_max_tokens,trace@llm_request@parameters_n,trace@llm_request@parameters_temperature,trace@llm_request@parameters_top_p,log@rag@httpcore.http11 - [_trace.py:85] - DEBUG,log@rag@openai._base_client - [_base_client.py:1585] - DEBUG,log@rag@httpx - [_client.py:1786] - INFO,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO,log@rag@httpcore.connection - [_trace.py:85] - DEBUG,log@rag@openai._base_client - [_base_client.py:446] - DEBUG,log@rag@urllib3.connectionpool - [connectionpool.py:291] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG,log@rag@urllib3.connectionpool - [connectionpool.py:546] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:158] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG,log@vllm@vllm.engine.metrics - [metrics.py:295] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG,metric@qdrant@cpu_usage_percent,metric@qdrant@mem_rss,metric@qdrant@mem_vms,metric@qdrant@mem_memory_percent,metric@qdrant@disk_read_bytes,metric@qdrant@disk_write_bytes,metric@qdrant@disk_read_count,metric@qdrant@disk_write_count,metric@rag@cpu_usage_percent,metric@rag@mem_rss,metric@rag@mem_vms,metric@rag@mem_memory_percent,metric@rag@disk_read_bytes,metric@rag@disk_write_bytes,metric@rag@disk_read_count,metric@rag@disk_write_count,metric@rag@gpu_3_gpu_utilization_percent,metric@rag@gpu_3_gpu_memory_used_MB,metric@rag@gpu_3_gpu_memory_total_MB,metric@rag@gpu_3_gpu_memory_process_used_MB,metric@rag@gpu_3_gpu_temperature_C,metric@rag@gpu_3_gpu_power_W,metric@rag@gpu_3_gpu_sm_activity_percent,metric@rag@gpu_3_gpu_graph_clock,metric@rag@gpu_4_gpu_utilization_percent,metric@rag@gpu_4_gpu_memory_used_MB,metric@rag@gpu_4_gpu_memory_total_MB,metric@rag@gpu_4_gpu_memory_process_used_MB,metric@rag@gpu_4_gpu_temperature_C,metric@rag@gpu_4_gpu_power_W,metric@rag@gpu_4_gpu_sm_activity_percent,metric@rag@gpu_4_gpu_graph_clock,metric@vllm@cpu_usage_percent,metric@vllm@mem_rss,metric@vllm@mem_vms,metric@vllm@mem_memory_percent,metric@vllm@disk_read_bytes,metric@vllm@disk_write_bytes,metric@vllm@disk_read_count,metric@vllm@disk_write_count,metric@vllm@gpu_5_gpu_utilization_percent,metric@vllm@gpu_5_gpu_memory_used_MB,metric@vllm@gpu_5_gpu_memory_total_MB,metric@vllm@gpu_5_gpu_memory_process_used_MB,metric@vllm@gpu_5_gpu_temperature_C,metric@vllm@gpu_5_gpu_power_W,metric@vllm@gpu_5_gpu_sm_activity_percent,metric@vllm@gpu_5_gpu_graph_clock,quality@record@quality_kb,quality@record@quality_prompt,quality@answer_correctness,trace@query@input_value_sum,trace@query@output_value_sum,trace@retrieve@documents_contents_sum,trace@retrieve@documents_scores_top3mean,trace@reranking@output_documents_contents_sum,trace@reranking@output_documents_scores_top3mean
5489,5.406646013259888,0.0827898979187011,0.0532779693603515,0.2936339378356933,0.9927089214324952,0.8914260864257812,0.0223076343536376,0.2708334922790527,4.0,3923.0,3927.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,4,1,0,1,4,1,1,2,1,1,1,1,1,0.0,11426770944.0,134785622016.0,12.5,76013290496.0,10552665088.0,715980.0,219519.0,12.2,1812234240.0,47465271296.0,1.3445308282102042,0.0,14741504.0,21159.0,11671.0,0.0,2299.1875,46068.0,1626.0,41.0,78.733,0.0,1740.0,0.0,3617.1875,46068.0,2944.0,40.0,101.015,0.0,1740.0,21.0,5873520640.0,68914384896.0,4.357675953969906,1884160.0,771002368.0,15284.0,2993153.0,0.0,41457.1875,46068.0,40776.0,47.0,118.332,0.0,1740.0,0,0,1.0,10,2,6405,0.7918241466666668,2352,0.9968658487002054
5490,6.325007915496826,0.0813570022583007,0.0514719486236572,0.3022351264953613,1.8978970050811768,1.8018860816955569,0.0233237743377685,1.2042298316955566,17.0,3780.0,3797.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,4,1,0,1,4,1,1,2,1,1,1,1,1,0.0,11330105344.0,134785622016.0,12.5,76013290496.0,10557985792.0,715980.0,219667.0,12.6,1812758528.0,47465271296.0,1.344919807384806,0.0,14880768.0,21167.0,11746.0,0.0,2299.1875,46068.0,1626.0,41.0,80.781,0.0,1740.0,0.0,3617.1875,46068.0,2944.0,40.0,97.808,0.0,1740.0,28.4,5873520640.0,68914384896.0,4.357675953969906,1884160.0,773705728.0,15297.0,3003651.0,43.0,41457.1875,46068.0,40776.0,49.0,194.999,43.0,1740.0,0,0,0.199893122852962,9,11,6666,0.8015229,2318,0.9882291952768961
5491,6.228986024856567,0.0793819427490234,0.0502228736877441,0.2932991981506347,1.8238649368286133,1.7290611267089844,0.0217819213867187,1.2207190990447998,17.0,3225.0,3242.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,4,1,0,1,4,1,1,2,1,1,1,1,1,0.0,11284523008.0,134785622016.0,12.4,76013290496.0,10567691264.0,715980.0,219849.0,5.8,1812758528.0,47465271296.0,1.344919807384806,0.0,15007744.0,21178.0,11849.0,0.0,2299.1875,46068.0,1626.0,41.0,79.84,0.0,1740.0,0.0,3617.1875,46068.0,2944.0,40.5,96.708,0.0,1740.0,19.5,5873520640.0,68914384896.0,4.357675953969906,1884160.0,778514432.0,15315.5,3022449.5,50.0,41457.1875,46068.0,40776.0,50.0,117.388,50.0,1627.5,0,0,0.1771365875178457,9,13,6256,0.82154527,1873,0.9796202381451925
5492,7.46147894859314,0.077219009399414,0.0495579242706298,0.2883658409118652,3.0621559619903564,3.002638101577759,0.0166165828704834,2.40726900100708,32.0,3799.0,3831.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,4,1,0,1,4,1,1,2,1,1,1,1,1,0.0,11250429952.0,134785622016.0,12.4,76013290496.0,10577236992.0,715980.0,219995.0,3.6,1812758528.0,47465271296.0,1.344919807384806,0.0,15138816.0,21188.0,11950.0,0.0,2299.1875,46068.0,1626.0,41.0,78.743,0.0,1740.0,0.0,3617.1875,46068.0,2944.0,40.0,77.622,0.0,1740.0,63.3,5873520640.0,68914384896.0,4.357675953969906,1884160.0,788836352.0,15359.0,3062966.0,0.0,41457.1875,46068.0,40776.0,47.0,84.619,0.0,1740.0,0,0,0.2720242457673751,8,19,6023,0.7279212333333334,1978,0.9883052905400594
5493,6.301700115203857,0.0780870914459228,0.0511732101440429,0.2902181148529053,1.8986740112304688,1.8037440776824951,0.0198087692260742,1.3891172409057615,19.0,2601.0,2620.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,4,1,0,1,4,1,1,2,1,1,1,1,1,0.0,11231956992.0,134785622016.0,12.4,76013290496.0,10586747904.0,715980.0,220153.0,10.8,1812758528.0,47465271296.0,1.344919807384806,0.0,15245312.0,21197.0,12043.0,0.0,2299.1875,46068.0,1626.0,41.0,79.346,0.0,1740.0,0.0,3617.1875,46068.0,2944.0,40.0,77.87,0.0,1740.0,39.6,5873520640.0,68914384896.0,4.357675953969906,1884160.0,794013696.0,15381.0,3083250.0,0.0,41457.1875,46068.0,40776.0,47.0,118.669,0.0,1740.0,0,0,0.296116135138184,4,11,5378,0.7668671433333333,1148,0.9943227370580038
5494,6.616219997406006,0.0811281204223632,0.0515990257263183,0.2929079532623291,2.204737901687622,2.108189821243286,0.0225031375885009,1.5583553314208984,21.0,3511.0,3532.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,4,1,0,1,4,1,1,2,1,1,1,1,1,0.0,11219206144.0,134785622016.0,12.4,76013290496.0,10597721088.0,715980.0,220323.0,11.8,1812758528.0,47465271296.0,1.344919807384806,0.0,15360000.0,21205.0,12118.0,0.0,2299.1875,46068.0,1626.0,41.0,80.374,0.0,1740.0,0.0,3617.1875,46068.0,2944.0,40.0,99.429,0.0,1740.0,33.8,5873520640.0,68914384896.0,4.357675953969906,1884160.0,797679616.0,15398.0,3097574.0,44.0,41457.1875,46068.0,40776.0,49.0,137.826,44.0,1740.0,0,0,0.433927908579091,8,9,5578,0.6264936533333333,1803,0.3337752530351281
5495,5.7155468463897705,0.0755090713500976,0.05013108253479,0.2873029708862304,1.3216729164123535,1.2274959087371826,0.0184564590454101,0.8435900211334229,12.0,2320.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,4,1,0,1,4,1,1,2,1,1,1,1,1,0.0,11202027520.0,134785622016.0,12.4,76013290496.0,10603787264.0,715980.0,220453.0,10.0,1812758528.0,47465271296.0,1.344919807384806,0.0,15466496.0,21214.0,12211.0,0.0,2299.1875,46068.0,1626.0,41.0,82.128,0.0,1740.0,90.0,3617.1875,46068.0,2944.0,43.0,123.017,90.0,1725.0,13.2,5873520640.0,68914384896.0,4.357675953969906,1884160.0,800178176.0,15408.0,3107297.0,0.0,41457.1875,46068.0,40776.0,50.0,91.001,4.0,1740.0,0,0,0.4936862178478973,6,8,5355,0.6911535766666667,1027,0.9953462481498718
5496,6.9600830078125,0.0796921253204345,0.0533499717712402,0.296915054321289,2.5510029792785645,2.4538979530334477,0.0228090286254882,1.855426549911499,25.0,3781.0,3806.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,4,1,0,1,4,1,1,2,1,1,1,1,1,0.0,11209447424.0,134785622016.0,12.4,76013290496.0,10613902336.0,715980.0,220625.5,5.2,1812758528.0,47465271296.0,1.344919807384806,0.0,15568896.0,21225.0,12304.0,1.0,2299.1875,46068.0,1626.0,41.0,79.7315,1.0,1740.0,0.0,3617.1875,46068.0,2944.0,42.5,86.601,0.0,1635.0,34.25,5873520640.0,68914384896.0,4.357675953969906,1884160.0,806645760.0,15434.0,3132722.0,0.0,41457.1875,46068.0,40776.0,46.5,84.462,0.0,1740.0,0,0,0.2141086228215638,12,18,6673,0.7865639166666667,2074,0.9999275207519531
5498,7.196948051452637,0.0776841640472412,0.0496621131896972,0.2932901382446289,2.7904839515686035,2.6939258575439453,0.022646427154541,2.1211998462677,28.0,3710.0,3738.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,4,1,0,1,4,1,1,2,1,0,1,1,1,0.0,11198103552.0,134785622016.0,12.4,76013290496.0,10629305344.0,715980.0,220855.0,11.6,1812525056.0,47465271296.0,1.3447465900961162,0.0,15839232.0,21243.0,12490.0,0.0,2299.1875,46068.0,1626.0,41.0,79.298,0.0,1740.0,0.0,3617.1875,46068.0,2944.0,40.0,78.341,0.0,1740.0,44.8,5873520640.0,68914384896.0,4.357675953969906,1884160.0,820445184.0,15494.0,3186760.0,36.0,41457.1875,46068.0,40776.0,50.0,140.57,38.0,1740.0,0,0,0.1353954059492991,12,20,6896,0.7809319,2027,0.9998102188110352
5499,5.487987995147705,0.0759408473968505,0.0507130622863769,0.2881901264190674,1.094238042831421,0.9924988746643066,0.0241672992706298,0.4879004955291748,7.0,3185.0,3192.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,4,1,0,1,4,1,1,2,1,1,1,1,1,0.0,11200212992.0,134785622016.0,12.4,76013290496.0,10634843136.0,715980.0,220971.0,11.2,1812525056.0,47465271296.0,1.3447465900961162,0.0,15958016.0,21253.0,12583.0,0.0,2299.1875,46068.0,1626.0,41.0,79.865,0.0,1740.0,0.0,3617.1875,46068.0,2944.0,41.0,106.794,0.0,1740.0,13.0,5873520640.0,68914384896.0,4.357675953969906,1884160.0,823123968.0,15505.0,3197184.0,99.0,41457.1875,46068.0,40776.0,54.0,124.725,99.0,1500.0,0,0,0.4553418012614796,9,3,6553,0.5887361866666666,1662,0.6682607141944269
5508,7.8471360206604,0.0770490169525146,0.0502150058746337,0.2896051406860351,3.44921612739563,3.3548200130462646,0.0219879150390625,2.802419185638428,37.0,3561.0,3598.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,4,1,0,1,4,1,1,2,1,1,1,1,1,0.0,11190030336.0,134785622016.0,12.4,76013290496.0,10728217600.0,715980.0,222537.0,5.6000000000000005,1813049344.0,47465271296.0,1.345135569270718,0.0,17031168.0,21343.0,13430.0,0.0,2299.1875,46068.0,1626.0,41.0,80.13149999999999,0.0,1740.0,0.0,3617.1875,46068.0,2944.0,40.5,110.7035,0.0,1740.0,31.5,5873520640.0,68914384896.0,4.357675953969906,1884160.0,875810816.0,15727.0,3403634.5,49.5,41457.1875,46068.0,40776.0,50.0,137.82600000000002,49.5,1732.5,0,0,0.1837018111070019,5,23,6498,0.5262027366666667,1978,0.9580722451210022
5512,6.987653970718384,0.0757019519805908,0.0496580600738525,0.2932908535003662,2.5872039794921875,2.492563009262085,0.0217278003692626,1.98757004737854,28.0,3219.0,3247.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,4,1,0,1,4,1,1,2,1,1,1,1,1,0.0,11186307072.0,134785622016.0,12.4,76013290496.0,10761745408.0,715980.0,223107.0,10.2,1812697088.0,47465271296.0,1.3448742238877824,0.0,17543168.0,21380.0,13792.0,0.0,2299.1875,46068.0,1626.0,41.0,78.906,0.0,1740.0,0.0,3617.1875,46068.0,2944.0,40.0,77.979,0.0,1740.0,50.7,5873520640.0,68914384896.0,4.357675953969906,1884160.0,895102976.0,15822.0,3479043.0,34.0,41457.1875,46068.0,40776.0,50.0,137.453,34.0,1740.0,0,0,0.2434433619633035,6,16,5348,0.7090062466666667,1586,0.9996173977851868
