trace_rowid,query>duration,retrieve>duration,embedding>duration,reranking>duration,llm>duration,llm_request>duration,llm_scheduler>duration,llm_generate>duration,trace@query@llm_token_count_completion,trace@query@llm_token_count_prompt,trace@query@llm_token_count_total,trace@retrieve@retrieve_num,trace@embedding@embedding_model_name,trace@embedding@embedding_vector,trace@reranking@rerank_model_name,trace@reranking@top_k,trace@llm_request@llm_model_name,trace@llm_request@parameters_best_of,trace@llm_request@parameters_max_tokens,trace@llm_request@parameters_n,trace@llm_request@parameters_temperature,trace@llm_request@parameters_top_p,log@rag@httpcore.http11 - [_trace.py:85] - DEBUG,log@rag@openai._base_client - [_base_client.py:1585] - DEBUG,log@rag@httpx - [_client.py:1786] - INFO,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO,log@rag@httpcore.connection - [_trace.py:85] - DEBUG,log@rag@openai._base_client - [_base_client.py:446] - DEBUG,log@rag@urllib3.connectionpool - [connectionpool.py:291] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG,log@rag@urllib3.connectionpool - [connectionpool.py:546] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG,log@rag@urllib3.connectionpool - [connectionpool.py:243] - DEBUG,log@rag@opentelemetry.sdk.trace.export - [__init__.py:116] - ERROR,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG,log@vllm@vllm.engine.metrics - [metrics.py:295] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG,metric@qdrant@cpu_usage_percent,metric@qdrant@mem_rss,metric@qdrant@mem_vms,metric@qdrant@mem_memory_percent,metric@qdrant@disk_read_bytes,metric@qdrant@disk_write_bytes,metric@qdrant@disk_read_count,metric@qdrant@disk_write_count,metric@rag@cpu_usage_percent,metric@rag@mem_rss,metric@rag@mem_vms,metric@rag@mem_memory_percent,metric@rag@disk_read_bytes,metric@rag@disk_write_bytes,metric@rag@disk_read_count,metric@rag@disk_write_count,metric@rag@gpu_3_gpu_utilization_percent,metric@rag@gpu_3_gpu_memory_used_MB,metric@rag@gpu_3_gpu_memory_total_MB,metric@rag@gpu_3_gpu_memory_process_used_MB,metric@rag@gpu_3_gpu_temperature_C,metric@rag@gpu_3_gpu_power_W,metric@rag@gpu_3_gpu_sm_activity_percent,metric@rag@gpu_3_gpu_graph_clock,metric@rag@gpu_4_gpu_utilization_percent,metric@rag@gpu_4_gpu_memory_used_MB,metric@rag@gpu_4_gpu_memory_total_MB,metric@rag@gpu_4_gpu_memory_process_used_MB,metric@rag@gpu_4_gpu_temperature_C,metric@rag@gpu_4_gpu_power_W,metric@rag@gpu_4_gpu_sm_activity_percent,metric@rag@gpu_4_gpu_graph_clock,metric@vllm@cpu_usage_percent,metric@vllm@mem_rss,metric@vllm@mem_vms,metric@vllm@mem_memory_percent,metric@vllm@disk_read_bytes,metric@vllm@disk_write_bytes,metric@vllm@disk_read_count,metric@vllm@disk_write_count,metric@vllm@gpu_5_gpu_utilization_percent,metric@vllm@gpu_5_gpu_memory_used_MB,metric@vllm@gpu_5_gpu_memory_total_MB,metric@vllm@gpu_5_gpu_memory_process_used_MB,metric@vllm@gpu_5_gpu_temperature_C,metric@vllm@gpu_5_gpu_power_W,metric@vllm@gpu_5_gpu_sm_activity_percent,metric@vllm@gpu_5_gpu_graph_clock,quality@record@quality_kb,quality@record@quality_prompt,quality@answer_correctness,trace@query@input_value_sum,trace@query@output_value_sum,trace@retrieve@documents_contents_sum,trace@retrieve@documents_scores_top3mean,trace@reranking@output_documents_contents_sum,trace@reranking@output_documents_scores_top3mean
323,7.794222116470337,1.494873046875,1.0970680713653564,4.4001569747924805,1.4991340637207031,1.1422090530395508,0.0218658447265625,0.438277006149292,6.0,3088.0,3094.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,8,1,0,1,4,1,1,0,0,1,1,1,1,1,0.0,36337022976.0,134785609728.0,33.3,2443124892160.0,4051511704576.0,44826091.0,162767051.5,2.8,1808629760.0,47465263104.0,1.341856718717859,876154880.0,2363392.0,20217.5,2074.0,0.5,2299.1875,46068.0,1626.0,37.0,62.7385,0.5,1005.0,26.0,3617.1875,46068.0,2944.0,36.5,103.318,26.0,1005.0,37.15,5951246336.0,68676349952.0,4.415342519138157,3008274432.0,319586304.0,13337.0,1231032.0,0.0,41249.1875,46068.0,40568.0,39.0,65.1985,0.0,1005.0,0,0,1.0,14,3,5547,0.76441243,1495,0.6685655871406198
324,7.600268840789795,1.5969469547271729,1.1967339515686035,3.8993520736694336,1.7835159301757812,1.494473934173584,0.0234122276306152,0.6752443313598633,9.0,3671.0,3680.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,8,1,0,1,4,1,1,0,0,1,1,1,1,1,0.0,36342566912.0,134785609728.0,33.3,2443124892160.0,4051517871104.0,44826091.0,162767223.0,3.8,1808629760.0,47465263104.0,1.341856718717859,876154880.0,2498560.0,20233.0,2194.0,0.0,2299.1875,46068.0,1626.0,37.0,62.17,0.0,1005.0,0.0,3617.1875,46068.0,2944.0,36.0,61.987,0.0,1005.0,26.2,5951246336.0,68676349952.0,4.415342519138157,3008274432.0,321925120.0,13346.0,1240135.0,0.0,41249.1875,46068.0,40568.0,39.0,64.611,0.0,1005.0,0,0,0.7415816237971964,11,3,5018,0.6210781833333333,1927,0.4954645981391271
325,9.205810070037842,1.498579025268555,1.0021719932556152,4.899490118026733,2.403869867324829,2.0342321395874023,0.0268113613128662,1.3086776733398438,17.0,3294.0,3311.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,8,1,1,1,4,1,1,0,0,1,1,1,1,1,0.0,36354983936.0,134785609728.0,33.3,2443124892160.0,4051527183360.0,44826091.0,162767797.5,3.7,1809416192.0,47465263104.0,1.342440187532955,876154880.0,2588672.0,20243.0,2272.5,0.5,2299.1875,46068.0,1626.0,37.0,62.441,0.5,1005.0,14.0,3617.1875,46068.0,2944.0,36.0,75.9655,14.0,1005.0,17.2,5951246336.0,68676349952.0,4.415342519138157,3008274432.0,324952064.0,13357.0,1251927.0,0.0,41249.1875,46068.0,40568.0,39.0,71.0925,0.0,1005.0,0,0,0.3236067977499789,14,10,5542,0.6745795166666667,1734,0.6684332991329333
326,8.004727125167847,1.397592067718506,0.9002649784088135,4.797615051269531,1.4365448951721191,1.1419031620025637,0.0236093997955322,0.2822518348693847,4.0,3923.0,3927.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,8,1,0,1,4,1,1,0,0,1,1,1,1,1,0.0,36356368384.0,134785609728.0,33.3,2443124892160.0,4051531086848.0,44826091.0,162768001.0,3.6,1810202624.0,47465263104.0,1.343023656348051,876154880.0,2781184.0,20260.5,2407.0,0.0,2299.1875,46068.0,1626.0,37.0,62.8745,0.0,1005.0,0.0,3617.1875,46068.0,2944.0,36.0,84.9665,0.0,1005.0,22.8,5951246336.0,68676349952.0,4.415342519138157,3008274432.0,329850880.0,13377.0,1271122.5,0.0,41249.1875,46068.0,40568.0,39.0,67.4375,0.0,1005.0,0,0,1.0,10,2,6405,0.7918241466666668,2352,0.9968658487002054
327,8.60564112663269,1.398198127746582,0.9010579586029052,4.296837091445923,2.568498134613037,2.2735538482666016,0.0231909751892089,1.4417498111724854,19.0,3780.0,3799.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,8,1,0,1,4,1,1,0,0,1,1,1,1,1,0.0,36136497152.0,134785609728.0,33.1,2443124892160.0,4051537339392.0,44826091.0,162768237.0,4.0,1810726912.0,47465263104.0,1.343412635558115,876154880.0,2891776.0,20272.0,2496.0,0.0,2299.1875,46068.0,1626.0,37.0,62.177,0.0,1005.0,0.0,3617.1875,46068.0,2944.0,36.0,62.04,0.0,1005.0,23.4,5951246336.0,68911230976.0,4.415342519138157,3008274432.0,331767808.0,13384.0,1278496.0,0.0,41465.1875,46068.0,40784.0,39.0,64.749,0.0,1005.0,0,0,0.175,9,13,6666,0.8015229,2318,0.9882291952768961
328,9.498821020126345,1.5022950172424316,1.1005799770355225,4.998153924942017,2.5001699924468994,2.143554925918579,0.0221357345581054,1.4256715774536133,19.0,3225.0,3244.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,8,1,1,1,4,1,1,0,0,1,1,1,1,1,0.0,36297244672.0,134785609728.0,33.2,2443124892160.0,4051538674688.0,44826091.0,162768373.0,4.2,1810726912.0,47465263104.0,1.343412635558115,876154880.0,3026944.0,20285.0,2596.0,0.0,2299.1875,46068.0,1626.0,37.0,62.178,0.0,1005.0,0.0,3617.1875,46068.0,2944.0,36.0,61.983,0.0,1005.0,1.2,5951246336.0,68911230976.0,4.415342519138157,3008274432.0,337137664.0,13420.0,1299519.0,0.0,41465.1875,46068.0,40784.0,39.0,64.66,0.0,1005.0,0,0,0.1704545454545454,9,14,6256,0.82154527,1873,0.9796202381451925
329,10.693898916244509,1.5952749252319336,1.19524884223938,5.001365184783936,3.598794937133789,3.289699077606201,0.0238525867462158,2.457634925842285,32.0,3799.0,3831.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,8,1,1,1,4,1,1,0,0,1,1,1,1,1,0.0,36276860928.0,134785609728.0,33.2,2443124892160.0,4051550891008.0,44826091.0,162768707.0,3.2,1810726912.0,47465263104.0,1.343412635558115,876154880.0,3117056.0,20294.0,2676.5,0.0,2299.1875,46068.0,1626.0,37.0,62.841,0.5,1005.0,2.0,3617.1875,46068.0,2944.0,36.5,73.33250000000001,2.0,1005.0,24.0,5951246336.0,68911230976.0,4.415342519138157,3008274432.0,342409216.0,13442.0,1320181.0,0.0,41465.1875,46068.0,40784.0,39.5,66.2885,0.0,1005.0,0,0,0.2720242457673751,8,19,6023,0.7279212333333334,1978,0.9883052905400594
330,8.118393898010254,1.692228078842163,1.1954948902130127,3.698840856552124,2.319751024246216,1.9328670501708984,0.019874095916748,1.3559465408325195,18.0,2601.0,2619.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,8,1,0,1,4,1,1,0,0,1,1,1,1,1,0.0,36235925504.0,134785609728.0,33.2,2443124892160.0,4051557577728.0,44826091.0,162768931.5,3.1,1810106368.0,47465263104.0,1.3429522421962037,876154880.0,3237888.0,20306.0,2778.0,0.0,2299.1875,46068.0,1626.0,37.0,62.1965,0.0,1005.0,18.5,3617.1875,46068.0,2944.0,37.0,87.87,18.5,1005.0,35.800000000000004,5951246336.0,68911230976.0,4.415342519138157,3008274432.0,350703616.0,13477.0,1352724.0,0.0,41465.1875,46068.0,40784.0,39.5,78.46950000000001,0.0,1005.0,0,0,0.3152352563430426,4,10,5378,0.7668671433333333,1148,0.9943227370580038
331,9.000550031661987,1.3020870685577393,0.998319149017334,4.50175404548645,2.7705249786376958,2.478238105773926,0.0223753452301025,1.7049317359924316,22.0,3511.0,3533.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,8,1,0,1,4,1,1,0,0,1,1,1,1,1,0.0,36216946688.0,134785609728.0,33.2,2443124892160.0,4051563303936.0,44826091.0,162769156.5,3.1,1810010112.0,47465263104.0,1.3428808280443556,876154880.0,3405824.0,20323.5,2916.0,0.0,2299.1875,46068.0,1626.0,37.0,62.237,0.0,1005.0,0.0,3617.1875,46068.0,2944.0,36.0,66.77199999999999,0.0,1005.0,31.200000000000003,5951246336.0,68911230976.0,4.415342519138157,3008274432.0,356194304.0,13500.5,1374205.5,50.0,41465.1875,46068.0,40784.0,40.5,102.0725,50.0,1005.0,0,0,0.433927908579091,8,9,5578,0.6264936533333333,1803,0.3337752530351281
332,7.699065208435059,1.497931957244873,1.2007620334625244,3.998971939086914,1.7529408931732178,1.4609851837158203,0.0203375816345214,0.9122912883758544,12.0,2320.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,8,1,0,1,4,1,1,0,0,1,1,1,1,1,0.0,36218892288.0,134785609728.0,33.2,2443124892160.0,4051573335040.0,44826091.0,162769337.0,3.6,1810010112.0,47465263104.0,1.3428808280443556,876154880.0,3493888.0,20334.0,3000.0,0.0,2299.1875,46068.0,1626.0,37.0,62.259,0.0,1005.0,0.0,3617.1875,46068.0,2944.0,36.0,61.972,0.0,1005.0,32.4,5951246336.0,68911230976.0,4.415342519138157,3008274432.0,361713664.0,13523.0,1395930.0,0.0,41465.1875,46068.0,40784.0,39.0,64.806,0.0,1005.0,0,0,0.4936862178478973,6,8,5355,0.6911535766666667,1027,0.9953462481498718
333,9.789866924285889,1.6029760837554932,1.2011301517486572,4.500205039978027,3.098145008087158,2.7662179470062256,0.0234148502349853,1.9320721626281736,25.0,3781.0,3806.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,8,1,0,1,4,1,1,0,0,1,1,1,1,1,0.0,36218202112.0,134785609728.0,33.2,2443124892160.0,4051580488704.0,44826091.0,162769551.0,3.7,1810010112.0,47465263104.0,1.3428808280443556,876154880.0,3573760.0,20344.0,3078.5,0.0,2299.1875,46068.0,1626.0,37.0,62.1985,0.0,1005.0,17.0,3617.1875,46068.0,2944.0,36.5,72.409,17.0,1005.0,16.9,5951246336.0,68911230976.0,4.415342519138157,3008274432.0,365324288.0,13538.0,1410061.0,0.0,41465.1875,46068.0,40784.0,39.5,70.088,0.0,1005.0,0,0,0.2141086228215638,12,18,6673,0.7865639166666667,2074,0.9999275207519531
