id,trace_rowid,span_id,parent_id,name,start_time,end_time,events,status_code,status_message,start_time_unix,end_time_unix,log@llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO,log@urllib3.connectionpool - [connectionpool.py:291] - DEBUG,log@httpx - [_client.py:1786] - INFO,log@llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO,log@llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG,log@urllib3.connectionpool - [connectionpool.py:546] - DEBUG,log@httpcore.http11 - [_trace.py:85] - DEBUG,log@httpcore.connection - [_trace.py:85] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG,log@openai._base_client - [_base_client.py:446] - DEBUG,log@openai._base_client - [_base_client.py:1585] - DEBUG,log@vllm.engine.metrics - [metrics.py:295] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG,log@vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG,log_entries,metric@cpu_usage,metric@gpu_graph_clock,duration
11,5,e8f304f2dfc44209,8f6d4f23c29c25fd,embedding,2024-11-04 06:40:36.309362,2024-11-04 06:40:36.357039,[],OK,,1730702436.309362,1730702436.357039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],26.4,1005,0.047677040100097656
12,5,47bc3d6e41494963,14420754f32d7ba2,reranking,2024-11-04 06:40:36.393757,2024-11-04 06:40:36.774960,[],OK,,1730702436.393757,1730702436.77496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],26.4,1005,0.38120293617248535
13,5,616d474348abba08,14420754f32d7ba2,llm,2024-11-04 06:40:36.780502,2024-11-04 06:40:37.935544,[],OK,,1730702436.780502,1730702437.935544,0,0,1,0,0,0,0,10,0,0,1,1,0,1,1,1,1,"['2024-11-04 06:40:36,783 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-04 06:40:36,784 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:40:36,785 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:40:36,785 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:40:36,785 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:40:36,785 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:40:37,930 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:40:37,931 - httpx - [_client.py:1786] - INFO', '2024-11-04 06:40:37,932 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:40:37,932 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:40:37,932 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:40:37,933 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:40:37,933 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-04 06:40:36,804 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-04 06:40:36,806 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-04 06:40:37,910 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-04 06:40:37,931 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,1.1550419330596924
14,5,ec3aa314da9bb017,616d474348abba08,llm_request,2024-11-04 06:40:36.804894,2024-11-04 06:40:37.909462,[],OK,,1730702436.804894,1730702437.909462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0.0,0,1.1045680046081543
15,5,b31bd56fa0cfa0ae,ec3aa314da9bb017,llm_scheduler,2024-11-04 14:40:36.816927,2024-11-04 14:40:36.828959,[],OK,,1730702436.8169267,1730702436.8289592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],63.3,1005,0.012032508850097656
16,5,8d32729946a4d3cb,ec3aa314da9bb017,llm_generate,2024-11-04 14:40:37.602210,2024-11-04 14:40:37.883244,[],OK,,1730702437.6022098,1730702437.8832445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],72.1,1005,0.2810347080230713
17,6,96a0eb4fd3adf855,,query,2024-11-04 06:40:37.953157,2024-11-04 06:40:39.404460,[],OK,,1730702437.953157,1730702439.40446,0,0,2,1,1,1,4,20,4,1,1,1,0,1,1,1,1,"['2024-11-04 06:40:38,005 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 06:40:38,011 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 06:40:38,012 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 06:40:38,013 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:40:38,013 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:40:38,013 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:40:38,014 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:40:38,014 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:40:38,016 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:40:38,016 - httpx - [_client.py:1786] - INFO', '2024-11-04 06:40:38,016 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:40:38,018 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:40:38,018 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:40:38,018 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:40:38,019 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 06:40:38,019 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 06:40:38,030 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 06:40:38,032 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-11-04 06:40:38,415 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 06:40:38,416 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-11-04 06:40:38,416 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-11-04 06:40:38,419 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-04 06:40:38,420 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:40:38,420 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:40:38,420 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:40:38,421 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:40:38,421 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:40:39,391 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:40:39,392 - httpx - [_client.py:1786] - INFO', '2024-11-04 06:40:39,393 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:40:39,393 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:40:39,394 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:40:39,394 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:40:39,394 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-04 06:40:39,403 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 06:40:39,404 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-11-04 06:40:38,480 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-04 06:40:38,482 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-04 06:40:39,369 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-04 06:40:39,392 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,1.4513030052185059
18,6,7b0d86373d7357dd,96a0eb4fd3adf855,retrieve,2024-11-04 06:40:37.953950,2024-11-04 06:40:38.025349,[],OK,,1730702437.95395,1730702438.025349,0,0,1,0,0,0,1,10,4,0,0,0,0,0,0,0,0,"['2024-11-04 06:40:38,005 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 06:40:38,011 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 06:40:38,012 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 06:40:38,013 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:40:38,013 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:40:38,013 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:40:38,014 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:40:38,014 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:40:38,016 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:40:38,016 - httpx - [_client.py:1786] - INFO', '2024-11-04 06:40:38,016 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:40:38,018 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:40:38,018 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:40:38,018 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:40:38,019 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 06:40:38,019 - httpcore.connection - [_trace.py:85] - DEBUG']",37.8,1005,0.07139897346496582
19,6,5c05e42294099920,7b0d86373d7357dd,embedding,2024-11-04 06:40:37.954665,2024-11-04 06:40:38.001784,[],OK,,1730702437.954665,1730702438.001784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],37.8,1005,0.047119140625
20,6,12a6b4b277f0b060,96a0eb4fd3adf855,reranking,2024-11-04 06:40:38.035090,2024-11-04 06:40:38.412115,[],OK,,1730702438.03509,1730702438.412115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],37.8,1005,0.37702512741088867
