id,trace_rowid,span_id,parent_id,name,start_time,end_time,events,status_code,status_message,start_time_unix,end_time_unix,log@openai._base_client - [_base_client.py:1585] - DEBUG,log@httpcore.connection - [_trace.py:85] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:158] - INFO,log@httpx - [_client.py:1786] - INFO,log@httpcore.http11 - [_trace.py:85] - DEBUG,log@urllib3.connectionpool - [connectionpool.py:546] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG,log@urllib3.connectionpool - [connectionpool.py:291] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO,log@llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO,log@llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG,log@openai._base_client - [_base_client.py:446] - DEBUG,log@vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG,log@vllm.engine.metrics - [metrics.py:295] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG,log_entries,metric@cpu_usage,metric@gpu_graph_clock,duration
50,1021,52d260b73b6ae6b4,22814e01caab137e,retrieve,2024-10-31 02:14:55.173375,2024-10-31 02:14:56.249436,[],OK,,1730340895.173375,1730340896.249436,0,4,0,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,"['2024-10-31 02:14:55,228 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 02:14:55,233 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:14:55,235 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:14:55,235 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:14:55,236 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:14:55,236 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:14:55,236 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:14:55,236 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:14:55,239 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:14:55,239 - httpx - [_client.py:1786] - INFO', '2024-10-31 02:14:55,239 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:14:55,241 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:14:55,241 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:14:55,241 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:14:55,242 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:14:55,242 - httpcore.connection - [_trace.py:85] - DEBUG']",12.6,1005,1.0760610103607178
51,1021,fe966783e18ec8b4,52d260b73b6ae6b4,embedding,2024-10-31 02:14:55.174141,2024-10-31 02:14:55.223056,[],OK,,1730340895.174141,1730340895.223056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],12.6,1005,0.04891514778137207
52,1021,8567b3e7b9dfe620,22814e01caab137e,reranking,2024-10-31 02:14:56.272814,2024-10-31 02:14:56.654574,[],OK,,1730340896.272814,1730340896.654574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],12.6,1005,0.3817598819732666
53,1021,b36567de4bcdbab5,22814e01caab137e,llm,2024-10-31 02:14:56.661997,2024-10-31 02:14:57.652673,[],OK,,1730340896.661997,1730340897.652673,1,4,0,1,10,0,0,0,0,0,0,0,1,1,1,1,1,1,"['2024-10-31 02:14:56,666 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-10-31 02:14:56,666 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:14:56,667 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:14:56,667 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:14:56,668 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:14:56,668 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:14:56,668 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:14:56,668 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:14:56,668 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:14:56,668 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:14:57,647 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:14:57,648 - httpx - [_client.py:1786] - INFO', '2024-10-31 02:14:57,649 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:14:57,649 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:14:57,650 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:14:57,650 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:14:57,650 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-10-31 02:14:56,729 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-10-31 02:14:56,731 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-10-31 02:14:57,263 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-10-31 02:14:57,625 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-10-31 02:14:57,648 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,0.9906759262084961
54,1021,8b917fa69021bfea,b36567de4bcdbab5,llm_request,2024-10-31 02:14:56.729000,2024-10-31 02:14:57.624873,[],OK,,1730340896.729,1730340897.624873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0.0,0,0.8958728313446045
55,1021,8cb9711e3f4571ac,8b917fa69021bfea,llm_scheduler,2024-10-31 10:14:56.749223,2024-10-31 10:14:56.769447,[],OK,,1730340896.7492237,1730340896.769447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],21.0,1005,0.020223379135131836
56,1021,01e13e8eb5f94318,8b917fa69021bfea,llm_generate,2024-10-31 10:14:57.245287,2024-10-31 10:14:57.595137,[],OK,,1730340897.2452872,1730340897.5951371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],21.0,1005,0.3498499393463135
57,1022,4f88f9d1410ec28d,,query,2024-10-31 02:15:03.681233,2024-10-31 02:15:12.178625,[],OK,,1730340903.681233,1730340912.178625,1,8,3,2,20,4,1,1,0,0,1,1,1,1,1,1,1,1,"['2024-10-31 02:15:03,739 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 02:15:03,746 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:15:03,748 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:15:03,748 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:03,749 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:03,749 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:03,750 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:03,750 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:03,752 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:03,752 - httpx - [_client.py:1786] - INFO', '2024-10-31 02:15:03,753 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:03,754 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:03,755 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:03,755 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:03,755 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:15:03,755 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:15:04,773 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 02:15:04,776 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-10-31 02:15:05,170 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 02:15:05,171 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-10-31 02:15:05,171 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-10-31 02:15:05,175 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-10-31 02:15:05,178 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:15:05,178 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:15:05,178 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:15:05,179 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:15:05,179 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:05,179 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:05,179 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:05,179 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:05,179 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:06,158 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:06,158 - httpx - [_client.py:1786] - INFO', '2024-10-31 02:15:06,159 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:06,159 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:06,160 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:06,160 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:06,161 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-10-31 02:15:06,169 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 02:15:06,171 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-10-31 02:15:08,173 - llmrca.create_vdb.pipeline.rag - [rag.py:158] - INFO', '2024-10-31 02:15:10,175 - llmrca.create_vdb.pipeline.rag - [rag.py:158] - INFO', '2024-10-31 02:15:12,178 - llmrca.create_vdb.pipeline.rag - [rag.py:158] - INFO', '2024-10-31 02:15:05,240 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-10-31 02:15:05,242 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-10-31 02:15:05,775 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-10-31 02:15:06,135 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-10-31 02:15:06,158 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,8.497392177581787
58,1022,4d1bbcc0be69c8c2,4f88f9d1410ec28d,retrieve,2024-10-31 02:15:03.682328,2024-10-31 02:15:04.763148,[],OK,,1730340903.682328,1730340904.763148,0,4,0,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,"['2024-10-31 02:15:03,739 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 02:15:03,746 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:15:03,748 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:15:03,748 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:03,749 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:03,749 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:03,750 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:03,750 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:03,752 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:03,752 - httpx - [_client.py:1786] - INFO', '2024-10-31 02:15:03,753 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:03,754 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:03,755 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:03,755 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:03,755 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:15:03,755 - httpcore.connection - [_trace.py:85] - DEBUG']",9.0,1005,1.080820083618164
59,1022,7d66110c55789e49,4d1bbcc0be69c8c2,embedding,2024-10-31 02:15:03.683337,2024-10-31 02:15:03.733291,[],OK,,1730340903.683337,1730340903.733291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],9.0,1005,0.04995393753051758
60,1022,1331a88fae13f724,4f88f9d1410ec28d,reranking,2024-10-31 02:15:04.782513,2024-10-31 02:15:05.165625,[],OK,,1730340904.782513,1730340905.165625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],9.0,1005,0.38311219215393066
61,1022,afd969601ed38456,4f88f9d1410ec28d,llm,2024-10-31 02:15:05.172514,2024-10-31 02:15:06.163054,[],OK,,1730340905.172514,1730340906.163054,1,4,0,1,10,0,0,0,0,0,0,0,1,1,1,1,1,1,"['2024-10-31 02:15:05,175 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-10-31 02:15:05,178 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:15:05,178 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:15:05,178 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:15:05,179 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:15:05,179 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:05,179 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:05,179 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:05,179 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:05,179 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:06,158 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:06,158 - httpx - [_client.py:1786] - INFO', '2024-10-31 02:15:06,159 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:06,159 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:06,160 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:06,160 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:06,161 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-10-31 02:15:05,240 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-10-31 02:15:05,242 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-10-31 02:15:05,775 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-10-31 02:15:06,135 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-10-31 02:15:06,158 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,0.9905400276184082
62,1022,0c248f080cf1a812,afd969601ed38456,llm_request,2024-10-31 02:15:05.240241,2024-10-31 02:15:06.135001,[],OK,,1730340905.240241,1730340906.135001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0.0,0,0.8947598934173584
63,1022,4c5d8150632dc8be,0c248f080cf1a812,llm_scheduler,2024-10-31 10:15:05.260664,2024-10-31 10:15:05.281087,[],OK,,1730340905.2606642,1730340905.2810874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],20.4,1005,0.020423173904418945
64,1022,87257cbe8673c5c0,0c248f080cf1a812,llm_generate,2024-10-31 10:15:05.757416,2024-10-31 10:15:06.105344,[],OK,,1730340905.757416,1730340906.1053443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],20.4,1005,0.3479282855987549
65,1023,0bf5e0df68ab46f7,,query,2024-10-31 02:15:12.194526,2024-10-31 02:15:20.695199,[],OK,,1730340912.194526,1730340920.695199,1,8,3,2,20,4,1,1,0,0,1,1,1,1,1,2,1,1,"['2024-10-31 02:15:12,254 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 02:15:12,259 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:15:12,260 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:15:12,261 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:12,261 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:12,261 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:12,262 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:12,262 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:12,264 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:12,264 - httpx - [_client.py:1786] - INFO', '2024-10-31 02:15:12,265 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:12,266 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:12,267 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:12,267 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:12,267 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:15:12,268 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:15:13,284 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 02:15:13,288 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-10-31 02:15:13,681 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 02:15:13,682 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-10-31 02:15:13,683 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-10-31 02:15:13,687 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-10-31 02:15:13,687 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:15:13,688 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:15:13,688 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:15:13,689 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:15:13,689 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:13,689 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:13,689 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:13,689 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:13,689 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:14,676 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:14,677 - httpx - [_client.py:1786] - INFO', '2024-10-31 02:15:14,677 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:14,678 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:14,678 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:14,678 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:14,679 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-10-31 02:15:14,688 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 02:15:14,689 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-10-31 02:15:16,690 - llmrca.create_vdb.pipeline.rag - [rag.py:158] - INFO', '2024-10-31 02:15:18,692 - llmrca.create_vdb.pipeline.rag - [rag.py:158] - INFO', '2024-10-31 02:15:20,695 - llmrca.create_vdb.pipeline.rag - [rag.py:158] - INFO', '2024-10-31 02:15:13,749 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-10-31 02:15:13,752 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-10-31 02:15:14,285 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-10-31 02:15:14,654 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-10-31 02:15:14,676 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG', '2024-10-31 02:15:20,215 - vllm.engine.metrics - [metrics.py:295] - INFO']",0.0,0,8.500673055648804
66,1023,e5a07b266a7b4f6c,0bf5e0df68ab46f7,retrieve,2024-10-31 02:15:12.195352,2024-10-31 02:15:13.275546,[],OK,,1730340912.195352,1730340913.275546,0,4,0,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,"['2024-10-31 02:15:12,254 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 02:15:12,259 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:15:12,260 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:15:12,261 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:12,261 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:12,261 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:12,262 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:12,262 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:12,264 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:12,264 - httpx - [_client.py:1786] - INFO', '2024-10-31 02:15:12,265 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:12,266 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:12,267 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:12,267 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:12,267 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:15:12,268 - httpcore.connection - [_trace.py:85] - DEBUG']",12.4,1005,1.0801939964294434
67,1023,fba1cf7ea0af7bea,e5a07b266a7b4f6c,embedding,2024-10-31 02:15:12.196133,2024-10-31 02:15:12.248321,[],OK,,1730340912.196133,1730340912.248321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],12.4,1005,0.05218815803527832
68,1023,a579642a34259cb5,0bf5e0df68ab46f7,reranking,2024-10-31 02:15:13.295745,2024-10-31 02:15:13.677160,[],OK,,1730340913.295745,1730340913.67716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],12.4,1005,0.38141512870788574
69,1023,f1045e87fe763a7e,0bf5e0df68ab46f7,llm,2024-10-31 02:15:13.683723,2024-10-31 02:15:14.681393,[],OK,,1730340913.683723,1730340914.681393,1,4,0,1,10,0,0,0,0,0,0,0,1,1,1,1,1,1,"['2024-10-31 02:15:13,687 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-10-31 02:15:13,687 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:15:13,688 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:15:13,688 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:15:13,689 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 02:15:13,689 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:13,689 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:13,689 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:13,689 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:13,689 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:14,676 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:14,677 - httpx - [_client.py:1786] - INFO', '2024-10-31 02:15:14,677 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:14,678 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:14,678 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:14,678 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 02:15:14,679 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-10-31 02:15:13,749 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-10-31 02:15:13,752 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-10-31 02:15:14,285 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-10-31 02:15:14,654 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-10-31 02:15:14,676 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,0.9976699352264404
70,1023,0eb97521f63e28c8,f1045e87fe763a7e,llm_request,2024-10-31 02:15:13.749637,2024-10-31 02:15:14.653595,[],OK,,1730340913.749637,1730340914.653595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0.0,0,0.9039580821990967
71,1023,d05305e16b79a601,0eb97521f63e28c8,llm_scheduler,2024-10-31 10:15:13.769955,2024-10-31 10:15:13.790272,[],OK,,1730340913.769955,1730340913.7902725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],20.8,1005,0.020317554473876953
72,1023,71346a7ff7cd3eca,0eb97521f63e28c8,llm_generate,2024-10-31 10:15:14.267293,2024-10-31 10:15:14.624995,[],OK,,1730340914.2672927,1730340914.6249945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],20.8,1005,0.35770177841186523
